Drexel ID,First Name,Middle Name,Last Name,Major,Minor
mcr55,Megan,Christina,Robison,Bachelor of Science in Business Administration in Sport Business,
mls64,Mary,Louise,Street,Bachelor of Arts in Mathematics,
srb55,Sarah,Rosita,Bridgewater,Bachelor of Science in Business Administration in Finance,Minor in War and Society
jia44,James,Israel,Addy,Master of Science in Computer Science in Computer Science,
ajp68,Alisha,Joann,Parker,Doctor of Philosophy in Information Science,
gre464,Gregory,Richard,Erkkila,Bachelor of Science in Business Administration in Business (General),Minor in Actuarial Science
ero96,Edmund,Rafael,Oconnell,Master of Science in Clinical Research for Health Professionals,
mdj50,Mark,Dwayne,Julian,Bachelor of Science in Graphic Design,
neb37,Nancy,Erin,Bryant,Bachelor of Science in Digital Media and Virtual Production,
dmw33,Danial,Michael,Wibbens,Master of Science in Interior Architecture,
lrr55,Lorenzo,Robert,Rodvold,Master of Science in Interdisciplinary Health Sciences,Minor in Technology
lra82,Laurence,Robert,Alsina,Bachelor of Science in Sustainability and Innovation,Minor in TV Production and Media Management
dac76,Doris,Anne,Cunningham,Bachelor of Science in Economics and Business,
jjs28,James,James,Shirley,Bachelor of Science in Product Design,
kam529,Kimberly,Agnes,Mead,Bachelor of Arts in Mathematics,
jec76,Jacqueline,Eleanor,Cilley,Bachelor of Science in Architectural Studies,
ccw324,Cheryl,Charlene,Wells,Master of Science in Robotics and Autonomy,
cta399,Charity,Tina,Averett,Bachelor of Science in Business and Engineering in Business and Engineering,
rsw561,Ruth,Simone,Walden,Doctor of Philosophy in Neuroscience,
pap49,Patrick,Alfred,Patel,Bachelor of Science in Civil Engineering in Civil Engineering,
jjf15,Jack,Jamaal,Flowers,Bachelor of Science in Mathematics,
lkd63,Linda,Katherine,Dillon,Bachelor of Science in Business Administration in Finance,
cjm97,Carol,Janice,Megown,Bachelor of Science in Photography,
jba47,Joseph,Bill,Adams,Master of Science in Project Management,
fmy11,Frank,Martin,Yusef,Master of Science in Marketing in Marketing,
mra961,Michelle,Ramona,Aragon,Doctor of Philosophy in Microbiology and Immunology,
mto88,Marion,Teri,Oconnell,Doctor of Philosophy in Education,"Minor in Science, Technology and Society"
cdp66,Cheryl,Danielle,Peterson,Bachelor of Science in Business Administration in Business Analytics (co-major),
daf77,Dorothy,Aurora,Fraga,Bachelor of Arts in Global Studies,
gfr76,Gina,Frances,Rogers,Bachelor of Science in Mathematics,Minor in Social Entrepreneurship
krw85,Kenneth,Robert,Williams,Master of Science in Epidemiology,
sjh377,Saturnina,Jeannie,Hall,Bachelor of Science in Interior Design,
igm37,Ivan,George,Matthes,Master of Science in Interior Architecture and Design,Minor in Economics
rer77,Rita,Evelyn,Richman,Master of Laws in Cyber Law and Data Privacy (LLM) - Quarter Calendar,
amr756,Angela,Marie,Reid,Bachelor of Science in Business Administration in Legal Studies,
ajm974,Anthony,Jermaine,Mellow,Doctor in Couple and Family Therapy in Couple and Family Therapy,
cam86,Charla,Anita,Mcguire,Bachelor of Science in Materials Science and Engineering in Materials Science and Engineering,
dwh11,David,Walter,Hill,Bachelor of Science in Health Sciences,Minor in Sports Media Production
kmg79,Karen,Melissa,Garcia,Bachelor of Science in Environmental Engineering in Environmental Engineering,
jtm80,Jeanette,Thelma,Murphy,Bachelor of Science in Digital Media and Virtual Production,
etr43,Elsie,Telma,Riebe,Bachelor of Science in Entertainment and Arts Management,Minor in History of Capitalism
dmc50,Denis,Mark,Crawford,Education Specialist in School Psychology,
wrh28,William,Richard,Holden,Bachelor of Science in Software Engineering in Software Engineering,Minor in Organizational Management
pdd45,Patricia,Dorcas,Duncan,Doctor of Philosophy in Electrical Engineering,Minor in Green Energy and Sustainability
mkw50,Margaret,Kimberely,Wile,Bachelor of Science in Screenwriting and Playwriting,
ljl30,Lawrence,Joseph,Leland,Bachelor of Science in Environmental Science,Minor in Ecology
gmh754,George,Matthew,Hernandez,"Master of Science in Transdisciplinary Science, Computing, and Engineering Design",
erh78,Earl,Richard,Hill,"Bachelor of Arts in Philosophy, Politics and Economics",Minor in Engineering Leadership
smm246,Sherry,Mary,Moorman,Bachelor of Science in Mechanical Engineering in Mechanical Engineering & Mechanics,
aam34,Alice,Anna,Moreno,Master of Science in Drug Discovery and Development,
bcl46,Bonnie,Carmela,Larson,Bachelor of Science in Economics and Data Science,
ahg31,Amanda,Holly,Gibbons,Master of Science in Global and International Education,
odv88,Olga,Darlene,Vermillion,Master of Science in Fashion Design,
dht90,David,Howard,Taylor,Bachelor of Science in Business Administration in Business Administration,
mdp74,Mabel,Deborah,Perry,"Bachelor of Science in Learning Sciences, Experience Design, and Technology",Minor in DragonsTeach Math Certification Minor
mwt62,Manuela,Willa,Thompson,Bachelor of Science in Computer Science in Computer Science,Minor in Neuroscience
rjb11,Rodney,John,Ball,Bachelor of Science in Health Sciences,
bmb531,Bertha,Mandi,Brooks,Master of Science in Drexel Pathway to Medical School,
rwf83,Richard,Walter,Freeman,Bachelor of Science in Hospitality Management in Hospitality Management,
jcg608,Jessica,Cruz,Gerecke,Bachelor of Science in Construction Management in Construction Management,
knb92,Kathleen,Nancy,Brazil,"Master of Science in Science, Technology, and Society",
arh11,Anthony,Rick,Harris,Bachelor of Arts in Mathematics,
fls36,Frank,Leroy,Sorel,Bachelor of Science in Photography,
djw45,Dorothy,Joan,West,Master of Science in Biotechnology,
sjj61,Sara,Jane,Juan,Bachelor of Science in Animation & Visual Effects,
gms818,Gloria,Michelle,Sylvester,Bachelor of Arts in Sociology,
jbf171,Jimmy,Brian,Finley,Bachelor of Science in Architectural Engineering in Architectural Engineering,Minor in Business Analytics
mjc23,Melissa,Julia,Crawford,Doctor of Philosophy in Architectural Engineering,Minor in Photography
qcc34,Queenie,Cora,Crouse,Master of Fine Arts in Creative Writing,
spc96,Scott,Peter,Canfield,Bachelor of Arts in Philosophy,Minor in Social Entrepreneurship
rmd50,Reginald,Mark,Dalton,Bachelor of Arts in Computer Science in Computer Science,Minor in Africana Studies
mcr10,Marilyn,Carlita,Robinson,Bachelor of Science in Biological Sciences,
jrs77,John,Richard,Saenz,Bachelor of Science in Construction Management in Construction Management,
dkm36,David,Kevin,Mobley,Bachelor of Science in Business Administration in Business Administration,
rjh52,Robert,Jack,Huland,Bachelor of Science in Custom-Designed Major,Minor in Astrophysics
cag80,Christina,Allene,Gilbert,Bachelor of Science in Chemistry,
dtm36,Doris,Tiffany,Macnab,Doctor of Philosophy in Mathematics,
rjg69,Robert,Joseph,Gardner,Bachelor of Science in Graphic Design,Minor in International Economics
mfb33,Marie,Faye,Brown,Bachelor of Science in Business Administration in Accounting,
edb207,Esther,Debra,Brown,Bachelor of Science in Architectural Studies,Minor in Green Energy and Sustainability
hee79,Harvey,Earl,Edgley,Master of Science in Nursing (MSN) and Master of Science in Business Administration in Nursing Leadership in Health Systems Management (MSN) / Business Administration,
aee21,Addie,Evelyn,Emery,Bachelor of Science Degree inNursing in Nursing,Minor in Psychiatric Rehabilitation
jrg87,James,Robert,Galvez,Bachelor of Science in Business Administration in Technology Innovation Management (co-major),
jvb25,Joseph,Victor,Brede,Bachelor of Science in Product Design,Minor in Virtual Reality & Immersive Media
dbm81,Donald,Brian,Mendes,Bachelor of Science in Chemistry-Biochemistry Concentration,Minor in Photography
jmm36,Joy,Margaret,Miller,Master of Science in Digital Media,Minor in Security Technology
sjm18,Shane,John,Mccaskin,Master of Science in Human Resource Development,Minor in Food Studies
vcs55,Vincent,Charles,Shinn,Bachelor of Architecture in Architecture,Minor in Military Science
jdg52,Joe,Danny,Gallagher,Bachelor of Science in Economics and Business,Minor in Finance
ect93,Edna,Carolyn,Trumbore,Master of Science in Chemical Engineering,
jkr78,Joe,Kevin,Reynolds,Bachelor of Science in Mechanical Engineering in Mechanical Engineering & Mechanics,
lsc54,Lisa,Susan,Coore,Bachelor of Science in Environmental Science,
lmj98,Louis,Marguerite,Jarrett,Master of Science in Infectious Disease,
tlh456,Tracy,Lucille,Hackney,"Bachelor of Science in Behavioral Economics, Business and Organizations",
sad88,Scott,Anthony,Dykes,Master of Science in Global Health,
zss56,Zachary,Sean,Simmons,Master of Science in Culinary Arts and Science,
tjs64,Terrance,John,Sobina,Bachelor of Science in Health Sciences,Minor in Entertainment Engineering
crh70,Claudia,Rachael,Howlett,Bachelor of Science in Engineering Technology in Engineering Technology,
mkt13,Marlene,Kathryn,Tuggle,Bachelor of Science in Economics and Data Science,
waj41,Wendy,Amparo,Jenkins,Bachelor of Science in Education: Non-Certification,
jbm94,Jack,Bobby,Marroquin,Master of Science in Health and Rehabilitation Sciences,
wpg15,William,Philip,Gonzalez,Bachelor of Science in Art History,Minor in Security Technology
nbm72,Nancy,Brooke,Mead,Bachelor of Science in Dance,
nsn60,Natasha,Shayla,Nev,Bachelor of Science in Hospitality Management in Hospitality Management,
pjp498,Peggy,Jaclyn,Pardee,Master of Science in Engineering Management,Minor in Financial Technology
rjw78,Robert,Jeffrey,Williams,Bachelor of Science in Dance,
jtl77,Jessica,Tracy,Larowe,Bachelor of Science in Mechanical Engineering in Mechanical Engineering & Mechanics,Minor in Bioinformatics
ach47,Alice,Carolyn,Hunter,Bachelor of Science in Computing and Security Technology in Computing and Security Technology,
lwg17,Leonard,Wayne,Giannini,Bachelor of Science in Music Industry,Minor in Security Technology
mhs55,Martha,Helen,Stoddard,Master of Laws in Trial Advocacy and Dispute Resolution,Minor in Actuarial Science
veo23,Veronica,Elizabeth,Overby,"Bachelor of Science in Learning Sciences, Experience Design, and Technology",
fcd45,Francis,Christopher,Daniels,Bachelor of Science in Materials Science and Engineering in Materials Science and Engineering,
jrh61,Jay,Ralph,Hamann,Bachelor of Science in Business Administration in Business Economics (co-major),Minor in DragonsTeach Certification Minor
lkr95,Lovetta,Krista,Rumph,Bachelor of Arts in Global Public Health,Minor in Film Studies
mdw13,Martha,Debra,Wade,Master of Arts in Music Therapy and Counseling,Minor in Psychiatric Rehabilitation
prm857,Patrick,Randall,Merle,Bachelor of Science in Engineering in Engineering,Minor in Psychology
wss348,Wilma,Shelia,Schaefer,Bachelor of Science in Business Administration in General Business,
jjc25,Jordan,Jack,Cowgill,Master of Arts in Art Therapy and Counseling,Minor in Green Energy and Sustainability
ddf94,Donald,Demarcus,Ferman,Master of Science in Cybersecurity,Minor in Computing Technology
fmh12,Florence,Madge,Harris,Doctor of Philosophy in Information Science,
bjw30,Bryan,James,Warmack,Bachelor of Science in Chemistry-Biochemistry Concentration,
hew425,Holly,Ellen,Wille,Bachelor of Science in Economics and Mathematics,Minor in Systems Engineering
eam79,Eugene,Al,Medina,Bachelor of Science in Business Administration in International Business Co-Major,
sim89,Susan,Ida,Micale,Bachelor of Arts in Political Science,
ccl34,Carmen,Camille,Little,Bachelor of Science in Architectural Engineering in Architectural Engineering,
tlf51,Tania,Lucia,Fincher,Bachelor of Science in Business Administration in Esport Business,
qkm41,Quinton,Kevin,Muncy,Bachelor of Arts in History,
mrs116,Michael,Richard,Suryan,Master of Science in Sport Coaching Leadership,Minor in Law
pmw70,Pauline,Minerva,Wilson,Master of Science in Health and Rehabilitation Sciences,Minor in Business Administration
lsp52,Linda,Shirley,Proffitt,Bachelor of Science in Business Administration in Sport Business,
sdw89,Sharla,Denise,Webb,Master of Science in Mathematics Learning and Teaching,
wlb70,Wendy,Leslie,Burke,Bachelor of Arts in Mathematics,
mjs67,Mary,Janet,Stambaugh,Bachelor of Arts in Communication,
ljm63,Leona,Joyce,Mena,Bachelor of Science in Film & Television,
gjb58,Gonzalo,James,Burroughs,Bachelor of Science in Special Education (PK-12),
bse37,Bruce,Steven,Easterling,Bachelor of Architecture in Architecture,
cvs78,Catherine,Virginia,Stackhouse,Bachelor of Science in Art History,
bsk71,Barbara,Shanita,Kelly,Master of Science in Population Health Science,
dla54,Debbie,Lavada,Allred,Master of Science in Histotechnology,
bma62,Brian,Michael,Allen,Bachelor of Science in Business Administration in Technology Innovation Management (co-major),
rfb91,Robbie,Frank,Brooks,Master of Science in Medical Science,
jsm29,Jeremy,Sammy,Miller,Bachelor of Science in Data Science in Data Science,
pms88,Paula,Mellissa,Small,Doctor of Philosophy in Mechanical Engineering and Mechanics,
jmm809,Judy,Margaret,Morriss,Bachelor of Science in Engineering Technology in Engineering Technology,
rgl502,Robert,Greg,Ledwell,Bachelor of Science in Game Design & Production,
gjh42,Gregg,Julius,Herrera,Master of Science in Construction Management,
cdw269,Charles,Dean,White,Bachelor of Science in User Experience and Interaction Design,
clm87,Christine,Laura,Mccampbell,Master of Science in Biomedicine and Entrepreneurship,Minor in Business Consulting
ldb937,Lisa,Dulce,Bouska,Bachelor of Arts in Computer Science in Computer Science,Minor in Computer Science
bsr60,Brandon,Stephen,Rawson,Master of Health Science in Rehabilitation Sciences,Minor in Global Studies
nmc11,Nicholas,Matthew,Curi,Bachelor of Architecture in Architecture,
wjr70,Woodrow,John,Real,Bachelor of Science in Computing and Security Technology in Computing and Security Technology,Minor in Sport Regulation & Compliance
mpc99,Mario,Peter,Cornell,Bachelor of Science in Architectural Studies,
dtd63,David,Todd,Dull,Bachelor of Science in Mechanical Engineering in Mechanical Engineering & Mechanics,Minor in History
jdr41,Johnnie,Dominick,Royston,Bachelor of Arts in Global Public Health,
jbr42,James,Benjamin,Ridenour,Bachelor of Science in Business Administration in Technology Innovation Management (co-major),Minor in Exercise Science
drf924,Dorothy,Rita,Foss,Bachelor of Science in Business Administration in Esport Business,Minor in Medical Sociology
jdm28,Joseph,Doyle,Marshall,Bachelor of Arts in Computer Science in Computer Science,
cgm19,Cynthia,Geralyn,Moyer,Bachelor of Arts in Chemistry,Minor in Mathematics
fsm287,Frances,Sondra,Mudd,Bachelor of Arts in Communication,Minor in Technology
rjm52,Richard,John,Munoz,Bachelor of Science in Biomedical Engineering in Biomedical Engineering,
tjc505,Thomas,Joel,Crowe,Master of Laws in Health Care and Pharmaceutical Compliance (LLM) - Quarter Calendar,
rjn83,Robert,Jason,Neilson,Bachelor of Science in Health Services Administration,
mbh44,Marion,Barbara,Haws,Bachelor of Science in Health Sciences,Minor in Nutrition
jeb57,Jacqueline,Elizabeth,Blevins,Bachelor of Science in Environmental Science,
msr58,Margaret,Shari,Ramirez,Master of Science in Interior Architecture,
jbk16,James,Bruce,Keiser,Bachelor of Science in Digital Media and Virtual Production,Minor in Engineering Product Development
dcm35,Debora,Catherine,Meres,Master of Science in Urban Strategy,Minor in Sports Media Production
kgm91,Katherine,Gilma,Major,Bachelor of Science in Physics,
dgs36,Dewey,Gary,Snyder,"Master of Science in Communication, Culture and Media",
etl36,Emmett,Thomas,Laughary,Bachelor of Science in Business Administration in Technology Innovation Management (co-major),
bjp79,Berry,Jay,Purdy,Bachelor of Science in Engineering Technology in Engineering Technology,Minor in Nuclear Engineering
jcb924,Joann,Christine,Benson,Master of Science/Master of Business Administration in Television & Media Management (MS) / Business Administration,
dkq422,Dustin,Kirk,Quintal,Doctor of Philosophy in Molecular and Cell Biology and Genetics,
bmr81,Bertha,Mona,Russell,Bachelor of Science in Environmental Science,
tjd155,Terry,James,Deharo,Master of Science in Marketing in Marketing,
akc43,Angel,Kory,Caldwell,Bachelor of Arts in Mathematics,Minor in Computing Technology
drm45,David,Robert,Mowery,Bachelor of Science in Health Services Administration,Minor in Linguistics
jbl55,Justin,Benjamin,Landa,Bachelor of Arts in Computer Science in Computer Science,
mgh23,Michael,Gerald,Habib,Bachelor of Arts in Economics in Economic Analysis,Minor in Engineering Product Development
dsm682,Dann,Sarah,Musser,Bachelor of Science in Environmental Engineering in Environmental Engineering,
ihs56,Irene,Heather,Solian,Master of Science in Mathematics,
rpg73,Richard,Paul,Goodwin,Bachelor of Science in Business Administration in Technology Innovation Management (co-major),
tjh59,Theodore,John,Hansen,Bachelor of Science in Business Administration in Finance,
jeh16,John,Edward,Humphrey,Bachelor of Science in Physics,Minor in User Experience and Interaction Design
sfk43,Samantha,Florence,Krick,Bachelor of Science in Public Health,
kaa408,Kimberly,Annette,Allison,Master of Science/Master of Business Administration in Television & Media Management (MS) / Business Administration,
rpd95,Robert,Paul,Davis,Master of Science in Strategic and Digital Communication,Minor in Psychology
sdm44,Stuart,Danny,Mccool,Master of Science in Finance in Finance,Minor in Systems Engineering
rls61,Rebecca,Liberty,Sample,Bachelor of Arts in Computer Science in Computer Science,
mmr99,Martha,Maragret,Rosen,Bachelor of Arts in Environmental Studies and Sustainability,Minor in Construction Management
reh43,Robert,Eric,Hennon,Master of Fine Arts in Creative Writing,
smm49,Sandra,Michell,Moore,Bachelor of Science in Art History,
pns60,Philip,Nick,Shavers,Master of Science in Drexel Pathway to Medical School,Minor in Architecture
rcr60,Roland,Clifton,Robleto,Master of Science in Chemistry,
jdw181,Joseph,Donald,Whittington,Master of Science in Biomedicine and Entrepreneurship,Minor in Engineering Management
ptd76,Patrick,Ty,Delgado,Bachelor of Arts in Art History,
cjh65,Clinton,James,Holmes,Master of Science in Biological Sciences (MS: College of Arts and Sciences),Minor in Technology Innovation Management
ela10,Emily,Lucy,Aman,Bachelor of Science in Business Administration in Marketing,
djm46,Dallas,James,Morris,Bachelor of Science in Dance,Minor in Communication
wrm58,William,Robert,Measom,Master of Laws in Cyber Law and Data Privacy (LLM) - Quarter Calendar,
gjb60,George,James,Bertoni,Bachelor of Science in Business Administration in Esport Business,
dmb97,Donald,Morton,Barnett,Master of Science in Education Improvement and Transformation,
shs93,Scott,Howard,Shaw,Doctor of Philosophy in Neuroscience,
njl16,Nicholas,John,Lopez,Bachelor of Science in Graphic Design,Minor in English
wkg229,Walter,Kevin,Garcia,Doctor of Philosophy in Civil Engineering,
fcc14,Freida,Clare,Cowans,Master of Science in Creativity and Innovation,Minor in Photography
jtr38,James,Tony,Ray,Master of Arts in Publishing,
wpz60,William,Paul,Zamora,Doctor of Philosophy in Nutrition Sciences,
ept36,Elin,Patricia,Thruston,Doctor of Health Science in Health Sciences,Minor in Music Theory and Composition
ess19,Eileen,Sherrill,Silva,Bachelor of Science in Electrical Engineering in Electrical Engineering,
bib68,Barbara,Inez,Barton,Doctor of Philosophy in Epidemiology,
krc17,Keith,Robert,Crewe,Bachelor of Science in Architectural Engineering in Architectural Engineering,Minor in Psychology
agc76,Alicia,Golden,Cyr,Bachelor of Science in Materials Science and Engineering in Materials Science and Engineering,Minor in Public Health
paf13,Phyllis,Anita,Frisco,Bachelor of Science in Design and Merchandising,Minor in Television Industry and Enterprise
tjl11,Thanh,James,Luna,Bachelor of Science in Business Administration in Organizational Management (co-major),
dtf48,Donald,Timothy,Freeman,Bachelor of Science in Health Sciences,Minor in Justice Studies
bjf455,Brian,James,Ford,Bachelor of Arts in Sociology,Minor in Chemistry
rbh97,Ronald,Brian,Hatfield,Bachelor of Science in Business Administration in Accounting,
erg73,Edward,Robert,Gallion,Bachelor of Science in Civil Engineering in Civil Engineering,
msr72,Mary,Sherrill,Rausch,Bachelor of Science in Entertainment and Arts Management,
gar70,Gary,Avery,Roberts,Bachelor of Arts in Environmental Studies and Sustainability,Minor in Computing Technology
pmw97,Pauline,Margaret,Wallis,Master of Science in Special Education,
sis89,Sean,Irwin,Swonke,Bachelor of Science in Health Sciences,
cmb947,Christina,Martha,Birge,Bachelor of Science in Product Design,Minor in Materials Science and Engineering
atm97,Alexander,Timothy,Martin,Bachelor of Science in Biomedical Engineering in Biomedical Engineering,
afp80,Amanda,Frieda,Peterson,"Bachelor of Arts in English, Literary Studies Concentration",
jab27,Jacqueline,Alice,Behrens,"Bachelor of Arts in English, Literary Studies Concentration",
kgv60,Keith,Gordon,Voorhis,Doctor of Philosophy in Epidemiology,
bmb22,Bryan,Michael,Barnes,Bachelor of Science in Hospitality Management in Hospitality Management,
aml98,Angela,Miriam,Lainhart,Bachelor of Science in Environmental Science,Minor in Behavioral Economics and Business
nmp74,Nicholas,Micheal,Peterson,Bachelor of Science in Business Administration in Operations and Supply Chain Management,
dwo69,David,William,Owen,Bachelor of Arts in Environmental Studies and Sustainability,Minor in Security Technology
lrg35,Lauren,Rebecca,Graham,Master of Science in Systems Engineering,Minor in Accounting
rtl96,Rafael,Thomas,Le,Master of Science in Arts Administration and Museum Leadership,Minor in Justice Studies
jag72,Joseph,Aaron,Gregg,Bachelor of Science in Business Administration in Technology Innovation Management (co-major),
ebg86,Emily,Bertha,Guthrie,Bachelor of Science in Electrical Engineering in Electrical Engineering,Minor in Systems Engineering
ggw96,Gilbert,Gary,Wood,Master of Science in Environmental and Occupational Health Sciences,Minor in Animation and Visual Effects
cjl81,Christopher,Jean,Linkous,Master of Public Health in Health Management and Policy,Minor in Health and Social Justice
cjs82,Charles,Jeffrey,Simmons,Bachelor of Science in Graphic Design,Minor in Business Analytics
rmc64,Rebecca,Marie,Cox,Bachelor of Arts in Chemistry,Minor in Sociology
mvs13,Michelle,Vicki,Stephens,Bachelor of Arts in Entrepreneurship & Innovation 3-year Option,
jms21,Janie,Megan,Sabo,Bachelor of Arts in Sociology,
mlh10,Michael,Leon,Hill,"Bachelor of Arts in English, Literary Studies Concentration",
lct24,Leo,Clinton,Talley,Bachelor of Arts in Economics in Economic Analysis,
mts50,Mildred,Teri,Sutter,Master of Science in Special Education,
krv394,Kevin,Raymond,Vann,Bachelor of Science in Business Administration in Organizational Management (co-major),
khh274,Keith,Herbert,Hummel,Bachelor of Science in Civil Engineering in Civil Engineering,Minor in Health Services Administration
hlc664,Henry,Leroy,Cisco,Bachelor of Science in Behavioral Health Counseling,Minor in Marketing
rrd34,Raul,Robbie,Dwyer,Bachelor of Science in Computer Engineering in Computer Engineering,
trm24,Thomas,Rudy,Miller,Master of Science in Population Health Science,
ssr54,Steven,Samuel,Rowland,"Bachelor of Science in Behavioral Economics, Business and Organizations",
bcs34,Brittany,Carole,Schantz,Bachelor of Science in Economics and Public Health,Minor in Computer Engineering
msb24,Mary,Socorro,Bennett,Bachelor of Science in Art History,Minor in Human Computer Interaction
ddb63,Dexter,David,Byun,Master of Arts in Music Therapy and Counseling,
sjp549,Shonda,Jacqueline,Pittman,Bachelor of Arts in Environmental Studies and Sustainability,Minor in Global Studies
jwd22,Jean,Wanda,Daves,Bachelor of Science in Dance - Part-time Professional,
tjb98,Travis,Jason,Brown,Bachelor of Science in Westphal Studies Program,
cem25,Carmel,Elaine,Montgomery,Bachelor of Science in Digital Media and Virtual Production,
acl48,Arnulfo,Chester,Love,Master of Science in Applied Behavior Analysis and Special Education,
hgp753,Hilda,Gloria,Pearson,Bachelor of Science in Materials Science and Engineering in Materials Science and Engineering,
gmf85,George,Michael,Fullmer,Master of Science in Retail & Merchandising,
app19,Amy,Peggy,Pappas,"Bachelor of Science in Learning Sciences, Experience Design, and Technology",
abh24,Armand,Brad,Harwell,Bachelor of Science in Economics and Mathematics,
hvd99,Hilma,Vicki,Dick,Bachelor of Science in Chemical Engineering in Chemical Engineering,
jml39,Juan,Michael,Laford,Bachelor of Arts in Environmental Studies and Sustainability,
mpw67,Melody,Pamela,Witherbee,Master of Laws in Health Care and Pharmaceutical Compliance (LLM) - Quarter Calendar,
jwt85,Jose,William,Thompson,Master of Laws in Health Care and Pharmaceutical Compliance (LLM) - Quarter Calendar,
sml14,Sean,Mark,Lefebvre,"Bachelor of Arts in Philosophy, Politics and Economics",Minor in Entertainment Engineering
jcs46,John,Cecil,Sharp,"Master of Science in Teaching, Learning and Curriculum",
ljl17,Lyle,Jeffrey,Longie,Bachelor of Science in Physics,
ptb70,Patrick,Tony,Barrett,Bachelor of Science in Architectural Engineering in Architectural Engineering,
jdt54,Juan,Donald,Talerico,Bachelor of Science in Product Design,
lhc90,Lynn,Harold,Conrad,Bachelor of Science in Business Administration in Legal Studies,Minor in Chemistry
rml755,Renate,Mary,Lake,Doctor of Philosophy in Nutrition Sciences,Minor in History of Capitalism
jbr39,Javier,Bryan,Royals,Doctor in Couple and Family Therapy in Couple and Family Therapy,Minor in Food Studies
rdc14,Rosie,Deborah,Craig,Master of Science in Software Engineering in Software Engineering,
djl41,Donna,Janet,Lassalle,Bachelor of Science in Mechanical Engineering in Mechanical Engineering & Mechanics,
mcj76,Mike,Craig,Jablonski,Master of Science in Computer Engineering,Minor in Environmental Studies
ldw853,Lakesha,Donna,Wright,Bachelor of Science in Chemistry,Minor in Public Health
gjb48,Gerard,Joshua,Ballinger,Master of Laws in Trial Advocacy and Dispute Resolution,
pdm37,Pamela,Dawn,Martin,Bachelor of Arts in Environmental Studies and Sustainability,
mdd706,Maude,Doris,Donahue,Master of Business Administration in Business Administration,Minor in English
jcw63,Jan,Carolyn,Wheelis,Master of Science in Mathematics Learning and Teaching,
jhb23,James,Harold,Betz,"Bachelor of Science in Learning Sciences, Experience Design, and Technology",
lrc62,Lois,Rebecca,Craig,Bachelor of Science in Mathematics,
mjh24,Marcelino,Junior,Henrich,Doctor of Philosophy in Neuroscience,
vmr94,Verna,Mary,Randolph,Bachelor of Science in Geoscience,Minor in Justice Studies
kme16,Kendrick,Maurice,Edwards,"Bachelor of Arts in English, Literary Studies Concentration",Minor in Finance
rtr176,Rae,Taisha,Robertson,Bachelor of Science in Materials Science and Engineering in Materials Science and Engineering,
vac12,Vanessa,Alice,Crofts,Bachelor of Science in Mechanical Engineering in Mechanical Engineering & Mechanics,Minor in Nutrition
rdh52,Ramon,David,Hubbard,Master of Science in Environmental Policy in Environmental Policy,
zsm68,Zachary,Steven,Martin,Bachelor of Science in Business Administration in Operations and Supply Chain Management,
hgp50,Hector,George,Patel,Bachelor of Arts in Philosophy,
ncs934,Nicholas,Carl,Stukel,Bachelor of Science in Digital Media and Virtual Production,Minor in Women's and Gender Studies
mfb24,Mauricio,Frank,Barlow,"Bachelor of Science in Behavioral Economics, Business and Organizations",
dfm88,Delbert,Franklyn,Muniz,Master of Science in Materials Science and Engineering,
svo57,Sherri,Vickie,Odom,Bachelor of Science in Dance,
gde37,Gregory,David,Everitt,Bachelor of Science in Business Administration in Management Information Systems,Minor in DragonsTeach Math Certification Minor
jcw68,John,Christopher,Warrior,Doctor of Philosophy in Neuroscience,
kca36,Kathy,Carol,Allen,Bachelor of Science in General Studies,
jjj429,John,John,Juel,Bachelor of Science in Business Administration in Technology Innovation Management (co-major),
cyj43,Carol,Yvonne,Johnson,"Master of Science in Business Information Technology in Business Information Technology (MSBIT), partnership of College of Computing & Informatics and the LeBow College of Business",
kpl12,Kathy,Patricia,Long,Bachelor of Science in Engineering Technology in Engineering Technology,
cbp30,Caren,Brenda,Palm,Bachelor of Science in Business Administration in Management Information Systems,
rrb26,Richard,Ryan,Boyd,Bachelor of Science in Sustainability and Innovation,
wjv19,Walter,James,Vaughn,Bachelor of Science in Architectural Studies,
rdw90,Russell,Dante,Wilhelm,Bachelor of Science in Behavioral Health Counseling,Minor in Food Science
aks88,Alan,Kevin,Shaver,"Bachelor of Arts in English, Writing Concentration",
wmo40,Wayne,Maurice,Olesky,Bachelor of Arts in Global Public Health,Minor in Music
jdm84,Josette,Doris,Milla,Doctor of Philosophy in Health Services Research and Policy,"Minor in Science, Technology and Society"
dje84,Dan,John,Evans,Bachelor of Science in Economics and Mathematics,
tpd49,Tina,Pamela,Dixon,Bachelor of Science in Art History,
lmt89,Lindy,Michele,Trask,Bachelor of Science in Product Design,
vjk37,Vincent,John,Kelly,Bachelor of Science in Animation & Visual Effects,
bjh23,Bill,Jason,Hendricks,Bachelor of Science in Psychology,
wef42,Willard,Elijah,Fitzgerald,Bachelor of Science in Dance - Part-time Professional,Minor in Systems Engineering
gwb79,George,William,Brock,"Bachelor of Arts in English, Literary Studies Concentration",Minor in Music Performance
hdd13,Harold,David,Draper,Doctor of Nursing Practice in Nurse Anesthesia,Minor in Somatics
mnh22,Margaret,Nicole,Howe,Bachelor of Science in Custom-Designed Major,Minor in Business Consulting
bcs84,Beth,Catherine,San,Bachelor of Science in Sustainability and Innovation,Minor in Exercise Science
