date_of_birth,primary_department,annual_salary,job_title,drexel_id,drexel_id,full_name
11/21/1987,Chemical and Biological Engineering,103853,Professor,cls128,cls128,Christopher Stevens
4/17/1983,Politics,101092,Professor,cls146,cls146,Christina Steinbacher-Reed
9/27/1987,Chemical and Biological Engineering,86045,Professor,clt65,clt65,Cyrille Taillandier
9/24/1961,Engineering Leadership and Society,41293,Learning Specialist,clw22,clw22,Christopher Watkins
12/14/1973,Chemical and Biological Engineering,91052,Professor,clw83,clw83,Camille Ward
1/18/1978,Mathematics,84276,Professor,cm336,cm336,Courtney Maum
2/4/1969,Criminology & Justice Studies,94243,Professor,cm913,cm913,Chris MacLellan
7/2/1970,Materials Science and Engineering,92234,Professor,cm957,cm957,Celeste Marin
3/7/1988,History,87201,Professor,cma24,cma24,Cathleen Albertson
1/7/1964,English & Philosophy,108689,Professor,cma88,cma88,Carissa Anthony
4/10/1950,Mechanical Engineering and Mechanics,95164,Finance Coordinator,cma90,cma90,Cara Anthony
11/11/1982,Electrical and Computer Engineering,45814,Receptionist/Scheduler,cmb56,cmb56,Catheryn Begay
2/28/1958,Global Studies and Modern Languages,105243,Payroll Administrator,cmb83,cmb83,Christine Bohnet
5/27/1961,Communication,83580,Payroll Administrator,cmc96,cmc96,Charles Crosby
4/4/1980,Sociology,101175,Payroll Administrator,cmc97,cmc97,Christopher Crawford
8/24/1971,Mathematics,45119,Science Librarian,cmd39,cmd39,Carolina Davis
1/9/1986,Chemistry,104739,Professor,cmd54,cmd54,Christina Devereaux
12/18/1995,Criminology & Justice Studies,101042,Professor,cmd98,cmd98,Christine Davids
3/15/1950,History,82913,Professor,cmf662,cmf662,Christine Fiori
8/25/1988,Materials Science and Engineering,112668,Professor,cmh56,cmh56,Curtis Hall
1/22/1975,Electrical and Computer Engineering,101319,Program Coordinator,cmh87,cmh87,Christine Hoopes
12/5/1954,Biology,95257,Finance Coordinator,cmj48,cmj48,Carol Jacobs
3/22/1954,Engineering Leadership and Society,56232,Software Engineer,cmk56,cmk56,Christopher Kimble
3/9/1972,Psychological and Brain Sciences,96674,Professor,cmk82,cmk82,Cameron Kiosoglous
7/10/1995,Criminology & Justice Studies,104645,Professor,cml26,cml26,Christina Ludwig
7/14/1967,,64960,Drexel Central Coordinator,cmm32,cmm32,Christine Mason
10/9/1961,History,68986,Research Coordinator,cmn327,cmn327,Claudia Nolan
8/4/1962,Criminology & Justice Studies,104923,Professor,cmn38,cmn38,Catherine Nowak
11/25/1973,Criminology & Justice Studies,96356,Professor,cmn45,cmn45,Christine Nezu
1/8/1977,"""Biodiversity",91329,Professor,cmp65,cmp65,Curtis Pontz
1/9/1950,Mathematics,109152,Professor,cms19,cms19,Christopher Sales
7/25/1976,Chemistry,110236,Professor,cms70,cms70,Christopher Satullo
11/13/1975,"""Civil",101552,Professor,cmt25,cmt25,Christina Thomas
3/23/1985,Materials Science and Engineering,101379,Professor,cmt74,cmt74,Chris Totora
8/20/1965,Sociology,103356,Professor,cmv85,cmv85,Chris Vorndran
1/3/1973,"""Biodiversity",31479,Science Librarian,cmw323,cmw323,Charles Wade
8/16/1957,Materials Science and Engineering,101969,Professor,cmw89,cmw89,Chris Weyant
3/26/1967,History,103252,Professor,cmw99,cmw99,Cooper Wright
7/14/1988,Sociology,94679,Professor,cnb18,cnb18,Craig Bach
5/7/1977,Global Studies and Modern Languages,108321,Professor,cnh81,cnh81,Charles Haas
2/28/1979,Mathematics,89301,Professor,cns18,cns18,Chrystal Simms
5/21/1963,Global Studies and Modern Languages,85788,Professor,cns86,cns86,Chuck Sacco
11/25/1956,Mathematics,101738,Professor,con40,con40,Christina Nash
9/13/1961,Electrical and Computer Engineering,86353,Professor,cpf352,cpf352,Chris Finnin
2/12/1960,Engineering Leadership and Society,93751,Clinician,cpk701,cpk701,Christina Kocur
4/24/1976,Communication,107873,Professor,cpm60,cpm60,Craig McClure
8/17/1973,History,109063,Professor,cpn79,cpn79,Cassidy Novzen
12/10/1954,Biology,85113,Program Coordinator,cpr76,cpr76,Clyde Robinson
1/12/1971,Communication,65233,Accountant,cps50,cps50,Charlene Seller
1/12/1959,Physics,109405,Professor,cq636,cq636,Catherine Quay
6/24/1975,"""Civil",97309,Professor,cr101,cr101,Cheryl Renz
6/2/1966,Biology,98399,Professor,cr855,cr855,Catherine R
11/6/1992,Materials Science and Engineering,48421,Technician,crb24,crb24,Charles Brown
3/3/1977,Politics,87986,Professor,crb784,crb784,Christine Bailey
7/10/1991,Global Studies and Modern Languages,93602,Professor,crg70,crg70,Colin Green
4/9/1964,Mechanical Engineering and Mechanics,44238,Technician,crh38,crh38,Charles Heard
7/4/1977,"""Biodiversity",69836,Accountant,crh81,crh81,Colin Hendrickson
7/13/1972,Chemical and Biological Engineering,109620,Senior Advisor,crh88,crh88,Cameron Harvey
10/13/1972,Chemistry,100741,Professor,crk16,crk16,Chandrashekhar Kodali
10/2/1972,Physics,102939,Professor,crp28,crp28,Christopher Palo
7/3/1954,,74285,Financial Aid Officer,crp783,crp783,Cesar Phillips
3/12/1972,Electrical and Computer Engineering,98773,Senior Advisor,crr14,crr14,Craig Ragin
9/22/1978,"""Biodiversity",97899,Professor,crr454,crr454,Cynthia Rickards
1/2/1981,,41091,Public Safety Officer,crr60,crr60,Clarence Rayner
6/12/1994,Biology,55104,Talent Acquistion Consultant,crr93,crr93,Christopher Ravenell
6/21/1965,Electrical and Computer Engineering,95264,Professor,crs11,crs11,Charles Sargent
11/13/1954,Criminology & Justice Studies,96269,Professor,cry433,cry433,Christopher Young
7/16/1960,Engineering Leadership and Society,88141,Professor,cs209,cs209,Constantinos Syropoulos
1/3/1994,Communication,110471,Professor,cs834,cs834,Clare Sauro
5/23/1981,Engineering Leadership and Society,83342,Professor,csc68,csc68,Carlo Ciliberti
2/11/1978,Sociology,92797,Professor,csf637,csf637,Cara Fantini
10/2/1953,Chemical and Biological Engineering,102567,Professor,csg99,csg99,Colin Gordon
8/9/1964,Mechanical Engineering and Mechanics,91461,Clinician,csh38,csh38,Carrie Hise
6/5/1986,Biology,93510,Professor,csh45,csh45,Chelsea Hogue
7/26/1975,Chemistry,108505,Professor,csi17,csi17,Charles II
12/10/1983,Mechanical Engineering and Mechanics,84266,Adjunct Instructor,csm805,csm805,Conrad Moret
5/13/1953,Criminology & Justice Studies,92061,Professor,csp85,csp85,Charles Pierce
9/9/1953,Mechanical Engineering and Mechanics,58642,Designer,csr71,csr71,Christa Riddle
12/23/1973,History,105832,Professor,css11,css11,Charles Smith
7/25/1963,History,83384,Professor,ctg48,ctg48,Christopher Gaffney
11/1/1994,"""Civil",70571,Research Coordinator,cth13,cth13,Charles Hillian
12/22/1980,Global Studies and Modern Languages,93201,Clinician,cth60,cth60,Curtis Higgins
12/9/1978,Engineering Leadership and Society,108806,Professor,ctj942,ctj942,Caitlyn Jencarelli
5/24/1989,"""Civil",59562,Systems Analyst,ctl211,ctl211,Clifford Lesueur
8/25/1986,Sociology,146589,Deputy Director,ctl58,ctl58,Carlos Lam
6/14/1979,Criminology & Justice Studies,95726,Professor,ctn39,ctn39,Christopher Nielson
8/4/1980,,28361,Public Safety Officer,ctt177,ctt177,Cheri Thurston
5/16/1968,History,99526,Professor,ctw957,ctw957,Chris Wyche
7/17/1964,Engineering Leadership and Society,45037,Event Services Specialist,cvb33,cvb33,Carmella Baxley
3/3/1972,Politics,106350,Professor,cvc136,cvc136,Christopher Cerrone
10/21/1966,Materials Science and Engineering,32338,Science Librarian,cvk94,cvk94,Cecilia Kepler
8/27/1963,Electrical and Computer Engineering,89043,Payroll Administrator,cvs38,cvs38,Carole Santmyer
6/16/1975,Mechanical Engineering and Mechanics,87175,Professor,cw101,cw101,Chen-Yi Wu
10/16/1986,English & Philosophy,96761,Professor,cw135,cw135,Chen Wang
1/19/1970,Engineering Leadership and Society,95454,Professor,cw706,cw706,Chihiro Williams
11/16/1961,English & Philosophy,100199,Professor,cw983,cw983,Cheng Wang
9/13/1965,Physics,48837,Learning Specialist,cwb19,cwb19,Carolyn Bennett
6/3/1994,Politics,102124,Professor,cwc93,cwc93,Charles Cook
9/5/1951,Electrical and Computer Engineering,100797,Professor,cwd87,cwd87,Christopher Dailey
10/6/1979,History,37217,Science Librarian,cwm74,cwm74,Clay Matthew
4/10/1970,Electrical and Computer Engineering,98790,Professor,cwp57,cwp57,Christopher Peters
11/27/1950,Physics,82470,Professor,cys973,cys973,Chava Spivak-Birndorf
4/4/1981,"""Civil",95733,Professor,da423,da423,Daniel Albert
4/8/1986,Psychological and Brain Sciences,107377,Professor,da905,da905,Drew Anderson
7/1/1964,Mechanical Engineering and Mechanics,99731,Professor,daa42,daa42,David Appelbaum
6/8/1995,Chemistry,97154,Professor,dab321,dab321,David Becher
4/4/1972,Physics,110385,Professor,dab79,dab79,David Beker
2/3/1957,Physics,101896,Professor,dac49,dac49,Dinita Clark
12/6/1979,Physics,82701,Professor,dac54,dac54,David Caldwell
8/17/1970,,74238,Financial Aid Officer,dac64,dac64,David Cass
7/22/1982,Criminology & Justice Studies,107362,Senior Advisor,dad62,dad62,Dorthy Dubie
1/9/1961,Physics,96343,Professor,dad81,dad81,Danielle Devine
10/23/1989,Engineering Leadership and Society,91248,Professor,dad96,dad96,Darian Davis
9/25/1959,Communication,100177,Professor,dag27,dag27,Daniel Green
7/17/1951,English & Philosophy,106825,Professor,dag58,dag58,Deborah Garwood
12/1/1991,Chemical and Biological Engineering,93147,Professor,dag722,dag722,Derek Gillman
3/28/1953,Chemistry,85899,Professor,dai21,dai21,Debra Isaac
5/10/1990,"""Civil",109139,Professor,dai66,dai66,Darby Irrgang
5/27/1969,"""Civil",101307,Professor,dak398,dak398,Danielle Kreeger
11/8/1979,History,105566,Professor,dal47,dal47,Debbie Lobel
9/13/1965,"""Biodiversity",59051,Human Resources,dam26,dam26,Delbert Moore
9/10/1963,Communication,88371,Professor,dam74,dam74,Dave Mauriello
8/21/1952,Politics,105666,Professor,dam80,dam80,Debbie McGrody
4/7/1965,"""Civil",83639,Professor,dar70,dar70,Donald Riggs
6/19/1968,Criminology & Justice Studies,97406,Professor,dar93,dar93,Daniel Ripperger-Suhler
4/28/1961,,38025,Janitor,das11,das11,Donald Sammons
5/25/1951,"""Biodiversity",105590,Professor,das222,das222,David Schwartz
3/23/1977,Electrical and Computer Engineering,94498,Professor,das37,das37,Doreen Saar
12/5/1992,English & Philosophy,68733,Administrative Coordinator,daw74,daw74,Dewayne Walters
4/9/1987,Chemical and Biological Engineering,85149,Professor,db352,db352,Darielle Brown-Davis
11/14/1964,Mathematics,94789,Professor,db658,db658,Divya Bhargava
6/4/1978,Engineering Leadership and Society,95588,Professor,db714,db714,Diane Botson
9/2/1984,Sociology,93444,Professor,db976,db976,Debjani Bhattacharyya
9/11/1976,"""Biodiversity",84231,Payroll Administrator,dbc19,dbc19,Dave Creekmore
3/7/1956,Global Studies and Modern Languages,108815,Professor,dbf60,dbf60,David Ferron
8/21/1984,Materials Science and Engineering,42967,Science Librarian,dbh23,dbh23,Daniel Harris
8/8/1984,English & Philosophy,103503,Professor,dbk35,dbk35,David Kurz
9/5/1982,Communication,160388,Program Director,dbl73,dbl73,Daniel Lyons
8/22/1995,Sociology,99440,Professor,dbn28,dbn28,Daniel Newman
6/7/1966,Psychological and Brain Sciences,109069,Professor,dc829,dc829,Daniel Carvente
6/26/1962,Chemical and Biological Engineering,97734,Professor,dcc37,dcc37,DC Claassen
7/12/1951,Engineering Leadership and Society,108933,Professor,dcd495,dcd495,Dana D'Angelo
10/27/1992,Chemical and Biological Engineering,104376,Program Coordinator,dcg12,dcg12,Dana Gagne
8/2/1962,Psychological and Brain Sciences,46561,Science Librarian,dcg21,dcg21,Daniel Greene
6/1/1954,Criminology & Justice Studies,103589,Professor,dck31,dck31,Dana Kemery
6/2/1974,Mechanical Engineering and Mechanics,90100,Professor,dcl85,dcl85,Daniela Livingston
8/6/1955,Chemistry,109339,Adjunct Instructor,dcm38,dcm38,Dennis Macqueen
1/1/1977,Criminology & Justice Studies,89941,Research Manager,dcr396,dcr396,Deborah Rees
1/12/1978,Engineering Leadership and Society,61735,Psychologist,dcs24,dcs24,Deane Sadler
10/19/1987,History,31509,Technician,dcs65,dcs65,Darby Sturm
10/12/1976,Engineering Leadership and Society,61769,Designer,dct953,dct953,David Tenaglia
1/22/1985,Mathematics,86711,Professor,dcw38,dcw38,Dane Ward
12/18/1954,Electrical and Computer Engineering,98828,Program Coordinator,dcw619,dcw619,Deborah Webb
4/3/1957,Chemical and Biological Engineering,86130,Professor,dcw84,dcw84,David Wilson
5/24/1991,Communication,93575,Professor,dd217,dd217,Daniel Dorn
7/7/1978,Politics,91475,Professor,dd397,dd397,Dan Dai
2/9/1964,Politics,111955,Professor,dda427,dda427,Dominic Adams
1/8/1974,,62718,Financial Aid Officer,dda52,dda52,Denise Atwood
8/15/1989,,67945,Financial Aid Officer,ddb496,ddb496,Derrick Benitez
4/26/1963,English & Philosophy,112498,Professor,ddd17,ddd17,Diane DePew
3/4/1964,"""Civil",112066,Professor,ddh24,ddh24,Deanna Hill
11/28/1983,"""Biodiversity",42212,Event Services Specialist,ddj56,ddj56,Drew Joseph
4/3/1972,"""Civil",107028,Professor,dds19,dds19,Dario Salvucci
12/7/1963,Sociology,106354,Professor,de541,de541,Debbie Egel
2/22/1960,History,84493,Professor,de583,de583,Daryl Evans
5/11/1986,Biology,104900,Professor,dea15,dea15,Denise Agosto
3/2/1956,Politics,87936,Professor,deb21,deb21,David Breen
10/28/1960,Electrical and Computer Engineering,83698,Professor,deb254,deb254,Daniel Brown
8/6/1963,Physics,85015,Professor,dec84,dec84,Daniel Coslett
5/12/1995,Criminology & Justice Studies,92279,Professor,def48,def48,Daniel Freeman
6/8/1982,Criminology & Justice Studies,69779,Accountant,deh77,deh77,Donna Hughes
10/24/1950,Chemistry,107268,Professor,dek91,dek91,Daniel Korschun
6/2/1992,,39226,Janitor,del12,del12,Darryl Lake
3/18/1976,Chemistry,101231,Professor,del206,del206,Donald Leake
3/21/1988,Chemistry,109825,Professor,dem68,dem68,Dara McDowell
3/10/1972,Sociology,82965,Professor,den24,den24,Dagmar Niebur
2/23/1958,Mechanical Engineering and Mechanics,39959,Learning Specialist,det12,det12,Donald Thompson
7/5/1957,Physics,82011,Professor,df132,df132,Daniel Featherston
2/13/1988,Electrical and Computer Engineering,82782,Professor,df325,df325,David Ferrero
5/10/1989,Politics,100961,Professor,df699,df699,Dimitrios Fafalis
6/25/1955,Politics,46118,Learning Specialist,dff40,dff40,Dalton Foote
7/6/1972,Mathematics,96526,Professor,dfg69,dfg69,Dominic Gullo
1/16/1974,Mathematics,104561,Research Professor,dfh542,dfh542,Deborah Holmes
11/15/1964,Chemistry,88069,Professor,dfs30,dfs30,Diana Sandberg
1/1/1962,Politics,104833,Professor,dg702,dg702,Darij Grinberg
11/1/1955,Electrical and Computer Engineering,110080,Professor,dg788,dg788,David Gefen
5/5/1966,Materials Science and Engineering,47959,Receptionist/Scheduler,dgb36,dgb36,Dennis Baron
9/14/1991,"""Biodiversity",105945,Professor,dgb53,dgb53,Dorothy Bose
10/12/1971,Chemistry,99125,Professor,dgb61,dgb61,Douglas Bailey
10/27/1956,English & Philosophy,96753,Professor,dgf24,dgf24,Donald Fehlinger
10/21/1974,Psychological and Brain Sciences,46963,Reference Librarian,dgn62,dgn62,David Nebarez
10/4/1967,Global Studies and Modern Languages,98583,Clinician,dgp98,dgp98,Diana Pasey
12/26/1971,,45338,Public Safety Officer,dgr89,dgr89,Dustin Ross
2/2/1959,Mechanical Engineering and Mechanics,91157,Professor,dh748,dh748,David Hood
9/11/1978,English & Philosophy,86689,Professor,dha53,dha53,David Appleton
11/25/1977,Sociology,95606,Professor,dha78,dha78,Dave Augenblick
7/24/1969,,61807,Financial Aid Officer,dhc31,dhc31,David Curtis
3/1/1952,Biology,87074,Professor,dhf68,dhf68,Dennis Fortune
12/12/1959,English & Philosophy,105613,Professor,dhf85,dhf85,David Flood
8/18/1981,Materials Science and Engineering,103991,Professor,dhl51,dhl51,Debra Lockhart
12/10/1973,Chemical and Biological Engineering,97161,Professor,dhm42,dhm42,Deirdre McMahon
1/28/1957,,53875,Drexel Central Coordinator,dhm96,dhm96,Doris Matthews
7/26/1966,Biology,58934,Software Engineer,dib89,dib89,Dorothy Beck
10/25/1995,Communication,56766,Human Resources,dic841,dic841,Donna Ceaser
6/19/1971,Mechanical Engineering and Mechanics,112171,Professor,dj455,dj455,Dave Jervis
12/27/1993,Psychological and Brain Sciences,92690,Professor,djb21,djb21,Destiny Bugg
2/25/1962,"""Biodiversity",85175,Professor,djb31,djb31,Donald Barrett
7/26/1968,Materials Science and Engineering,94388,Research Manager,djb42,djb42,Donna Brown
6/9/1958,English & Philosophy,110236,Professor,djb52,djb52,Daniel Barrera
2/25/1995,Global Studies and Modern Languages,106698,Professor,djc924,djc924,Dan Casey
8/21/1980,Sociology,98986,Professor,djc94,djc94,David Comroe
4/20/1950,Communication,93348,Professor,djd216,djd216,DJ Dodd
6/16/1993,Biology,28831,Learning Specialist,djf11,djf11,Daniel Friedly
2/14/1990,History,94736,Professor,djf26,djf26,David Flynn
10/9/1955,Chemistry,94236,Professor,djg30,djg30,David Greenberg
9/19/1982,Politics,68412,Accountant,djh55,djh55,David Harris
8/24/1964,Global Studies and Modern Languages,92947,Adjunct Instructor,djh82,djh82,Daniel Harvey
2/2/1950,"""Biodiversity",103439,Program Coordinator,dji44,dji44,Dan Ivy
7/23/1960,Electrical and Computer Engineering,109499,Professor,djk461,djk461,Darshan Kulkarni
7/7/1962,Chemistry,90017,Program Coordinator,djl72,djl72,Dave Long
10/21/1962,Global Studies and Modern Languages,109541,Professor,djm224,djm224,Dominic Monte
1/15/1961,Sociology,82019,Professor,djm33,djm33,Dominick Macaluso
8/20/1993,Chemical and Biological Engineering,68420,Human Resources,djm47,djm47,David Mecham
11/19/1991,"""Biodiversity",93506,Professor,djm71,djm71,Dara Meredith
4/16/1959,Criminology & Justice Studies,93613,Finance Coordinator,djm89,djm89,Donna Martinez
6/2/1995,Physics,59835,Human Resources,djp86,djp86,Diana Papik
5/2/1968,,47982,Janitor,djp89,djp89,Daniel Pendarvis
4/12/1993,"""Civil",90467,Professor,djp93,djp93,Domenic Pisano
5/10/1995,Engineering Leadership and Society,61741,Accountant,djs76,djs76,Diane Sullivan
7/16/1979,Materials Science and Engineering,54205,Designer,djs93,djs93,Donald Simpson
1/24/1973,"""Biodiversity",100500,Department Head,djv23,djv23,David Velinsky
7/26/1960,"""Civil",93070,Professor,djv631,djv631,David Velinsky
11/13/1993,History,42315,Event Services Specialist,djw241,djw241,Daniel Wiglesworth
5/26/1990,Mechanical Engineering and Mechanics,96225,Professor,dk553,dk553,Daniel King
4/12/1961,Criminology & Justice Studies,97684,Program Coordinator,dkh41,dkh41,Deborah Hart
2/22/1963,"""Biodiversity",88693,Professor,dkh583,dkh583,David Han
12/21/1966,Criminology & Justice Studies,89388,Professor,dkw95,dkw95,Darren Woodland
7/16/1956,Criminology & Justice Studies,100803,Professor,dl306,dl306,Daniel Lazar
5/23/1952,Criminology & Justice Studies,108585,Professor,dlc44,dlc44,Daniel Cevallos
10/2/1968,Materials Science and Engineering,94137,Professor,dlf56,dlf56,Diane Frisco
3/9/1995,"""Civil",94241,Professor,dlf906,dlf906,Daryl Falco
9/19/1966,"""Biodiversity",91911,Professor,dlm19,dlm19,Donald McEachron
8/11/1992,Chemical and Biological Engineering,91215,Professor,dlm68,dlm68,David Miller
11/5/1976,Biology,101084,Professor,dlm798,dlm798,Damaris Mercado
2/17/1994,Engineering Leadership and Society,95759,Program Coordinator,dlp81,dlp81,Dorothy Ponce
9/17/1991,Politics,100819,Professor,dlr20,dlr20,Donna Rondolone
4/17/1970,Sociology,101725,Professor,dlr52,dlr52,Debra Ramirez
9/2/1972,Global Studies and Modern Languages,89332,Professor,dls55,dls55,Delia Solomons
7/27/1987,Physics,99072,Professor,dls96,dls96,Deanna Schaffer
9/26/1980,,55406,Drexel Central Coordinator,dlv17,dlv17,Desire Vanwinkle
1/28/1971,Communication,105834,Professor,dlw20,dlw20,David White
3/11/1982,Global Studies and Modern Languages,101006,Professor,dm182,dm182,Danette Morrison
11/10/1986,Electrical and Computer Engineering,101500,Professor,dm561,dm561,Dali Ma
5/14/1972,Physics,86001,Professor,dm712,dm712,Dawn Morningstar
9/23/1990,Communication,98258,Professor,dm795,dm795,David Murray
2/13/1973,Global Studies and Modern Languages,101307,Professor,dma72,dma72,David Ambrose
8/9/1963,Biology,101686,Professor,dmb71,dmb71,Danny Benevento
1/9/1980,Engineering Leadership and Society,48710,Science Librarian,dmc36,dmc36,David Cruz
8/29/1955,Not Applicable,155000,Dean,dmd33,dmd33,Donna de Carolis
5/18/1993,Engineering Leadership and Society,83270,Professor,dme317,dme317,Dalia El-Sherif
5/10/1958,Not Applicable,133290,Dean,dmf24,dmf24,Daniel Filler
10/21/1991,Mechanical Engineering and Mechanics,112514,Professor,dmf55,dmf55,Daniel Faigus
9/28/1951,Engineering Leadership and Society,87621,Professor,dmf62,dmf62,Donna Fahey
5/20/1965,History,84341,Clinician,dmf77,dmf77,Dorothy Ferris
11/10/1975,Mechanical Engineering and Mechanics,106409,Professor,dmg19,dmg19,David Goldberg
5/15/1951,Communication,103902,Payroll Administrator,dmg403,dmg403,Delia Griffiths
12/16/1964,Physics,112278,Professor,dmg72,dmg72,Danie Greenwell
12/4/1967,Mechanical Engineering and Mechanics,96780,Professor,dmg80,dmg80,Dennis Gallagher
2/25/1984,Mathematics,111763,Professor,dmh371,dmh371,Dave Haendler
4/14/1982,Communication,91346,Clinician,dmh59,dmh59,Deborah Hernandez
6/22/1960,"""Civil",88311,Professor,dmh662,dmh662,Donald Haring
6/16/1959,Engineering Leadership and Society,84611,Professor,dmj24,dmj24,Denise Jones
8/23/1991,Psychological and Brain Sciences,83848,Professor,dmj535,dmj535,Don Jones
1/2/1983,History,95197,Adjunct Instructor,dmj86,dmj86,Dolores Jones
11/15/1966,,40169,Janitor,dml233,dml233,Dan London
2/2/1961,Psychological and Brain Sciences,83371,Professor,dml49,dml49,Danielle Lewis
12/24/1963,Communication,92676,Professor,dmm76,dmm76,Daniel Massuto
6/25/1965,Electrical and Computer Engineering,97404,Professor,dmo839,dmo839,Daniel Ogunkunle
4/23/1952,Sociology,68606,Software Engineer,dmp582,dmp582,Dorothy Patch
6/19/1953,Chemistry,100144,Professor,dmr88,dmr88,Diana Rossi
4/26/1982,Electrical and Computer Engineering,98109,Payroll Administrator,dmr90,dmr90,Don Randall
10/12/1990,Sociology,104722,Professor,dms18,dms18,Dustin Selvaggio
10/5/1983,Criminology & Justice Studies,97041,Professor,dms22,dms22,David Smith
4/4/1981,Physics,89908,Professor,dms284,dms284,Daniel Spratlan
4/18/1993,Global Studies and Modern Languages,95632,Research Professor,dms45,dms45,Damien Scott
7/25/1988,Communication,112153,Professor,dms70,dms70,Diane Sicotte
9/15/1954,Materials Science and Engineering,94890,Professor,dmt87,dmt87,David Trimber
11/11/1965,Criminology & Justice Studies,109057,Program Coordinator,dmw40,dmw40,Donald Woods
9/4/1981,"""Civil",58368,Psychologist,dnc27,dnc27,Dixie Carmona
11/8/1988,"""Civil",88045,Professor,dnl68,dnl68,Dmitri LaBelle
4/5/1950,Politics,60389,Academic Advisor,dnp45,dnp45,Dave Phillips
4/17/1974,Mechanical Engineering and Mechanics,94875,Payroll Administrator,dnt53,dnt53,Derek Trujillo
1/10/1987,Communication,31928,Science Librarian,dnv97,dnv97,Donald Vazquez
8/12/1992,Criminology & Justice Studies,90577,Professor,doo47,doo47,Daryl Omire-Mayor
11/12/1977,Global Studies and Modern Languages,83725,Professor,dp303,dp303,Deborah Parsram
2/2/1968,"""Biodiversity",104971,Professor,dp401,dp401,Daria Popova
7/24/1963,"""Biodiversity",86404,Professor,dp511,dp511,Dacia Paje'
7/1/1969,Criminology & Justice Studies,101700,Professor,dp583,dp583,Dimitri Papadopoulos
1/27/1969,Global Studies and Modern Languages,92045,Professor,dp699,dp699,Daniel Pyda
7/24/1963,Chemistry,87036,Professor,dpd52,dpd52,David Deneen
10/13/1976,History,112102,Professor,dpg678,dpg678,Dolores Guizar
12/8/1979,History,175968,Executive Director,dph983,dph983,Donna Huber
5/11/1958,Sociology,98323,Senior Advisor,dpm85,dpm85,Duane Middleton
4/21/1978,Politics,104602,Professor,dpr83,dpr83,Dan Rose
10/12/1975,Politics,103022,Professor,dps23,dps23,Dahlia Stott
3/6/1973,Physics,92858,Professor,dpt90,dpt90,Daniel Touey
2/28/1955,Chemistry,86239,Professor,dr498,dr498,Debra Ruben
1/3/1994,,49197,Janitor,dra71,dra71,Dennis Avant
4/23/1972,Global Studies and Modern Languages,91895,Senior Advisor,drb33,drb33,David Brown
10/9/1957,Chemical and Biological Engineering,96578,Professor,drb66,drb66,Darryl Brown
8/14/1955,History,93081,Professor,drc206,drc206,Dorothy Charbonnier
1/11/1952,,68737,Drexel Central Coordinator,drg28,drg28,David Green
4/15/1968,Mathematics,85340,Professor,drh107,drh107,David Hoffman
11/17/1952,Materials Science and Engineering,43593,Technician,drk91,drk91,Donna Klein
2/1/1969,Chemical and Biological Engineering,69804,Administrative Coordinator,drl20,drl20,Doris Lewis
10/19/1970,Biology,98844,Professor,drm12,drm12,Dan Morris
3/23/1951,English & Philosophy,97822,Professor,drm754,drm754,Duncan McIntosh
4/16/1965,,65252,Financial Aid Officer,dro407,dro407,David Okajima
4/28/1981,Sociology,97380,Professor,drs17,drs17,Don Simon
11/22/1991,Mechanical Engineering and Mechanics,84752,Professor,drt94,drt94,Dylan Thompson-Sevcik
7/6/1970,Sociology,111192,Professor,drw313,drw313,Denise Wolf
7/8/1952,History,70851,Administrative Coordinator,drw53,drw53,Delois Wang
11/3/1986,"""Biodiversity",82228,Professor,ds385,ds385,Damian Salas
11/5/1968,Electrical and Computer Engineering,91271,Professor,ds517,ds517,Dixie Schexnaildre
1/14/1952,Physics,101780,Professor,ds597,ds597,Deeptha Sukumar
11/6/1980,English & Philosophy,43397,Event Services Specialist,dsb29,dsb29,Danny Blechinger
3/8/1957,Mathematics,60511,Psychologist,dsb68,dsb68,Danita Baumgardner
6/15/1951,Not Applicable,130600,Dean,dsb93,dsb93,David Brown
6/10/1977,Mathematics,99340,Professor,dsd67,dsd67,David DeMatteo
7/5/1967,Mechanical Engineering and Mechanics,41446,Learning Specialist,dsh10,dsh10,Debra Hernandez
3/24/1982,Politics,98368,Professor,dsm70,dsm70,Dionicio Martinez
1/18/1963,Global Studies and Modern Languages,104283,Professor,dsn14,dsn14,Dee Nicholas
9/19/1994,History,107087,Professor,dss858,dss858,David Seltzer
8/27/1951,Biology,82564,Professor,dsv988,dsv988,Domenica Vinci-Finocchiaro
12/24/1980,"""Biodiversity",90940,Professor,dt768,dt768,Daniel Tzabbar
10/13/1959,Chemistry,27504,Technician,dtb24,dtb24,Debbie Burr
3/22/1974,Physics,97973,Professor,dtf927,dtf927,Dustin Fry
12/16/1954,Chemical and Biological Engineering,108621,Payroll Administrator,dtl20,dtl20,Deborah Leone
10/21/1984,Physics,71777,Psychologist,dtr24,dtr24,David Robinson
5/20/1990,Materials Science and Engineering,109388,Finance Coordinator,dts30,dts30,Dale Snyder
1/4/1963,Engineering Leadership and Society,104008,Professor,dts41,dts41,Donna Spicer
12/18/1989,Criminology & Justice Studies,90955,Professor,dv647,dv647,Dimitra Vista
1/19/1952,Materials Science and Engineering,83804,Professor,dvm16,dvm16,Dana Mitchell
12/13/1994,Criminology & Justice Studies,89302,Research Professor,dvm77,dvm77,David Mcculley
2/3/1953,Politics,110505,Professor,dvp56,dvp56,Douglas Porpora
