date_of_birth,living_address,is_communter,email,student_program_type,phone,home_address,majors,minors,annual_financial_aid_award,outstanding_balances,drexel_id,drexel_id,drexel_id,drexel_id,full_name
4/28/2002,"""3200 Race Street Philadelphia",0,cag85@drexel.edu,Undergraduate,939-238-6591,"""3200 Race Street Philadelphia",Bachelor of Science in Hospitality Management in Hospitality Management,,16200.0,0.0,cag85,cag85,cag85,cag85,Carmen Allison Gregory
6/13/2002,2515 60th Avenue,0,cah667@drexel.edu,Undergraduate,433-612-6234,2515 60th Avenue,Bachelor of Arts in History,Minor in DragonsTeach Middle Years Certification Minor,20000.0,0.0,cah667,cah667,cah667,cah667,Chris Angelina Hodges
2/18/2003,10826 Pointe Royal Drive,0,cah98@drexel.edu,Graduate,572-996-3781,10826 Pointe Royal Drive,Master of Science in Public Policy,,16200.0,34.96,cah98,cah98,cah98,cah98,Clarence Andre Holland
10/8/2004,3827 West Chapman Avenue,0,caj14@drexel.edu,Undergraduate,949-451-6786,3827 West Chapman Avenue,Bachelor of Arts in Philosophy,Minor in Communication,18600.0,0.0,caj14,caj14,caj14,caj14,Chris Arthur Jones
12/8/2003,"""3175 John F Kennedy Boulevard Philadelphia",0,caj28@drexel.edu,Undergraduate,555-676-8037,"""3175 John F Kennedy Boulevard Philadelphia",Bachelor of Science in Screenwriting and Playwriting,Minor in Geoscience,20000.0,0.0,caj28,caj28,caj28,caj28,Cassi Angela Johnson
1/12/2004,"""3400 Lancaster Avenue Philadelphia",0,caj89@drexel.edu,Undergraduate,206-625-4225,"""3400 Lancaster Avenue Philadelphia",Bachelor of Science in Electrical Engineering in Electrical Engineering,Minor in Engineering Management,20000.0,0.0,caj89,caj89,caj89,caj89,Christeen Ashton Johnson
10/26/2004,461 Alder Street,0,cak842@drexel.edu,Graduate,485-679-5207,461 Alder Street,Doctor of Nursing Practice in Nurse Anesthesia,,18600.0,0.0,cak842,cak842,cak842,cak842,Cinda Addie Kellogg
11/15/2004,210 Beachcomber Drive,0,cam124@drexel.edu,Undergraduate,502-350-9698,210 Beachcomber Drive,Doctor in Couple and Family Therapy in Couple and Family Therapy,,16200.0,18.26,cam124,cam124,cam124,cam124,Chad Antonio Mouton
7/18/2000,2409 Park Street,0,cam42@drexel.edu,Graduate,791-318-8168,2409 Park Street,Master of Science in Addictions Counseling,Minor in Biochemistry,20000.0,0.0,cam42,cam42,cam42,cam42,Claudia Andria Morales
7/26/2002,"""115 N. 32nd Street Philadelphia",0,cam86@drexel.edu,Undergraduate,875-400-5340,"""115 N. 32nd Street Philadelphia",Bachelor of Science in Materials Science and Engineering in Materials Science and Engineering,,16200.0,0.0,cam86,cam86,cam86,cam86,Charla Anita Mcguire
1/4/2003,"""3301 Arch Street Philadelphia",0,cam94@drexel.edu,Undergraduate,675-940-7856,"""3301 Arch Street Philadelphia",Bachelor of Science in Chemistry,Minor in Exercise Science,20000.0,0.0,cam94,cam94,cam94,cam94,Clayton Andrew Mileski
1/16/2000,20375 Wisteria Street,0,cam99@drexel.edu,Undergraduate,564-618-2886,20375 Wisteria Street,Bachelor of Science in Nutrition and Foods,,16200.0,79.22,cam99,cam99,cam99,cam99,Catherine Alexandra Moon
1/19/2003,145 Grau Drive,0,cao615@drexel.edu,Graduate,601-315-9397,145 Grau Drive,"Master of Science in Science, Technology, and Society",,18600.0,58.73,cao615,cao615,cao615,cao615,Christina Alicia Okeefe
5/12/2000,2835 Jed Road,0,cap30@drexel.edu,Undergraduate,258-925-8777,2835 Jed Road,Bachelor of Science in Materials Science and Engineering in Materials Science and Engineering,,16200.0,93.63,cap30,cap30,cap30,cap30,Charlie Alexander Peterson
6/8/1999,15267 Hesperian Boulevard,0,cap43@drexel.edu,Graduate,662-495-3485,15267 Hesperian Boulevard,Doctor of Philosophy in Materials Science and Engineering,Minor in Mechanical Engineering and Mechanics,16200.0,0.0,cap43,cap43,cap43,cap43,Charles Alfredo Price
10/25/1999,619 Colusa Avenue,0,cap64@drexel.edu,Undergraduate,370-707-7356,619 Colusa Avenue,Bachelor of Science in Engineering in Engineering,Minor in Engineering Leadership,16200.0,0.0,cap64,cap64,cap64,cap64,Charles Antonio Paddick
9/12/1999,7573 National Drive,0,cas10@drexel.edu,Undergraduate,276-833-9358,7573 National Drive,Bachelor of Science in Engineering in Engineering,Minor in Addictions Counseling,20000.0,47.2,cas10,cas10,cas10,cas10,Carl Alfonso Strong
9/1/2003,20370 California 116,0,cas124@drexel.edu,Undergraduate,882-518-6717,20370 California 116,Bachelor of Arts in Communication,,20000.0,0.0,cas124,cas124,cas124,cas124,Christina Alice Stillwagon
2/13/2004,"""3400 Lancaster Avenue Philadelphia",0,cas406@drexel.edu,Undergraduate,443-440-9371,"""3400 Lancaster Avenue Philadelphia",Bachelor of Science in Custom-Designed Major,Minor in Law,18600.0,0.0,cas406,cas406,cas406,cas406,Chad Alvin Schmidt
8/21/2000,32512 Christine Drive,0,cas71@drexel.edu,Graduate,577-983-4373,32512 Christine Drive,Master of Science in Economics &amp; Computer Science in Economics and Computer Science,Minor in Software Engineering,20000.0,0.0,cas71,cas71,cas71,cas71,Caroline Annette Sawyer
7/6/2002,9300 C Street,0,cat10@drexel.edu,Undergraduate,239-145-7358,9300 C Street,Bachelor of Arts in Entrepreneurship and Innovation,,18600.0,0.0,cat10,cat10,cat10,cat10,Cletus Adrian Tillman
7/27/2003,725 65th Street,0,cat508@drexel.edu,Undergraduate,406-770-6635,725 65th Street,Bachelor of Science in Mathematics,,20000.0,20.56,cat508,cat508,cat508,cat508,Cindy April Thomas
6/13/1999,840 Inglewood Drive,0,cav32@drexel.edu,Undergraduate,417-302-3621,840 Inglewood Drive,Bachelor of Arts in Chemistry,Minor in Real Estate Management and Development,20000.0,68.05,cav32,cav32,cav32,cav32,Cesar Angel Vo
11/2/2003,32532 Jean Drive,0,caw25@drexel.edu,Undergraduate,299-825-7059,32532 Jean Drive,Bachelor of Arts in Mathematics,Minor in Screenwriting,18600.0,0.0,caw25,caw25,caw25,caw25,Celia Amanda Whitehead
5/13/2000,31770 Alvarado Boulevard,0,caw37@drexel.edu,Undergraduate,754-188-6800,31770 Alvarado Boulevard,Bachelor of Architecture in Architecture,,18600.0,0.0,caw37,caw37,caw37,caw37,Charlotte Ann White
11/2/2000,125 John Street,0,caw58@drexel.edu,Undergraduate,417-945-8458,125 John Street,Bachelor of Science in Business Administration in Technology Innovation Management (co-major),,18600.0,0.0,caw58,caw58,caw58,caw58,Christopher Alexander Wilson
7/24/2003,1818 Bay Street,0,caw74@drexel.edu,Undergraduate,377-965-6103,1818 Bay Street,Bachelor of Science in Graphic Design,,16200.0,0.0,caw74,caw74,caw74,caw74,Cynthia Amanda Walker
4/13/2002,"""115 N. 32nd Street Philadelphia",0,cay63@drexel.edu,Undergraduate,498-927-7592,"""115 N. 32nd Street Philadelphia",Bachelor of Science in Architectural Studies,,18600.0,0.0,cay63,cay63,cay63,cay63,Charles Andy Young
11/17/2002,330 Michell Court,0,cbb676@drexel.edu,Graduate,438-287-9241,330 Michell Court,Master of Science in Creative Education and Entrepreneurship,Minor in Africana Studies,16200.0,0.0,cbb676,cbb676,cbb676,cbb676,Colin Brooks Bilodeau
11/10/1999,"""3400 Lancaster Avenue Philadelphia",0,cbb79@drexel.edu,Undergraduate,256-125-3610,"""3400 Lancaster Avenue Philadelphia",Bachelor of Science in Engineering Technology in Engineering Technology,,20000.0,0.0,cbb79,cbb79,cbb79,cbb79,Cheryl Barbara Bernstein
12/21/2000,36360 Beech Place,0,cbb83@drexel.edu,Graduate,857-245-1684,36360 Beech Place,Doctor of Medicine (MD) and Doctor of Philosophy in Medicine (MD) / PhD,Minor in Sociology,16200.0,0.0,cbb83,cbb83,cbb83,cbb83,Carol Betty Beach
2/22/2001,26466 Mockingbird Lane,0,cbc80@drexel.edu,Graduate,428-189-6806,26466 Mockingbird Lane,Doctor of Business Administration in Business Administration,Minor in Green Energy and Sustainability,18600.0,0.0,cbc80,cbc80,cbc80,cbc80,Concepcion Barbara Calleja
8/26/2001,"""3400 Lancaster Avenue Philadelphia",0,cbc90@drexel.edu,Undergraduate,655-578-2833,"""3400 Lancaster Avenue Philadelphia",Bachelor of Arts in Economics in Economic Analysis,,16200.0,0.0,cbc90,cbc90,cbc90,cbc90,Clark Brent Canpos
4/1/2003,222 Quince Street,0,cbe38@drexel.edu,Graduate,825-142-3118,222 Quince Street,Master of Public Health in Epidemiology,Minor in Security Technology,18600.0,26.94,cbe38,cbe38,cbe38,cbe38,Christopher Bernard Entrekin
7/22/2002,12156 Oslo Drive,0,cbf23@drexel.edu,Undergraduate,622-160-6924,12156 Oslo Drive,Bachelor of Science in Game Design & Production,Minor in Playwriting,18600.0,0.0,cbf23,cbf23,cbf23,cbf23,Casandra Barbara Floer
7/6/2000,7725 Ney Avenue,0,cbf84@drexel.edu,Undergraduate,380-774-1372,7725 Ney Avenue,Bachelor of Arts in Entrepreneurship & Innovation 3-year Option,,20000.0,0.0,cbf84,cbf84,cbf84,cbf84,Calvin Bryan Farmer
2/6/2002,5792 Owl Hill Avenue,0,cbg11@drexel.edu,Graduate,609-590-9519,5792 Owl Hill Avenue,Doctor of Philosophy in Chemistry,,16200.0,54.36,cbg11,cbg11,cbg11,cbg11,Crystal Betty Griffin
10/14/2001,6145 East Castro Valley Boulevard,0,cbg204@drexel.edu,Graduate,317-970-9893,6145 East Castro Valley Boulevard,Master of Business Administration in Business Administration,,16200.0,0.0,cbg204,cbg204,cbg204,cbg204,Cheryl Brianna Guzman
8/3/1999,2014 Clemens Road,0,cbg67@drexel.edu,Graduate,451-666-2879,2014 Clemens Road,Master of Engineering in Engineering,,16200.0,38.78,cbg67,cbg67,cbg67,cbg67,Christopher Bobbie Geddes
3/16/1999,20375 Wisteria Street,0,cbh10@drexel.edu,Graduate,477-765-8170,20375 Wisteria Street,Master of Health Administration in Health Administration,,20000.0,0.0,cbh10,cbh10,cbh10,cbh10,Cesar Ben Hogan
5/9/2001,"""223 N. 34th Street Philadelphia",0,cbh12@drexel.edu,Undergraduate,959-315-3585,"""223 N. 34th Street Philadelphia",Bachelor of Science in Chemistry,,20000.0,0.0,cbh12,cbh12,cbh12,cbh12,Charles Benjamin Hatch
2/15/2001,"""325 N. 15th Street Philadelphia",0,cbh331@drexel.edu,Undergraduate,902-593-4587,"""325 N. 15th Street Philadelphia",Bachelor of Science in Materials Science and Engineering in Materials Science and Engineering,,18600.0,0.0,cbh331,cbh331,cbh331,cbh331,Cornelius Brett Horrell
12/5/2001,39247 Sundale Drive,0,cbh347@drexel.edu,Graduate,740-776-1653,39247 Sundale Drive,Master of Science in Nanomaterials,,16200.0,0.0,cbh347,cbh347,cbh347,cbh347,Charles Benjamin Holstein
10/25/1999,"""325 N. 15th Street Philadelphia",0,cbh92@drexel.edu,Undergraduate,642-475-8361,"""325 N. 15th Street Philadelphia",Bachelor of Science in Game Design & Production,,18600.0,0.0,cbh92,cbh92,cbh92,cbh92,Charles Bobby Hicks
3/23/2000,32532 Jean Drive,0,cbj54@drexel.edu,Undergraduate,436-889-7519,32532 Jean Drive,Bachelor of Science in Health Services Administration,,16200.0,0.0,cbj54,cbj54,cbj54,cbj54,Chad Bradley James
9/5/2002,"""3200 Chestnut Street Philadelphia",0,cbl616@drexel.edu,Undergraduate,776-674-1508,"""3200 Chestnut Street Philadelphia",Bachelor of Science in Business Administration in Marketing,,16200.0,0.0,cbl616,cbl616,cbl616,cbl616,Cody Brandon Lee
5/10/1999,"""3301 Arch Street Philadelphia",0,cbm17@drexel.edu,Undergraduate,836-953-7454,"""3301 Arch Street Philadelphia",Bachelor of Science in Business Administration in International Business Co-Major,Minor in Animation and Visual Effects,18600.0,96.19,cbm17,cbm17,cbm17,cbm17,Connie Blondell Mcclung
4/6/2004,1314 89th Avenue,0,cbm48@drexel.edu,Undergraduate,387-532-4197,1314 89th Avenue,Bachelor of Science in Photography,Minor in Neuroscience,16200.0,0.0,cbm48,cbm48,cbm48,cbm48,Corey Bob Meadows
7/1/2003,10826 Pointe Royal Drive,0,cbm50@drexel.edu,Undergraduate,730-175-8010,10826 Pointe Royal Drive,Bachelor of Arts in Mathematics,,20000.0,0.0,cbm50,cbm50,cbm50,cbm50,Casey Brian Morales
5/8/2001,16303 Mateo Street,0,cbm91@drexel.edu,Graduate,543-106-8086,16303 Mateo Street,Master of Science in Immunology,,18600.0,0.0,cbm91,cbm91,cbm91,cbm91,Cameron Bruce Merrifield
11/3/1999,4770 Balboa Way,0,cbo37@drexel.edu,Undergraduate,680-246-2346,4770 Balboa Way,Bachelor of Science in Graphic Design,Minor in Public Health,16200.0,0.0,cbo37,cbo37,cbo37,cbo37,Carol Barbara Oneal
4/13/2003,238 La Salle Avenue,0,cbp21@drexel.edu,Graduate,835-563-4521,238 La Salle Avenue,Doctor of Philosophy in Epidemiology,,16200.0,0.54,cbp21,cbp21,cbp21,cbp21,Carla Bertha Paullin
12/26/2001,20375 Wisteria Street,0,cbp24@drexel.edu,Graduate,451-102-6871,20375 Wisteria Street,Master of Science in Environmental and Occupational Health Sciences,,16200.0,62.84,cbp24,cbp24,cbp24,cbp24,Claudia Beverly Pollard
6/24/2002,"""223 N. 34th Street Philadelphia",0,cbp30@drexel.edu,Undergraduate,210-768-1023,"""223 N. 34th Street Philadelphia",Bachelor of Science in Business Administration in Management Information Systems,,20000.0,61.8,cbp30,cbp30,cbp30,cbp30,Caren Brenda Palm
8/14/1999,"""3301 Arch Street Philadelphia",0,cbr168@drexel.edu,Undergraduate,927-780-8288,"""3301 Arch Street Philadelphia",Bachelor of Science in Graphic Design,,20000.0,70.04,cbr168,cbr168,cbr168,cbr168,Carolyn Betty Roy
4/25/2002,369 Ruth Avenue,0,cbr376@drexel.edu,Graduate,473-179-5850,369 Ruth Avenue,Master of Science in Food Science,,20000.0,50.91,cbr376,cbr376,cbr376,cbr376,Cherie Betty Racilis
10/1/2004,37600 Sycamore Street,0,cbr55@drexel.edu,Undergraduate,831-520-9567,37600 Sycamore Street,Bachelor of Science in Westphal Studies Program,,20000.0,0.0,cbr55,cbr55,cbr55,cbr55,Cynthia Beulah Runyon
12/22/2001,4253 San Juan Avenue,0,cbr58@drexel.edu,Graduate,632-235-3620,4253 San Juan Avenue,Master of Public Health in Urban Health,,20000.0,0.0,cbr58,cbr58,cbr58,cbr58,Cathi Beverly Reyna
7/23/1999,5725 Medallion Court,0,cbt10@drexel.edu,Undergraduate,629-543-1495,5725 Medallion Court,Bachelor of Arts in Communication,,16200.0,31.95,cbt10,cbt10,cbt10,cbt10,Cynthia Bunny Timmons
8/26/2001,42223 Edgewood Street,0,cbw29@drexel.edu,Graduate,920-163-5349,42223 Edgewood Street,Master of Laws in Health Care and Pharmaceutical Compliance (LLM) - Quarter Calendar,,20000.0,0.0,cbw29,cbw29,cbw29,cbw29,Craig Buddy West
8/20/1999,3 Carson Street,0,cbw47@drexel.edu,Undergraduate,807-224-9957,3 Carson Street,Bachelor of Science in Software Engineering in Software Engineering,,18600.0,0.0,cbw47,cbw47,cbw47,cbw47,Christopher Barry Wright
6/2/2004,10312 Parlett Place,0,cbw63@drexel.edu,Undergraduate,816-952-8923,10312 Parlett Place,Bachelor of Arts in Economics in Economic Analysis,,20000.0,0.0,cbw63,cbw63,cbw63,cbw63,Charlotte Brenda Weeks
4/20/1986,"""3320 Powelton Avenue Philadelphia",0,cbw84@drexel.edu,Undergraduate,734-803-5708,"""3320 Powelton Avenue Philadelphia",Bachelor of Science in Economics in Economics,,16200.0,72.92,cbw84,cbw84,cbw84,cbw84,Claude Bernard Wilcox
6/6/1999,22825 Paseo Place,0,cbz98@drexel.edu,Undergraduate,677-943-1053,22825 Paseo Place,Bachelor of Science in Electrical Engineering in Electrical Engineering,,16200.0,98.29,cbz98,cbz98,cbz98,cbz98,Christopher Billy Zenz
1/13/2000,25800 Industrial Boulevard,0,cca75@drexel.edu,Undergraduate,832-696-4265,25800 Industrial Boulevard,Bachelor of Science in Digital Media and Virtual Production,,20000.0,0.0,cca75,cca75,cca75,cca75,Carrie Christy Affolter
9/28/2002,"""3200 Chestnut Street Philadelphia",0,ccb30@drexel.edu,Undergraduate,467-530-4009,"""3200 Chestnut Street Philadelphia",Bachelor of Science in Civil Engineering in Civil Engineering,,18600.0,0.0,ccb30,ccb30,ccb30,ccb30,Clarence Christopher Bevens
5/8/2000,"""3200 Chestnut Street Philadelphia",0,ccb45@drexel.edu,Undergraduate,926-303-2622,"""3200 Chestnut Street Philadelphia",Bachelor of Science in Environmental Engineering in Environmental Engineering,,20000.0,0.0,ccb45,ccb45,ccb45,ccb45,Candice Cindy Bridenbaker
2/15/1999,"""115 N. 32nd Street Philadelphia",0,ccb52@drexel.edu,Undergraduate,913-403-2376,"""115 N. 32nd Street Philadelphia",Bachelor of Science in Civil Engineering in Civil Engineering,,20000.0,0.0,ccb52,ccb52,ccb52,ccb52,Casandra Casey Barrett
6/28/1999,3526 Sutton Loop,0,ccb59@drexel.edu,Undergraduate,318-243-1652,3526 Sutton Loop,"Bachelor of Science in Behavioral Economics, Business and Organizations",Minor in International Economics,18600.0,0.0,ccb59,ccb59,ccb59,ccb59,Cherie Cynthia Brown
8/9/1999,"""3175 John F Kennedy Boulevard Philadelphia",0,ccb81@drexel.edu,Undergraduate,615-689-9581,"""3175 John F Kennedy Boulevard Philadelphia",Bachelor of Science in Environmental Science,,18600.0,0.0,ccb81,ccb81,ccb81,ccb81,Cheryl Christine Bianco
3/6/2002,22618 South Figueroa Street,0,ccb84@drexel.edu,Graduate,980-725-6133,22618 South Figueroa Street,Master of Science in Complementary and Integrative Health,,16200.0,0.0,ccb84,ccb84,ccb84,ccb84,Concepcion Carolyn Blum
11/12/2003,1004 Bellflower Street,0,ccc11@drexel.edu,Undergraduate,877-442-3043,1004 Bellflower Street,Bachelor of Science in Economics and Mathematics,Minor in Climate Change,18600.0,33.35,ccc11,ccc11,ccc11,ccc11,Carrie Charlene Cochran
2/20/1999,"""3400 Lancaster Avenue Philadelphia",0,ccc66@drexel.edu,Undergraduate,278-401-8447,"""3400 Lancaster Avenue Philadelphia",Bachelor of Science in Health Services Administration,Minor in Engineering Leadership,16200.0,43.63,ccc66,ccc66,ccc66,ccc66,Clinton Carlton Casey
8/20/1999,9300 C Street,0,ccc69@drexel.edu,Graduate,604-610-4646,9300 C Street,Master of Arts in Art Therapy and Counseling,Minor in Virtual Reality & Immersive Media,18600.0,91.82,ccc69,ccc69,ccc69,ccc69,Carol Carol Cassano
8/13/2004,4444 Hansen Avenue,0,ccc79@drexel.edu,Undergraduate,858-300-5481,4444 Hansen Avenue,Bachelor of Science in Special Education (PK-12),,16200.0,0.0,ccc79,ccc79,ccc79,ccc79,Cecelia Cynthia Comer
3/1/2000,"""3200 Race Street Philadelphia",0,ccd42@drexel.edu,Undergraduate,261-697-7699,"""3200 Race Street Philadelphia",Bachelor of Arts in Political Science,Minor in English,16200.0,0.0,ccd42,ccd42,ccd42,ccd42,Cory Charles Davis
4/21/2003,"""3320 Powelton Avenue Philadelphia",0,ccd62@drexel.edu,Undergraduate,479-795-3892,"""3320 Powelton Avenue Philadelphia",Bachelor of Science in Business Administration in Management Information Systems,Minor in Screenwriting,16200.0,0.0,ccd62,ccd62,ccd62,ccd62,Carmine Charles Dopler
3/23/2003,1452 55th Avenue,0,cce22@drexel.edu,Undergraduate,348-566-6980,1452 55th Avenue,Bachelor of Arts in Philosophy,,16200.0,81.53,cce22,cce22,cce22,cce22,Cynthia Catherine Edwards
5/23/2004,1265 Xavier Avenue,0,ccf16@drexel.edu,Undergraduate,467-684-3219,1265 Xavier Avenue,Bachelor of Science in Economics and Business,Minor in Environmental Studies,18600.0,8.77,ccf16,ccf16,ccf16,ccf16,Corliss Cheryl Fairchild
8/4/1999,"""3200 Race Street Philadelphia",0,ccf19@drexel.edu,Undergraduate,817-693-4440,"""3200 Race Street Philadelphia","Bachelor of Arts in Philosophy, Politics and Economics",,18600.0,0.0,ccf19,ccf19,ccf19,ccf19,Christy Carolyn Fantauzzi
4/8/2001,"""223 N. 34th Street Philadelphia",0,ccf23@drexel.edu,Undergraduate,924-191-7877,"""223 N. 34th Street Philadelphia",Bachelor of Science in Chemistry-Biochemistry Concentration,Minor in Human Computer Interaction,16200.0,0.0,ccf23,ccf23,ccf23,ccf23,Craig Charles Fluitt
4/14/2001,1011 Devon Drive,0,ccg112@drexel.edu,Graduate,620-985-9834,1011 Devon Drive,Master of Science in Engineering Management,Minor in Graphic Design,16200.0,0.0,ccg112,ccg112,ccg112,ccg112,Colin Charlie Goessl
12/14/2003,24147 Clinton Court,0,ccg16@drexel.edu,Undergraduate,708-151-3055,24147 Clinton Court,Bachelor of Science in Software Engineering in Software Engineering,,20000.0,59.55,ccg16,ccg16,ccg16,ccg16,Catherine Christiane Green
1/19/1999,"""3400 Lancaster Avenue Philadelphia",0,ccg592@drexel.edu,Undergraduate,293-741-7277,"""3400 Lancaster Avenue Philadelphia",Bachelor of Science in Environmental Engineering in Environmental Engineering,,20000.0,0.0,ccg592,ccg592,ccg592,ccg592,Clarence Charles Goud
5/16/2004,"""223 N. 34th Street Philadelphia",0,ccg986@drexel.edu,Undergraduate,680-431-2805,"""223 N. 34th Street Philadelphia",Bachelor of Science in Computer Science in Computer Science,,18600.0,65.34,ccg986,ccg986,ccg986,ccg986,Carolyn Cecilia Gienger
10/24/2003,4511 Sloat Road,0,cch34@drexel.edu,Undergraduate,539-404-6557,4511 Sloat Road,Bachelor of Science in Biomedical Engineering in Biomedical Engineering,,18600.0,0.0,cch34,cch34,cch34,cch34,Charlie Carl Hicks
2/9/2000,16502 South Main Street,0,cch41@drexel.edu,Graduate,222-220-5445,16502 South Main Street,Master of Science in Finance in Finance,,18600.0,36.75,cch41,cch41,cch41,cch41,Curtis Craig Heinlein
6/27/2003,"""223 N. 34th Street Philadelphia",0,cch44@drexel.edu,Undergraduate,412-515-9933,"""223 N. 34th Street Philadelphia",Bachelor of Science in Screenwriting and Playwriting,Minor in English,18600.0,41.79,cch44,cch44,cch44,cch44,Christopher Charles Hull
11/24/2003,"""3320 Powelton Avenue Philadelphia",0,cch642@drexel.edu,Undergraduate,974-404-1574,"""3320 Powelton Avenue Philadelphia",Bachelor of Science Degree inNursing in Nursing,,16200.0,0.0,cch642,cch642,cch642,cch642,Christopher Curtis Huitink
11/4/2000,"""3320 Powelton Avenue Philadelphia",0,cch887@drexel.edu,Undergraduate,497-649-5258,"""3320 Powelton Avenue Philadelphia",Bachelor of Science in User Experience and Interaction Design,Minor in Theatre,16200.0,0.0,cch887,cch887,cch887,cch887,Chrystal Carol Hunter
8/8/1999,31353 Santa Elena Way,0,ccj84@drexel.edu,Graduate,758-526-7965,31353 Santa Elena Way,Master of Science in Public Policy,Minor in Technology Innovation Management,16200.0,0.0,ccj84,ccj84,ccj84,ccj84,Charlotte Connie Johnson
11/18/2000,1219 Carleton Street,0,ccj87@drexel.edu,Graduate,223-974-3456,1219 Carleton Street,Master of Science in Biotechnology,,18600.0,0.0,ccj87,ccj87,ccj87,ccj87,Claudia Cynthia Jones
6/12/1988,37608 2nd Street,0,cck28@drexel.edu,Graduate,292-332-8167,37608 2nd Street,Master of Science in Medical Science,Minor in Business Analytics,20000.0,68.47,cck28,cck28,cck28,cck28,Cheryl Cheryl Krammes
11/18/2003,222 Quince Street,0,cck44@drexel.edu,Undergraduate,906-415-6431,222 Quince Street,Bachelor of Arts in History,Minor in Biological Sciences,16200.0,0.0,cck44,cck44,cck44,cck44,Claude Courtney Krieger
4/15/2000,"""3320 Powelton Avenue Philadelphia",0,cck69@drexel.edu,Undergraduate,414-307-1029,"""3320 Powelton Avenue Philadelphia",Bachelor of Science in Electrical Engineering in Electrical Engineering,,20000.0,33.72,cck69,cck69,cck69,cck69,Carla Christina Kelley
5/8/2001,"""3200 Chestnut Street Philadelphia",0,ccl23@drexel.edu,Undergraduate,235-527-2307,"""3200 Chestnut Street Philadelphia",Bachelor of Science in Economics in Economics,Minor in Marketing,16200.0,37.57,ccl23,ccl23,ccl23,ccl23,Christa Christina Lewis
12/25/2002,"""3301 Arch Street Philadelphia",0,ccl34@drexel.edu,Undergraduate,597-473-8371,"""3301 Arch Street Philadelphia",Bachelor of Science in Architectural Engineering in Architectural Engineering,,20000.0,99.92,ccl34,ccl34,ccl34,ccl34,Carmen Camille Little
9/14/2000,4329 Howe Street,0,ccl35@drexel.edu,Graduate,872-560-6109,4329 Howe Street,Master of Science in Special Education,,18600.0,88.7,ccl35,ccl35,ccl35,ccl35,Carl Christopher Leland
12/22/2002,4231 Miramonte Way,0,ccl497@drexel.edu,Graduate,243-887-1023,4231 Miramonte Way,Master of Science in Materials Science and Engineering,Minor in Mathematics,16200.0,0.0,ccl497,ccl497,ccl497,ccl497,Christine Crystal Limbo
3/4/2001,"""101 N 34th Street Philadelphia",0,ccl59@drexel.edu,Undergraduate,523-538-8097,"""101 N 34th Street Philadelphia",Bachelor of Science in Architectural Studies,,18600.0,14.59,ccl59,ccl59,ccl59,ccl59,Carl Cedric Leitheiser
3/26/2003,1106 Mission Drive,0,ccl71@drexel.edu,Graduate,566-513-6215,1106 Mission Drive,Master of Science in Strategic and Digital Communication,,18600.0,0.0,ccl71,ccl71,ccl71,ccl71,Chandra Carrie Lerma
2/9/1999,"""3200 Race Street Philadelphia",0,ccm27@drexel.edu,Undergraduate,909-267-9996,"""3200 Race Street Philadelphia",Bachelor of Science in Construction Management in Construction Management,Minor in Biological Sciences,20000.0,0.0,ccm27,ccm27,ccm27,ccm27,Carmen Christi Mach
8/15/2002,560 Penstock Drive,0,ccm36@drexel.edu,Graduate,341-265-9118,560 Penstock Drive,Master of Fine Arts in Creative Writing,,16200.0,0.0,ccm36,ccm36,ccm36,ccm36,Carolyn Celesta Molnar
12/28/2001,Is Affiliated Housing,0,ccm636@drexel.edu,Undergraduate,469-739-8319,Is Affiliated Housing,Bachelor of Science in Music Industry,Minor in Materials Science and Engineering,18600.0,35.13,ccm636,ccm636,ccm636,ccm636,Courtney Carrie Mosley
4/28/2003,11 Alden Court,0,ccm802@drexel.edu,Undergraduate,433-779-7066,11 Alden Court,Bachelor of Science in Geoscience,Minor in Human Computer Interaction,16200.0,0.0,ccm802,ccm802,ccm802,ccm802,Cristy Coleen Murphey
6/19/2004,622 Thomas Street,0,ccn71@drexel.edu,Undergraduate,379-312-5894,622 Thomas Street,Bachelor of Science in Business Administration in General Business,,20000.0,0.0,ccn71,ccn71,ccn71,ccn71,Carlene Criselda Naiman
11/28/2001,2531 Prestwick Avenue,0,ccn96@drexel.edu,Undergraduate,586-876-2359,2531 Prestwick Avenue,Bachelor of Science in Custom-Designed Major,,18600.0,38.72,ccn96,ccn96,ccn96,ccn96,Constance Carolyn Norman
4/6/1999,33655 5th Street,0,cco63@drexel.edu,Graduate,770-845-6998,33655 5th Street,"Master of Science in Teaching, Learning and Curriculum",,20000.0,46.13,cco63,cco63,cco63,cco63,Christopher Christopher Olivarria
1/11/2002,"""3400 Lancaster Avenue Philadelphia",0,ccp14@drexel.edu,Undergraduate,907-985-9839,"""3400 Lancaster Avenue Philadelphia",Bachelor of Science in Materials Science and Engineering in Materials Science and Engineering,Minor in Politics,20000.0,0.0,ccp14,ccp14,ccp14,ccp14,Clinton Colin President
9/14/2003,"""3400 Lancaster Avenue Philadelphia",0,ccp156@drexel.edu,Undergraduate,452-242-9480,"""3400 Lancaster Avenue Philadelphia",Bachelor of Science in Chemical Engineering in Chemical Engineering,Minor in Real Estate Management and Development,16200.0,0.0,ccp156,ccp156,ccp156,ccp156,Cindy Carmen Pearson
