Drexel ID,Last Name,First Name,Middle Name,Date of Birth,Chosen Name,Personal Pronouns,Email,Department,Gender,Marital Status,Ethnicity,Race,Living Address,Mailing Address,Phone Number,Role
mpb52,Breen,Maureen,P,9/7/1990,Maureen,,mpb52@drexel.edu,History,,Widow,Non Hispanic,Native,4493 Heath Circle,4493 Heath Circle,893-535-5278,Professor
hlc82,Choy,Hiu,Lam,12/10/1983,Hiu,,hlc82@drexel.edu,Chemistry,,Divorced,Non Hispanic,Other,6420 Via Baron,2641 Heather Lane,969-963-4673,Professor
sbb56,Bates,Stephen,B,4/24/1977,Stephen,,sbb56@drexel.edu,Sociology,,Seperated,Non Hispanic,African American/Black,565 Amber Isle,565 Amber Isle,223-323-7549,Professor
jjl75,Lee,Johnny,J,2/19/1967,Johnny,,jjl75@drexel.edu,Materials Science and Engineering,,Single,Non Hispanic,African American/Black,849 East Victoria Street,849 East Victoria Street,413-261-5157,Professor
xd652,Dai,Xin,,9/19/1962,Xin,,xd652@drexel.edu,Physics,,Married,Non Hispanic,African American/Black,3526 Sutton Loop,3526 Sutton Loop,549-808-2675,Professor
awd41,DeRitis,Albert,W,1/9/1982,Albert,,awd41@drexel.edu,Mechanical Engineering and Mechanics,,Married,Hispanic or Latino,Other,10881 Northforde Drive,10881 Northforde Drive,764-294-6533,Professor
nvk81,Khimich,Natalya,V,6/9/1952,Natalya,,nvk81@drexel.edu,Politics,,Single,Non Hispanic,Asian,7800 River Mist Avenue,7800 River Mist Avenue,830-585-1662,Professor
tpc93,Curatola,Tony,P,11/22/1991,Tony,,tpc93@drexel.edu,Mechanical Engineering and Mechanics,,Widow,Hispanic or Latino,Other,2414 Parker Street,2414 Parker Street,951-804-7049,Professor
cmh56,Hall,Curtis,M,8/25/1988,Curtis,,cmh56@drexel.edu,Materials Science and Engineering,,Married,Non Hispanic,Native,16502 South Main Street,2348 Cantalise Drive,406-188-8660,Professor
fg982,Ghashami,Farnaz,,5/2/1977,Farnaz,,fg982@drexel.edu,Global Studies and Modern Languages,,Married,Hispanic or Latino,White,450 C Street,450 C Street,294-230-4558,Professor
ctg48,Gaffney,Christopher,T,7/25/1963,Christopher,,ctg48@drexel.edu,History,,Single,Non Hispanic,Other,314 Mesa Street,1314 89th Avenue,978-754-9521,Professor
hyb93,Benson,Hande,Y,3/6/1989,Hande,,hyb93@drexel.edu,Chemistry,,Married,Hispanic or Latino,Asian,201 Juniper Springs Drive,201 Juniper Springs Drive,236-183-1949,Professor
mjs59,Schneider,Matthew,J,6/27/1966,Matthew,,mjs59@drexel.edu,Engineering Leadership and Society,,Single,Non Hispanic,African American/Black,3377 Sandstone Court,3377 Sandstone Court,500-686-4804,Professor
bl774,Lev,Benjamin,,1/24/1973,Benjamin,,bl774@drexel.edu,Psychological and Brain Sciences,,Seperated,Non Hispanic,African American/Black,49548 Road 200,1528 Spruce Street,809-441-4551,Professor
mw927,Wang,Min,,5/28/1955,Min,,mw927@drexel.edu,Politics,,Divorced,Non Hispanic,White,31770 Alvarado Boulevard,31770 Alvarado Boulevard,207-313-3601,Professor
agd15,Devlin,Anna,G,8/8/1967,Anna,,agd15@drexel.edu,English & Philosophy,,Married,Hispanic or Latino,Other,2835 Jed Road,461 Alder Street,693-761-3066,Professor
jl201,Lee,Jinwook,,2/25/1962,Jinwook,,jl201@drexel.edu,Psychological and Brain Sciences,,Seperated,Hispanic or Latino,Other,1909 Seventh Street,1909 Seventh Street,747-456-2437,Professor
eda13,Arnheiter,Edward,D,9/19/1955,Edward,,eda13@drexel.edu,"Biodiversity, Earth & Environmental Science",,Seperated,Non Hispanic,White,1222 Arcade Boulevard,1222 Arcade Boulevard,662-850-5383,Professor
dg788,Gefen,David,,11/1/1955,David,,dg788@drexel.edu,Electrical and Computer Engineering,,Widow,Non Hispanic,Native,1818 Bay Street,260 Rio Del Mar Boulevard,959-354-1178,Professor
mwl57,Liechty,Merrill,W,10/15/1994,Merrill,,mwl57@drexel.edu,Mechanical Engineering and Mechanics,,Widow,Non Hispanic,African American/Black,3377 Sandstone Court,3027 Badger Drive,716-854-4299,Professor
pma39,Awerbuch,Pat,M,4/18/1984,Pat,,pma39@drexel.edu,Chemical and Biological Engineering,,Widow,Non Hispanic,African American/Black,4971 Janet Court,4971 Janet Court,632-675-2110,Professor
cgs70,Scott,Colleen,G,1/19/1980,Colleen,,cgs70@drexel.edu,"Civil, Architectural and Environmental Engineering",,Seperated,Hispanic or Latino,White,152 Teddy Drive,152 Teddy Drive,881-567-5429,Professor
sjb47,Bradley,Sebastien,J,7/13/1959,Sebastien,,sjb47@drexel.edu,Mechanical Engineering and Mechanics,,Married,Non Hispanic,White,7096 Park Mesa Way,7096 Park Mesa Way,801-660-5030,Professor
sj485,Joyce,Stephen,,11/5/1975,Stephen,,sj485@drexel.edu,Criminology & Justice Studies,,Married,Non Hispanic,Native,1536 North Main Street,1011 San Jose Street,764-460-6090,Professor
na522,Ajmera,Nitin,,6/4/1958,Nitin,,na522@drexel.edu,Physics,,Seperated,Non Hispanic,Other,1209 Parker Street,158 Euclid Avenue,515-779-7333,Professor
pdg54,Girolamo,Pia,Di,9/23/1986,Pia,,pdg54@drexel.edu,Engineering Leadership and Society,,Divorced,Non Hispanic,Native,11150 Sun Valley Drive,11150 Sun Valley Drive,216-166-6952,Professor
ltt75,Ta,Lien,T,10/14/1979,Lien,,ltt75@drexel.edu,Politics,,Married,Hispanic or Latino,Other,1532 Milvia Street,1532 Milvia Street,418-783-3723,Professor
ma833,Airaudo,Marco,,12/5/1981,Marco,,ma833@drexel.edu,Engineering Leadership and Society,,Divorced,Hispanic or Latino,Other,16303 Mateo Street,16303 Mateo Street,424-782-3841,Professor
cal296,Laincz,Christopher,A,10/2/1950,Christopher,,cal296@drexel.edu,History,,Single,Non Hispanic,African American/Black,2443 Sierra Nevada Road,29104 Quartz Lane,430-214-2449,Professor
rs802,Serrano-Padial,Ricardo,,8/21/1988,Ricardo,,rs802@drexel.edu,"Civil, Architectural and Environmental Engineering",,Divorced,Hispanic or Latino,White,1265 Xavier Avenue,1265 Xavier Avenue,342-342-8561,Professor
ks209,Serfes,Konstantinos,,11/14/1995,Konstantinos,,ks209@drexel.edu,Communication,,Seperated,Hispanic or Latino,Asian,1818 Bay Street,1818 Bay Street,793-718-7821,Professor
jtb93,Bird,John,T,3/4/1953,John,,jtb93@drexel.edu,Materials Science and Engineering,,Single,Hispanic or Latino,White,1725 Oxford Street,1725 Oxford Street,820-789-6589,Professor
cs209,Syropoulos,Constantinos,,7/16/1960,Constantinos,,cs209@drexel.edu,Engineering Leadership and Society,,Seperated,Non Hispanic,Asian,2443 Sierra Nevada Road,2443 Sierra Nevada Road,562-737-7440,Professor
ram21,McCain,Roger,A,3/22/1977,Roger,,ram21@drexel.edu,History,,Married,Hispanic or Latino,Other,12156 Oslo Drive,12156 Oslo Drive,687-512-3181,Professor
spm35,Mullin,Stephen,P,11/1/1989,Stephen,,spm35@drexel.edu,Mechanical Engineering and Mechanics,,Widow,Non Hispanic,White,136 Acacia Drive,136 Acacia Drive,812-133-7211,Professor
ms178,Stehr,Mark,,11/22/1979,Mark,,ms178@drexel.edu,Materials Science and Engineering,,Single,Hispanic or Latino,Other,5130 Morris Way,5130 Morris Way,860-639-6828,Professor
tlp23,Potter,Tristan,L,9/27/1985,Tristan,,tlp23@drexel.edu,"Biodiversity, Earth & Environmental Science",,Single,Hispanic or Latino,Native,40700 Penn Lane,40700 Penn Lane,416-444-1262,Professor
md495,Dai,Mian,,1/14/1959,Mian,,md495@drexel.edu,Sociology,,Seperated,Hispanic or Latino,White,4920 Quonset Drive,4920 Quonset Drive,358-620-4668,Professor
ok928,Kwon,Ohyun,,5/5/1961,Ohyun,,ok928@drexel.edu,Mechanical Engineering and Mechanics,,Married,Non Hispanic,Asian,23501 Ida Lane,23501 Ida Lane,275-717-7560,Professor
ak422,Kurmann,Andre,,4/19/1979,Andre,,ak422@drexel.edu,Criminology & Justice Studies,,Married,Non Hispanic,African American/Black,4444 Central Avenue,4444 Central Avenue,415-461-8657,Professor
tdh40,Harrison,Teresa,D,1/23/1984,Teresa,,tdh40@drexel.edu,Engineering Leadership and Society,,Single,Hispanic or Latino,Asian,4500 Margalo Avenue,4500 Margalo Avenue,497-341-9822,Professor
jkc24,Cataline,Jodi,K,8/8/1952,Jodi,,jkc24@drexel.edu,Global Studies and Modern Languages,,Seperated,Non Hispanic,Native,23501 Ida Lane,23501 Ida Lane,901-208-8530,Professor
jc257,Cai,Jay,,12/23/1955,Jay,,jc257@drexel.edu,Chemistry,,Widow,Hispanic or Latino,Other,4444 Hansen Avenue,4444 Hansen Avenue,929-591-5252,Professor
tkk65,Kirmse,Tanja,K,12/5/1963,Tanja,,tkk65@drexel.edu,English & Philosophy,,Seperated,Non Hispanic,White,512 Tennyson Road,512 Tennyson Road,712-236-6680,Professor
kcr705,Roche,Kevin,C,11/18/1962,Kevin,,kcr705@drexel.edu,Materials Science and Engineering,,Single,Non Hispanic,Other,6630 MacArthur Boulevard,15267 Hesperian Boulevard,881-109-6002,Professor
mlc64,Chhabria,Maneesh,L,5/10/1966,Maneesh,,mlc64@drexel.edu,Mechanical Engineering and Mechanics,,Divorced,Hispanic or Latino,Native,4540 Phyllis Court,4540 Phyllis Court,940-661-3561,Professor
shs58,Szewczyk,Samuel,H,7/15/1961,Samuel,,shs58@drexel.edu,"Civil, Architectural and Environmental Engineering",,Widow,Hispanic or Latino,Asian,21950 Arnold Center Road,33300 Mission Boulevard,804-587-1810,Professor
dd217,Dorn,Daniel,,5/24/1991,Daniel,,dd217@drexel.edu,Communication,,Widow,Non Hispanic,Native,14524 Lodestar Drive,14524 Lodestar Drive,475-301-6704,Professor
dfs30,Sandberg,Diana,F,11/15/1964,Diana,,dfs30@drexel.edu,Chemistry,,Married,Hispanic or Latino,White,1219 Carleton Street,1219 Carleton Street,209-396-6776,Professor
ndd55,Daniel,Naveen,D,9/12/1956,Naveen,,ndd55@drexel.edu,"Civil, Architectural and Environmental Engineering",,Single,Non Hispanic,African American/Black,22709 Canyon Terrace Drive,22709 Canyon Terrace Drive,946-584-7868,Professor
gpn11,Nini,Gregory,P,1/16/1991,Gregory,,gpn11@drexel.edu,Biology,,Divorced,Non Hispanic,Native,30451 Servilla Place,24647 Patricia Court,788-244-9318,Professor
mrt17,Thomas,Martin,R,10/8/1959,Martin,,mrt17@drexel.edu,English & Philosophy,,Divorced,Non Hispanic,Native,8063 Regency Drive,8063 Regency Drive,499-133-6660,Professor
tjr818,Robak,Tricia,J,8/16/1966,Tricia,,tjr818@drexel.edu,Criminology & Justice Studies,,Seperated,Hispanic or Latino,White,468 Raymond Drive,468 Raymond Drive,517-454-3793,Professor
rk703,Kliman,Russ,,9/19/1964,Russ,,rk703@drexel.edu,English & Philosophy,,Widow,Non Hispanic,Asian,26466 Mockingbird Lane,26466 Mockingbird Lane,674-329-5921,Professor
rel763,Liguori,Raymond,E,12/13/1988,Raymond,,rel763@drexel.edu,Mechanical Engineering and Mechanics,,Seperated,Non Hispanic,Asian,1011 San Jose Street,1011 San Jose Street,941-144-6639,Professor
efn98,Nelling,Edward,F,9/1/1954,Edward,,efn98@drexel.edu,Criminology & Justice Studies,,Seperated,Non Hispanic,Other,43626 Bryant Street,3538 Mendenhall Court,548-292-2846,Professor
cpf352,Finnin,Chris,P,9/13/1961,Chris,,cpf352@drexel.edu,Electrical and Computer Engineering,,Widow,Hispanic or Latino,White,3215 Madsen Street,3215 Madsen Street,288-435-7872,Professor
wdb14,Browne,Winifred,D,4/22/1971,Winifred,,wdb14@drexel.edu,English & Philosophy,,Divorced,Non Hispanic,Asian,1679 Frederick Michael Way,1679 Frederick Michael Way,457-123-4139,Professor
ta998,A,Todd,,9/26/1982,Todd,,ta998@drexel.edu,Sociology,,Divorced,Hispanic or Latino,Other,3959 Fairlands Drive,3959 Fairlands Drive,359-573-9463,Professor
sae75,Epstein,Susan,A,4/25/1977,Susan,,sae75@drexel.edu,Biology,,Widow,Non Hispanic,Asian,2348 Cantalise Drive,65 Hilltop Lane,231-151-3900,Professor
lps99,Stanwyck,Lisa,P,4/13/1951,Lisa,,lps99@drexel.edu,Communication,,Single,Hispanic or Latino,Other,32532 Jean Drive,136 Acacia Drive,460-667-4859,Professor
mm543,Medina,Marisol,,3/2/1959,Marisol,,mm543@drexel.edu,Politics,,Single,Non Hispanic,Native,2064 West Columbia Way,2064 West Columbia Way,642-429-8425,Professor
emh83,Hennessey,Edward,M,6/11/1970,Edward,,emh83@drexel.edu,Mathematics,,Divorced,Non Hispanic,Asian,10881 Northforde Drive,10881 Northforde Drive,807-414-8361,Professor
eer33,Rios,Eric,E,12/7/1955,Eric,,eer33@drexel.edu,Criminology & Justice Studies,,Widow,Hispanic or Latino,Other,1481 Stannage Avenue,24647 Patricia Court,696-498-5278,Professor
jbh69,Henderson,John,B,5/8/1983,John,,jbh69@drexel.edu,Chemistry,,Single,Hispanic or Latino,Other,856 Milton Street,856 Milton Street,242-905-5326,Professor
dcd495,D'Angelo,Dana,C,7/12/1951,Dana,,dcd495@drexel.edu,Engineering Leadership and Society,,Married,Hispanic or Latino,Other,49548 Road 200,49548 Road 200,437-482-3199,Professor
kad731,Deily,Kelly,A,1/12/1979,Kelly,,kad731@drexel.edu,Electrical and Computer Engineering,,Divorced,Non Hispanic,Native,1643 Oxford Street,1643 Oxford Street,243-779-5962,Professor
aaf86,Forsythe,Ashley,A,10/2/1978,Ashley,,aaf86@drexel.edu,Sociology,,Divorced,Non Hispanic,African American/Black,3228 Chettenham Drive,3228 Chettenham Drive,493-474-4820,Professor
hms12,Slater,Hilary,M,5/20/1951,Hilary,,hms12@drexel.edu,English & Philosophy,,Divorced,Non Hispanic,Asian,2747 68th Avenue,2747 68th Avenue,667-835-8359,Professor
xmj19,Johnson,Xavier,M,7/17/1962,Xavier,,xmj19@drexel.edu,Electrical and Computer Engineering,,Widow,Non Hispanic,Other,3228 Chettenham Drive,3228 Chettenham Drive,276-423-9404,Professor
eeo281,Olsen-Robinson,Eydis,E,4/15/1967,Eydis,,eeo281@drexel.edu,Chemical and Biological Engineering,,Married,Non Hispanic,Asian,1797 Pasatiempo Drive,1797 Pasatiempo Drive,698-502-1045,Professor
bj213,Jeon,Bang,,8/8/1986,Bang,,bj213@drexel.edu,"Civil, Architectural and Environmental Engineering",,Married,Hispanic or Latino,Other,5732 Jean Drive,5732 Jean Drive,325-466-8971,Professor
rpf34,Freedman,Richard,P,9/1/1951,Richard,,rpf34@drexel.edu,Chemical and Biological Engineering,,Widow,Non Hispanic,Asian,4444 Central Avenue,4876 Norris Road,440-256-4724,Professor
lk358,Kramer,Leslie,,5/1/1967,Leslie,,lk358@drexel.edu,Physics,,Seperated,Hispanic or Latino,White,1643 Oxford Street,1643 Oxford Street,400-410-4611,Professor
asg19,Genetta,Andrew,S,12/21/1970,Andrew,,asg19@drexel.edu,History,,Seperated,Non Hispanic,Asian,266 South J Street,266 South J Street,300-923-9090,Professor
srs46,Sher,Steven,R,1/15/1951,Steven,,srs46@drexel.edu,Biology,,Single,Non Hispanic,Native,3959 Fairlands Drive,3959 Fairlands Drive,851-554-7537,Professor
rsk408,Kreider,Rosalie,S,12/9/1954,Rosalie,,rsk408@drexel.edu,English & Philosophy,,Single,Non Hispanic,Asian,1937 Carleton Street,1937 Carleton Street,355-359-3213,Professor
nbp74,Pedersen,Natalie,B,11/17/1968,Natalie,,nbp74@drexel.edu,Politics,,Widow,Hispanic or Latino,White,2531 Prestwick Avenue,1679 Frederick Michael Way,669-176-3979,Professor
jlm64,Miller,Jacob,L,12/8/1988,Jacob,,jlm64@drexel.edu,Physics,,Married,Non Hispanic,Native,4500 Margalo Avenue,4500 Margalo Avenue,415-463-3597,Professor
ldh65,Herzog,Liza,D,3/2/1960,Liza,,ldh65@drexel.edu,"Biodiversity, Earth & Environmental Science",,Divorced,Non Hispanic,Native,2902 Flint Street,2902 Flint Street,772-650-9477,Professor
ak529,Kulkarni,Ankita,,4/28/1968,Ankita,,ak529@drexel.edu,Psychological and Brain Sciences,,Married,Non Hispanic,African American/Black,152 Teddy Drive,152 Teddy Drive,988-675-6183,Professor
cry433,Young,Christopher,R,11/13/1954,Christopher,,cry433@drexel.edu,Criminology & Justice Studies,,Divorced,Hispanic or Latino,Native,5110 East Shoshone Avenue,5110 East Shoshone Avenue,567-324-4668,Professor
cbm52,Myers,Christopher,B,6/24/1959,Christopher,,cbm52@drexel.edu,"Civil, Architectural and Environmental Engineering",,Widow,Non Hispanic,African American/Black,514 Flower Lane,514 Flower Lane,790-197-3066,Professor
dm561,Ma,Dali,,11/10/1986,Dali,,dm561@drexel.edu,Electrical and Computer Engineering,,Single,Non Hispanic,Asian,55620 Jolon Road,55620 Jolon Road,359-173-2861,Professor
caf52,Francis,Carl,A,4/20/1950,Carl,,caf52@drexel.edu,Physics,,Seperated,Non Hispanic,African American/Black,1937 Carleton Street,732 Kevin Court,544-653-8768,Professor
rn252,Nag,Rajiv,,12/28/1953,Rajiv,,rn252@drexel.edu,Engineering Leadership and Society,,Seperated,Hispanic or Latino,Other,5130 Morris Way,5130 Morris Way,522-115-1216,Professor
ra485,Arthanari,Ram,,12/21/1961,Ram,,ra485@drexel.edu,Global Studies and Modern Languages,,Widow,Hispanic or Latino,White,2064 West Columbia Way,2064 West Columbia Way,480-496-8136,Professor
hj973,Jamasbi,Homer,,10/1/1959,Homer,,hj973@drexel.edu,Global Studies and Modern Languages,,Seperated,Hispanic or Latino,White,465 Humboldt Way,1219 Carleton Street,338-543-3174,Professor
cg248,Gozu,Cuneyt,,10/4/1980,Cuneyt,,cg248@drexel.edu,Mathematics,,Divorced,Non Hispanic,Native,3600 Pennsylvania Avenue,1736 81st Avenue,928-188-9621,Professor
lag36,Green,LaRhonda,A,7/3/1993,LaRhonda,,lag36@drexel.edu,Politics,,Divorced,Hispanic or Latino,Other,6925 Lariat Lane,55620 Jolon Road,981-438-1009,Professor
vkn56,Narayanan,Vadake,K,7/4/1956,Vadake,,vkn56@drexel.edu,English & Philosophy,,Widow,Hispanic or Latino,African American/Black,4770 Balboa Way,152 Teddy Drive,901-484-4743,Professor
jyl89,Lo,Jade,Y,12/1/1961,Jade,,jyl89@drexel.edu,Physics,,Divorced,Non Hispanic,Other,25800 Industrial Boulevard,25800 Industrial Boulevard,313-294-8972,Professor
jl474,Lee,Jeongsik,,5/28/1959,Jeongsik,,jl474@drexel.edu,"Biodiversity, Earth & Environmental Science",,Single,Non Hispanic,Asian,7096 Park Mesa Way,7096 Park Mesa Way,301-341-8580,Professor
na457,Arya,Neelam,,9/4/1962,Neelam,,na457@drexel.edu,Politics,,Widow,Non Hispanic,African American/Black,61 Callahan Way,61 Callahan Way,516-448-6866,Professor
mb338,Bhawsar,Mohit,,6/10/1953,Mohit,,mb338@drexel.edu,English & Philosophy,,Widow,Non Hispanic,Native,21950 Arnold Center Road,21950 Arnold Center Road,277-441-7502,Professor
sns222,Shah,Samir,N,9/13/1960,Samir,,sns222@drexel.edu,Mathematics,,Widow,Hispanic or Latino,White,1481 Stannage Avenue,1481 Stannage Avenue,535-733-5930,Professor
jlr46,Rodriguez,Javier,L,7/8/1954,Javier,,jlr46@drexel.edu,Politics,,Widow,Non Hispanic,Asian,1358 Scenic Avenue,3538 Mendenhall Court,421-258-6288,Professor
kl694,Ladha,Kapil,,5/6/1974,Kapil,,kl694@drexel.edu,Biology,,Married,Non Hispanic,African American/Black,2750 Gilmore Lane,2750 Gilmore Lane,867-412-5784,Professor
bap68,Pashko,Bruce,A,9/20/1970,Bruce,,bap68@drexel.edu,Chemistry,,Married,Non Hispanic,Native,6452 El Camino Real,6452 El Camino Real,669-741-7074,Professor
ma984,Anandarajan,Murugan,,4/20/1989,Murugan,,ma984@drexel.edu,English & Philosophy,,Divorced,Non Hispanic,White,5792 Owl Hill Avenue,5792 Owl Hill Avenue,791-751-6467,Professor
oba223,Arinze,Orakwue,B,11/16/1958,Orakwue,,oba223@drexel.edu,Electrical and Computer Engineering,,Married,Non Hispanic,Asian,1528 Stafford Avenue,1528 Stafford Avenue,628-729-7523,Professor
wcp85,Powell,William,C,11/10/1969,William,,wcp85@drexel.edu,"Civil, Architectural and Environmental Engineering",,Seperated,Non Hispanic,Native,31353 Santa Elena Way,31353 Santa Elena Way,604-517-9764,Professor
qd136,Dai,Qizhi,,3/14/1995,Qizhi,,qd136@drexel.edu,Mathematics,,Seperated,Non Hispanic,African American/Black,145 Grau Drive,145 Grau Drive,652-186-5485,Professor
xl757,Li,Xinge,,12/1/1975,Xinge,,xl757@drexel.edu,Materials Science and Engineering,,Widow,Non Hispanic,White,24147 Clinton Court,24147 Clinton Court,914-867-7927,Professor
yw339,Won,Youngdai,,4/18/1981,Youngdai,,yw339@drexel.edu,Mechanical Engineering and Mechanics,,Single,Non Hispanic,Asian,732 Kevin Court,732 Kevin Court,656-986-6233,Professor
fc928,Chowdhury,Fairuz,,5/22/1952,Fairuz,,fc928@drexel.edu,Global Studies and Modern Languages,,Seperated,Hispanic or Latino,Other,4329 Howe Street,4329 Howe Street,560-152-2014,Professor
cw135,Wang,Chen,,10/16/1986,Chen,,cw135@drexel.edu,English & Philosophy,,Widow,Non Hispanic,Native,4500 Margalo Avenue,725 65th Street,435-343-4458,Professor
vda16,Abdul-Badee,Vania,D,10/25/1963,Vania,,vda16@drexel.edu,Physics,,Widow,Hispanic or Latino,White,5938 Laguna Honda Street,5938 Laguna Honda Street,894-341-7264,Professor
yh587,Huang,YanLiu,,2/16/1970,YanLiu,,yh587@drexel.edu,"Civil, Architectural and Environmental Engineering",,Single,Non Hispanic,Native,16502 South Main Street,16502 South Main Street,698-367-5577,Professor
mg996,Guha,Mithila,,8/11/1987,Mithila,,mg996@drexel.edu,Psychological and Brain Sciences,,Divorced,Non Hispanic,African American/Black,1349 Burkhart Avenue,1349 Burkhart Avenue,589-283-5003,Professor
zjg71,Godfrey,Zoe,J,8/22/1965,Zoe,,zjg71@drexel.edu,Biology,,Single,Non Hispanic,Native,800 California 116,65 Hilltop Lane,497-100-6943,Professor
mjh97,Howley,Michael,J,9/19/1963,Michael,,mjh97@drexel.edu,Biology,,Divorced,Hispanic or Latino,White,24147 Clinton Court,24147 Clinton Court,429-161-3687,Professor
mwb30,Brown,Malcolm,W,12/9/1994,Malcolm,,mwb30@drexel.edu,Electrical and Computer Engineering,,Married,Non Hispanic,African American/Black,32532 Jean Drive,32532 Jean Drive,408-580-2593,Professor
mmd96,Draganska,Michaela,M,7/17/1968,Michaela,,mmd96@drexel.edu,Biology,,Married,Non Hispanic,Native,682 Brighton Way,3959 Fairlands Drive,400-509-5449,Professor
emf53,Feit,Elea,M,10/26/1984,Elea,,emf53@drexel.edu,Communication,,Divorced,Non Hispanic,Native,3228 Chettenham Drive,3228 Chettenham Drive,629-706-7511,Professor
dek91,Korschun,Daniel,E,10/24/1950,Daniel,,dek91@drexel.edu,Chemistry,,Married,Non Hispanic,Native,28250 Dickens Avenue,28250 Dickens Avenue,298-517-3712,Professor
ss226,Swaminathan,Srinivasan,,4/22/1982,Srinivasan,,ss226@drexel.edu,"Civil, Architectural and Environmental Engineering",,Divorced,Hispanic or Latino,White,42223 Edgewood Street,42223 Edgewood Street,684-156-6400,Professor
ss205,Sharma,Shefali,,1/23/1989,Shefali,,ss205@drexel.edu,History,,Widow,Non Hispanic,African American/Black,201 Juniper Springs Drive,201 Juniper Springs Drive,297-479-5026,Professor
mvr33,Rodino,Michael,V,1/20/1993,Michael,,mvr33@drexel.edu,Politics,,Divorced,Non Hispanic,Native,40700 Penn Lane,968 Virginia Avenue,618-100-6250,Professor
mjr22,Reindorp,Matthew,J,9/3/1981,Matthew,,mjr22@drexel.edu,Sociology,,Seperated,Non Hispanic,African American/Black,4981 Shirley Way,4981 Shirley Way,217-620-2296,Professor
sk284,Kim,Seung-Lae,,6/6/1961,Seung-Lae,,sk284@drexel.edu,Criminology & Justice Studies,,Divorced,Hispanic or Latino,Asian,465 Humboldt Way,826 Webster Street,481-180-1259,Professor
ab605,Banerjee,Avijit,,3/17/1957,Avijit,,ab605@drexel.edu,Materials Science and Engineering,,Divorced,Non Hispanic,Asian,2064 West Columbia Way,2064 West Columbia Way,670-381-1281,Professor
ws491,Shen,Wenjing,,2/11/1955,Wenjing,,ws491@drexel.edu,Engineering Leadership and Society,,Widow,Hispanic or Latino,White,90 Via Verde,90 Via Verde,697-109-1242,Professor
elj95,Jones,Ebony,L,10/23/1970,Ebony,,elj95@drexel.edu,Electrical and Computer Engineering,,Seperated,Non Hispanic,Native,6057 Griffith Avenue,6057 Griffith Avenue,543-533-8687,Professor
cag37,Green,Carmen,A,5/23/1971,Carmen,,cag37@drexel.edu,History,,Married,Non Hispanic,Asian,152 Teddy Drive,152 Teddy Drive,798-172-4863,Professor
dbk35,Kurz,David,B,8/8/1984,David,,dbk35@drexel.edu,English & Philosophy,,Married,Non Hispanic,White,49548 Road 200,49548 Road 200,406-994-4916,Professor
rh673,Hummel,Ryan,,1/13/1995,Ryan,,rh673@drexel.edu,Mathematics,,Single,Hispanic or Latino,White,20370 California 116,20370 California 116,319-145-2159,Professor
cjr345,Resick,Christian,J,6/26/1956,Christian,,cjr345@drexel.edu,Engineering Leadership and Society,,Seperated,Hispanic or Latino,African American/Black,12283 Thomas Lane,2337 Nebraska Avenue,774-414-3238,Professor
fyp93,Partovi,Fariborz,Y,9/15/1992,Fariborz,,fyp93@drexel.edu,Chemistry,,Single,Hispanic or Latino,Asian,55620 Jolon Road,55620 Jolon Road,656-985-9845,Professor
taw57,Worthy,Tiffani,A,5/9/1951,Tiffani,,taw57@drexel.edu,Electrical and Computer Engineering,,Divorced,Hispanic or Latino,Other,1357 Addison Street,1357 Addison Street,954-411-3073,Professor
sc739,Cleveland,Simon,,5/28/1978,Simon,,sc739@drexel.edu,History,,Widow,Non Hispanic,Native,4540 Phyllis Court,4540 Phyllis Court,811-708-1138,Professor
pjo46,O'Brien,Patrick,J,10/24/1992,Patrick,,pjo46@drexel.edu,Communication,,Divorced,Non Hispanic,Native,29104 Quartz Lane,29104 Quartz Lane,836-690-6867,Professor
ark88,Kennedy,Andrew,R,9/1/1985,Andrew,,ark88@drexel.edu,English & Philosophy,,Widow,Non Hispanic,Other,10400 Royal Oak Road,10400 Royal Oak Road,671-947-1772,Professor
esf95,Falkowski,Edward,S,3/7/1958,Edward,,esf95@drexel.edu,Criminology & Justice Studies,,Married,Non Hispanic,Asian,7800 River Mist Avenue,7800 River Mist Avenue,717-726-3418,Professor
lbc53,Cohen,Lawrence,B,5/22/1990,Lawrence,,lbc53@drexel.edu,"Biodiversity, Earth & Environmental Science",,Widow,Non Hispanic,Native,1937 Carleton Street,1937 Carleton Street,544-536-7783,Professor
jfl14,Levine,Jeff,F,8/9/1979,Jeff,,jfl14@drexel.edu,Chemical and Biological Engineering,,Seperated,Hispanic or Latino,Asian,2400 Easy Street,2400 Easy Street,393-288-5878,Professor
as563,Stuhl,Angelise,,8/14/1957,Angelise,,as563@drexel.edu,Materials Science and Engineering,,Seperated,Non Hispanic,Native,3905 Lyceum Avenue,3905 Lyceum Avenue,467-194-7578,Professor
scn86,Napoli,Sarah,C,6/15/1974,Sarah,,scn86@drexel.edu,Communication,,Widow,Hispanic or Latino,Other,1536 North Main Street,1536 North Main Street,849-555-8672,Professor
jgm67,Maxcy,Joel,G,5/11/1978,Joel,,jgm67@drexel.edu,Biology,,Married,Non Hispanic,African American/Black,1357 Addison Street,39247 Sundale Drive,401-661-6597,Professor
