Drexel ID,Last Name,First Name,Middle Name,Date of Birth,Chosen Name,Personal Pronouns,Email,Department,Gender,Marital Status,Ethnicity,Race,Living Address,Mailing Address,Phone Number,Role
smh55,Hitchcock,Shannon,M,11/23/1992,Shannon,,smh55@drexel.edu,Materials Science and Engineering,,Divorced,Non Hispanic,African American/Black,1890 Orchard View Road,1890 Orchard View Road,363-647-2239,Professor
keu86,Underman,Kelly,E,4/1/1985,Kelly,,keu86@drexel.edu,Engineering Leadership and Society,,Divorced,Non Hispanic,African American/Black,732 Kevin Court,732 Kevin Court,374-823-9690,Professor
efk36,Koku,Emmanuel,F,11/15/1995,Emmanuel,,efk36@drexel.edu,Communication,,Divorced,Non Hispanic,Native,266 South J Street,330 Michell Court,891-428-2718,Professor
md924,de,Maria,,5/24/1968,Maria,,md924@drexel.edu,Psychological and Brain Sciences,,Widow,Non Hispanic,Asian,1139 Addison Street,24647 Patricia Court,537-331-6044,Professor
ob682,Borges-Delgado,Octavio,,11/9/1956,Octavio,,ob682@drexel.edu,Physics,,Married,Non Hispanic,Asian,3 Carson Street,3 Carson Street,370-482-6999,Professor
mbm94,Martinez,Monserrat,Bores,2/15/1962,Monserrat,,mbm94@drexel.edu,Physics,,Widow,Non Hispanic,African American/Black,12156 Oslo Drive,1820 Scenic Avenue,517-527-5285,Professor
cdm93,Mann,Celeste,D,10/14/1950,Celeste,,cdm93@drexel.edu,Sociology,,Seperated,Non Hispanic,Other,1219 Carleton Street,4231 Miramonte Way,695-878-2300,Professor
kfh57,Hughes,Kathryn,F,11/5/1971,Kathryn,,kfh57@drexel.edu,Global Studies and Modern Languages,,Widow,Non Hispanic,White,2 Sotelo Avenue,2 Sotelo Avenue,675-719-7386,Professor
rp556,Pontes,Renata,,2/11/1981,Renata,,rp556@drexel.edu,"Civil, Architectural and Environmental Engineering",,Seperated,Hispanic or Latino,Other,1076 Foster Street,1076 Foster Street,971-238-8913,Professor
ec225,Cohen,Elena,,6/5/1971,Elena,,ec225@drexel.edu,History,,Seperated,Non Hispanic,Native,4444 Hansen Avenue,2134 West Mills Drive,499-153-7498,Professor
jhh446,Hancock,Joseph,H,9/7/1956,Joseph,,jhh446@drexel.edu,Mechanical Engineering and Mechanics,,Seperated,Non Hispanic,African American/Black,6145 East Castro Valley Boulevard,260 Rio Del Mar Boulevard,630-737-2939,Professor
sw208,Warnock,Scott,,7/21/1987,Scott,,sw208@drexel.edu,Mechanical Engineering and Mechanics,,Divorced,Non Hispanic,Other,1383 Purdue Street,835 Shiloh Court,226-903-8341,Professor
lp362,Polcha,Liz,,6/7/1988,Liz,,lp362@drexel.edu,Politics,,Divorced,Non Hispanic,African American/Black,430 Fig Street,430 Fig Street,689-208-2540,Professor
mlh24,Howard,Mary,L,5/23/1971,Mary,,mlh24@drexel.edu,Politics,,Divorced,Non Hispanic,Other,158 Euclid Avenue,158 Euclid Avenue,490-737-4583,Professor
mpb31,Breen,Maureen,P,5/7/1960,Maureen,,mpb31@drexel.edu,Electrical and Computer Engineering,,Widow,Hispanic or Latino,Native,2708 Mabel Street,2708 Mabel Street,204-509-5543,Professor
hlc79,Choy,Hiu,Lam,4/6/1988,Hiu,,hlc79@drexel.edu,Sociology,,Married,Non Hispanic,Asian,4438 Maine Avenue,4438 Maine Avenue,453-643-5191,Professor
sbb82,Bates,Stephen,B,10/22/1978,Stephen,,sbb82@drexel.edu,"Biodiversity, Earth & Environmental Science",,Seperated,Non Hispanic,Native,1040 University Avenue,1040 University Avenue,800-542-2710,Professor
jjl83,Lee,Johnny,J,3/22/1969,Johnny,,jjl83@drexel.edu,"Civil, Architectural and Environmental Engineering",,Single,Non Hispanic,African American/Black,450 C Street,450 C Street,514-353-7351,Professor
xd882,Dai,Xin,,9/26/1962,Xin,,xd882@drexel.edu,"Biodiversity, Earth & Environmental Science",,Single,Hispanic or Latino,Other,310 12th Avenue,5430 Brookdale Avenue,687-805-9370,Professor
awd33,DeRitis,Albert,W,8/4/1980,Albert,,awd33@drexel.edu,Chemistry,,Single,Hispanic or Latino,Other,6244 Sun River Drive,6244 Sun River Drive,404-933-8034,Professor
nvk43,Khimich,Natalya,V,10/19/1986,Natalya,,nvk43@drexel.edu,Criminology & Justice Studies,,Single,Non Hispanic,Native,618 Staley Avenue,618 Staley Avenue,203-737-7822,Professor
tpc534,Curatola,Tony,P,3/14/1973,Tony,,tpc534@drexel.edu,English & Philosophy,,Single,Non Hispanic,Asian,201 Juniper Springs Drive,5110 East Shoshone Avenue,742-647-1780,Professor
cmh888,Hall,Curtis,M,8/5/1960,Curtis,,cmh888@drexel.edu,"Biodiversity, Earth & Environmental Science",,Seperated,Hispanic or Latino,Other,3835 Oakes Drive,2515 60th Avenue,647-459-9062,Professor
fg385,Ghashami,Farnaz,,12/27/1994,Farnaz,,fg385@drexel.edu,"Biodiversity, Earth & Environmental Science",,Divorced,Non Hispanic,Asian,31353 Santa Elena Way,654 Laurette Place,617-973-2571,Professor
ctg79,Gaffney,Christopher,T,10/27/1990,Christopher,,ctg79@drexel.edu,Mathematics,,Divorced,Non Hispanic,White,14285 Wycliff Way,14285 Wycliff Way,879-209-4683,Professor
hyb49,Benson,Hande,Y,6/24/1977,Hande,,hyb49@drexel.edu,"Civil, Architectural and Environmental Engineering",,Single,Non Hispanic,Asian,20370 California 116,20370 California 116,200-882-2842,Professor
mjs36,Schneider,Matthew,J,11/13/1950,Matthew,,mjs36@drexel.edu,Criminology & Justice Studies,,Divorced,Non Hispanic,White,1219 Carleton Street,1219 Carleton Street,523-265-6686,Professor
bl591,Lev,Benjamin,,5/22/1984,Benjamin,,bl591@drexel.edu,"Biodiversity, Earth & Environmental Science",,Married,Non Hispanic,Native,37600 Sycamore Street,37600 Sycamore Street,588-440-4338,Professor
mw286,Wang,Min,,1/28/1989,Min,,mw286@drexel.edu,Electrical and Computer Engineering,,Divorced,Hispanic or Latino,Asian,1497 Greenbrier Road,1497 Greenbrier Road,369-212-8668,Professor
agd77,Devlin,Anna,G,11/28/1993,Anna,,agd77@drexel.edu,English & Philosophy,,Married,Non Hispanic,African American/Black,222 Quince Street,222 Quince Street,554-115-7291,Professor
jl173,Lee,Jinwook,,9/17/1973,Jinwook,,jl173@drexel.edu,Chemical and Biological Engineering,,Single,Non Hispanic,Native,369 Ruth Avenue,369 Ruth Avenue,811-934-5935,Professor
eda91,Arnheiter,Edward,D,8/22/1952,Edward,,eda91@drexel.edu,English & Philosophy,,Married,Non Hispanic,Native,10826 Pointe Royal Drive,10826 Pointe Royal Drive,884-431-5718,Professor
dg684,Gefen,David,,1/13/1986,David,,dg684@drexel.edu,"Civil, Architectural and Environmental Engineering",,Widow,Hispanic or Latino,African American/Black,3115 North Lake Boulevard,3115 North Lake Boulevard,525-214-6705,Professor
mwl349,Liechty,Merrill,W,9/3/1976,Merrill,,mwl349@drexel.edu,Biology,,Single,Non Hispanic,White,22709 Canyon Terrace Drive,1890 Orchard View Road,969-918-6417,Professor
pma94,Awerbuch,Pat,M,2/9/1958,Pat,,pma94@drexel.edu,Physics,,Seperated,Hispanic or Latino,Asian,260 Rio Del Mar Boulevard,260 Rio Del Mar Boulevard,241-321-3441,Professor
cgs16,Scott,Colleen,G,5/17/1980,Colleen,,cgs16@drexel.edu,Mathematics,,Single,Non Hispanic,Native,430 Fig Street,430 Fig Street,452-885-7315,Professor
sjb62,Bradley,Sebastien,J,10/18/1959,Sebastien,,sjb62@drexel.edu,Criminology & Justice Studies,,Married,Hispanic or Latino,Asian,260 Rio Del Mar Boulevard,260 Rio Del Mar Boulevard,671-646-4954,Professor
sj433,Joyce,Stephen,,1/15/1991,Stephen,,sj433@drexel.edu,Mechanical Engineering and Mechanics,,Married,Non Hispanic,White,1013 Balboa Avenue,1013 Balboa Avenue,481-773-5071,Professor
na836,Ajmera,Nitin,,4/6/1995,Nitin,,na836@drexel.edu,"Civil, Architectural and Environmental Engineering",,Divorced,Non Hispanic,Native,1222 Arcade Boulevard,2641 Heather Lane,550-966-1001,Professor
pdg42,Girolamo,Pia,Di,6/23/1959,Pia,,pdg42@drexel.edu,Electrical and Computer Engineering,,Single,Non Hispanic,Native,7435 East Tulare Avenue,1452 55th Avenue,375-568-5507,Professor
ltt63,Ta,Lien,T,8/10/1951,Lien,,ltt63@drexel.edu,Politics,,Divorced,Non Hispanic,Other,3027 Badger Drive,3027 Badger Drive,363-319-4250,Professor
ma907,Airaudo,Marco,,9/24/1964,Marco,,ma907@drexel.edu,Electrical and Computer Engineering,,Married,Hispanic or Latino,Asian,222 Quince Street,222 Quince Street,760-571-7006,Professor
cal15,Laincz,Christopher,A,5/27/1983,Christopher,,cal15@drexel.edu,Psychological and Brain Sciences,,Single,Non Hispanic,White,5472 Sunstar Common,5472 Sunstar Common,375-237-3896,Professor
rs326,Serrano-Padial,Ricardo,,3/8/1988,Ricardo,,rs326@drexel.edu,Physics,,Seperated,Non Hispanic,Asian,4971 Janet Court,15267 Hesperian Boulevard,396-814-7870,Professor
ks463,Serfes,Konstantinos,,9/19/1955,Konstantinos,,ks463@drexel.edu,Physics,,Married,Hispanic or Latino,White,2414 Parker Street,2414 Parker Street,356-322-1658,Professor
jtb14,Bird,John,T,9/19/1971,John,,jtb14@drexel.edu,"Civil, Architectural and Environmental Engineering",,Married,Non Hispanic,Other,2732 Humboldt Avenue,2732 Humboldt Avenue,263-813-6290,Professor
cs188,Syropoulos,Constantinos,,4/27/1955,Constantinos,,cs188@drexel.edu,Global Studies and Modern Languages,,Seperated,Hispanic or Latino,Other,1820 Scenic Avenue,1820 Scenic Avenue,557-323-6183,Professor
ram38,McCain,Roger,A,8/10/1961,Roger,,ram38@drexel.edu,Mathematics,,Married,Non Hispanic,White,970 Old Oak Road,970 Old Oak Road,806-720-9716,Professor
spm28,Mullin,Stephen,P,2/27/1952,Stephen,,spm28@drexel.edu,Global Studies and Modern Languages,,Divorced,Hispanic or Latino,Other,5938 Laguna Honda Street,5938 Laguna Honda Street,256-909-8442,Professor
ms573,Stehr,Mark,,5/4/1991,Mark,,ms573@drexel.edu,Materials Science and Engineering,,Seperated,Non Hispanic,Native,2755 Country Drive,2755 Country Drive,600-611-7282,Professor
tlp20,Potter,Tristan,L,5/25/1951,Tristan,,tlp20@drexel.edu,Biology,,Divorced,Non Hispanic,Asian,37122 Contra Costa Avenue,37122 Contra Costa Avenue,552-605-6865,Professor
md303,Dai,Mian,,8/3/1988,Mian,,md303@drexel.edu,English & Philosophy,,Divorced,Non Hispanic,Other,2704 McGee Avenue,2704 McGee Avenue,265-269-5720,Professor
ok332,Kwon,Ohyun,,1/5/1992,Ohyun,,ok332@drexel.edu,"Biodiversity, Earth & Environmental Science",,Single,Hispanic or Latino,White,954 Dowler Drive,954 Dowler Drive,594-188-4845,Professor
ak141,Kurmann,Andre,,9/7/1994,Andre,,ak141@drexel.edu,Physics,,Married,Hispanic or Latino,African American/Black,1226 Blossom Circle,1226 Blossom Circle,988-926-3802,Professor
tdh453,Harrison,Teresa,D,5/18/1994,Teresa,,tdh453@drexel.edu,Chemical and Biological Engineering,,Married,Hispanic or Latino,White,1643 Oxford Street,1643 Oxford Street,703-437-5768,Professor
jkc42,Cataline,Jodi,K,9/27/1957,Jodi,,jkc42@drexel.edu,Electrical and Computer Engineering,,Seperated,Non Hispanic,Asian,136 Acacia Drive,136 Acacia Drive,206-911-1050,Professor
jc426,Cai,Jay,,9/19/1952,Jay,,jc426@drexel.edu,Materials Science and Engineering,,Married,Non Hispanic,African American/Black,15557 Sutter Creek Road,15557 Sutter Creek Road,353-119-9728,Professor
tkk60,Kirmse,Tanja,K,1/10/1956,Tanja,,tkk60@drexel.edu,Criminology & Justice Studies,,Married,Non Hispanic,Other,1352 Purdue Street,1352 Purdue Street,268-562-5013,Professor
kcr78,Roche,Kevin,C,4/23/1980,Kevin,,kcr78@drexel.edu,Psychological and Brain Sciences,,Divorced,Non Hispanic,Asian,928 Wright Avenue,928 Wright Avenue,863-125-1833,Professor
mlc986,Chhabria,Maneesh,L,10/3/1976,Maneesh,,mlc986@drexel.edu,Biology,,Seperated,Non Hispanic,Asian,14347 Corvallis Street,14347 Corvallis Street,913-238-9044,Professor
shs89,Szewczyk,Samuel,H,7/16/1983,Samuel,,shs89@drexel.edu,Chemistry,,Single,Non Hispanic,Asian,1209 Parker Street,1209 Parker Street,498-408-5539,Professor
dd306,Dorn,Daniel,,4/27/1972,Daniel,,dd306@drexel.edu,Criminology & Justice Studies,,Single,Non Hispanic,Asian,1040 University Avenue,1040 University Avenue,220-357-1493,Professor
dfs90,Sandberg,Diana,F,1/14/1983,Diana,,dfs90@drexel.edu,History,,Married,Non Hispanic,African American/Black,2014 Clemens Road,4511 Sloat Road,782-209-7752,Professor
ndd21,Daniel,Naveen,D,1/15/1982,Naveen,,ndd21@drexel.edu,Criminology & Justice Studies,,Married,Non Hispanic,African American/Black,1818 Bay Street,1818 Bay Street,739-289-8761,Professor
gpn88,Nini,Gregory,P,3/27/1986,Gregory,,gpn88@drexel.edu,Mathematics,,Divorced,Non Hispanic,African American/Black,1358 Scenic Avenue,1358 Scenic Avenue,357-924-2167,Professor
mrt585,Thomas,Martin,R,11/7/1978,Martin,,mrt585@drexel.edu,Biology,,Single,Hispanic or Latino,Other,856 Milton Street,856 Milton Street,692-287-5604,Professor
tjr50,Robak,Tricia,J,8/15/1990,Tricia,,tjr50@drexel.edu,Psychological and Brain Sciences,,Widow,Hispanic or Latino,Asian,1011 San Jose Street,1011 San Jose Street,641-696-2614,Professor
rk601,Kliman,Russ,,6/10/1951,Russ,,rk601@drexel.edu,Mathematics,,Divorced,Hispanic or Latino,Other,11 Eclipse Court,11 Eclipse Court,280-586-7637,Professor
rel71,Liguori,Raymond,E,6/12/1976,Raymond,,rel71@drexel.edu,Engineering Leadership and Society,,Divorced,Non Hispanic,White,3862 Almond Avenue,2522 Fountain Avenue,638-873-3983,Professor
efn69,Nelling,Edward,F,12/19/1960,Edward,,efn69@drexel.edu,Communication,,Married,Non Hispanic,Native,565 Amber Isle,565 Amber Isle,891-485-7261,Professor
cpf23,Finnin,Chris,P,8/1/1955,Chris,,cpf23@drexel.edu,Global Studies and Modern Languages,,Single,Non Hispanic,Asian,1061 Sumatra Street,1061 Sumatra Street,325-854-4594,Professor
wdb40,Browne,Winifred,D,9/23/1995,Winifred,,wdb40@drexel.edu,Politics,,Married,Hispanic or Latino,Asian,1732 27th Avenue,1732 27th Avenue,736-590-3226,Professor
ta353,A,Todd,,1/16/1963,Todd,,ta353@drexel.edu,Sociology,,Married,Hispanic or Latino,Other,775 47th Street,775 47th Street,618-674-4711,Professor
sae11,Epstein,Susan,A,7/24/1979,Susan,,sae11@drexel.edu,Chemistry,,Seperated,Non Hispanic,Asian,3905 Lyceum Avenue,37122 Contra Costa Avenue,403-211-2777,Professor
lps29,Stanwyck,Lisa,P,2/3/1968,Lisa,,lps29@drexel.edu,Psychological and Brain Sciences,,Widow,Non Hispanic,Native,51035 Conifer Drive,18687 County Road 97,669-755-1351,Professor
mm898,Medina,Marisol,,7/25/1986,Marisol,,mm898@drexel.edu,"Civil, Architectural and Environmental Engineering",,Seperated,Non Hispanic,African American/Black,4409 Star Jasmine Court,1040 University Avenue,560-341-8799,Professor
emh48,Hennessey,Edward,M,3/27/1961,Edward,,emh48@drexel.edu,Mechanical Engineering and Mechanics,,Widow,Non Hispanic,White,2035 Ninth Street,1797 Pasatiempo Drive,293-506-1005,Professor
eer25,Rios,Eric,E,10/14/1984,Eric,,eer25@drexel.edu,Chemistry,,Widow,Non Hispanic,Asian,1352 Purdue Street,1352 Purdue Street,219-705-3385,Professor
jbh124,Henderson,John,B,9/2/1975,John,,jbh124@drexel.edu,Chemical and Biological Engineering,,Married,Non Hispanic,Asian,3835 Oakes Drive,3835 Oakes Drive,737-561-6613,Professor
dcd268,D'Angelo,Dana,C,12/25/1974,Dana,,dcd268@drexel.edu,English & Philosophy,,Single,Non Hispanic,Native,4738 Mallard Common,826 Webster Street,752-192-4336,Professor
kad58,Deily,Kelly,A,8/22/1990,Kelly,,kad58@drexel.edu,"Biodiversity, Earth & Environmental Science",,Divorced,Non Hispanic,White,32532 Jean Drive,32532 Jean Drive,454-524-1745,Professor
aaf973,Forsythe,Ashley,A,12/7/1962,Ashley,,aaf973@drexel.edu,Biology,,Divorced,Non Hispanic,Native,4253 San Juan Avenue,4253 San Juan Avenue,826-217-9845,Professor
hms36,Slater,Hilary,M,3/12/1951,Hilary,,hms36@drexel.edu,Criminology & Justice Studies,,Seperated,Non Hispanic,Native,3415 Brookdale Drive,3415 Brookdale Drive,834-251-8719,Professor
xmj12,Johnson,Xavier,M,4/10/1956,Xavier,,xmj12@drexel.edu,Chemistry,,Widow,Non Hispanic,African American/Black,1238 Roanwood Way,1238 Roanwood Way,463-276-7866,Professor
eeo54,Olsen-Robinson,Eydis,E,10/4/1963,Eydis,,eeo54@drexel.edu,Politics,,Seperated,Non Hispanic,African American/Black,24647 Patricia Court,24647 Patricia Court,324-385-4429,Professor
bj327,Jeon,Bang,,6/21/1974,Bang,,bj327@drexel.edu,Materials Science and Engineering,,Single,Non Hispanic,African American/Black,5430 Brookdale Avenue,5430 Brookdale Avenue,602-688-7269,Professor
rpf50,Freedman,Richard,P,9/25/1960,Richard,,rpf50@drexel.edu,Global Studies and Modern Languages,,Single,Hispanic or Latino,Other,136 Acacia Drive,136 Acacia Drive,661-462-8684,Professor
lk185,Kramer,Leslie,,10/16/1990,Leslie,,lk185@drexel.edu,Global Studies and Modern Languages,,Seperated,Non Hispanic,African American/Black,22572 Toreador Drive,22572 Toreador Drive,215-133-8723,Professor
asg884,Genetta,Andrew,S,2/4/1978,Andrew,,asg884@drexel.edu,Materials Science and Engineering,,Widow,Hispanic or Latino,Native,3959 Fairlands Drive,3959 Fairlands Drive,887-513-7644,Professor
srs97,Sher,Steven,R,6/12/1950,Steven,,srs97@drexel.edu,History,,Single,Non Hispanic,Asian,65 Hilltop Lane,65 Hilltop Lane,311-601-9253,Professor
rsk86,Kreider,Rosalie,S,6/21/1968,Rosalie,,rsk86@drexel.edu,Engineering Leadership and Society,,Seperated,Hispanic or Latino,Asian,136 Acacia Drive,136 Acacia Drive,806-312-9013,Professor
nbp93,Pedersen,Natalie,B,2/20/1992,Natalie,,nbp93@drexel.edu,"Civil, Architectural and Environmental Engineering",,Widow,Non Hispanic,Native,468 Raymond Drive,918 Cheryl Ann Circle,432-922-5764,Professor
jlm645,Miller,Jacob,L,2/1/1984,Jacob,,jlm645@drexel.edu,Engineering Leadership and Society,,Married,Non Hispanic,Native,3189 Main Street,3189 Main Street,835-166-7258,Professor
ldh958,Herzog,Liza,D,10/19/1961,Liza,,ldh958@drexel.edu,Psychological and Brain Sciences,,Single,Non Hispanic,Native,5725 Medallion Court,5725 Medallion Court,411-633-1971,Professor
ak733,Kulkarni,Ankita,,4/27/1974,Ankita,,ak733@drexel.edu,Mathematics,,Single,Non Hispanic,African American/Black,1076 Foster Street,37675 Fremont Boulevard,517-311-5645,Professor
cry45,Young,Christopher,R,3/12/1976,Christopher,,cry45@drexel.edu,Mechanical Engineering and Mechanics,,Widow,Non Hispanic,Asian,441 Merritt Avenue,619 Colusa Avenue,225-767-6878,Professor
cbm108,Myers,Christopher,B,12/18/1968,Christopher,,cbm108@drexel.edu,Mathematics,,Single,Hispanic or Latino,Native,29104 Quartz Lane,29104 Quartz Lane,821-581-4197,Professor
dm468,Ma,Dali,,8/25/1965,Dali,,dm468@drexel.edu,Chemistry,,Single,Non Hispanic,White,21950 Arnold Center Road,8063 Regency Drive,631-145-8753,Professor
caf866,Francis,Carl,A,9/8/1982,Carl,,caf866@drexel.edu,History,,Single,Non Hispanic,Other,29104 Quartz Lane,654 Laurette Place,508-907-6370,Professor
rn651,Nag,Rajiv,,8/8/1967,Rajiv,,rn651@drexel.edu,Electrical and Computer Engineering,,Married,Non Hispanic,White,15267 Hesperian Boulevard,15267 Hesperian Boulevard,359-308-8219,Professor
ra536,Arthanari,Ram,,2/2/1964,Ram,,ra536@drexel.edu,Engineering Leadership and Society,,Single,Non Hispanic,African American/Black,1352 Purdue Street,1352 Purdue Street,785-845-2784,Professor
hj418,Jamasbi,Homer,,9/8/1971,Homer,,hj418@drexel.edu,Communication,,Widow,Hispanic or Latino,African American/Black,22062 Cameron Street,22062 Cameron Street,931-458-1697,Professor
cg316,Gozu,Cuneyt,,1/6/1973,Cuneyt,,cg316@drexel.edu,Physics,,Single,Non Hispanic,Native,8934 Arrowrock Trail,8934 Arrowrock Trail,252-932-3969,Professor
lag953,Green,LaRhonda,A,1/6/1993,LaRhonda,,lag953@drexel.edu,Engineering Leadership and Society,,Divorced,Non Hispanic,Native,1 Kelton Court,3388 Thomasson Lane,351-619-3775,Professor
vkn77,Narayanan,Vadake,K,12/21/1974,Vadake,,vkn77@drexel.edu,"Biodiversity, Earth & Environmental Science",,Single,Non Hispanic,Asian,618 Staley Avenue,4511 Sloat Road,768-635-9937,Professor
jyl18,Lo,Jade,Y,3/24/1995,Jade,,jyl18@drexel.edu,Electrical and Computer Engineering,,Widow,Hispanic or Latino,White,16502 South Main Street,16502 South Main Street,809-604-8531,Professor
jl316,Lee,Jeongsik,,1/18/1991,Jeongsik,,jl316@drexel.edu,Psychological and Brain Sciences,,Married,Non Hispanic,Asian,2522 Fountain Avenue,2522 Fountain Avenue,241-299-6007,Professor
na854,Arya,Neelam,,2/25/1968,Neelam,,na854@drexel.edu,Politics,,Widow,Hispanic or Latino,African American/Black,1 Kelton Court,1 Kelton Court,294-772-3884,Professor
mb201,Bhawsar,Mohit,,1/3/1988,Mohit,,mb201@drexel.edu,Politics,,Single,Non Hispanic,Other,14347 Corvallis Street,14347 Corvallis Street,622-230-5042,Professor
sns473,Shah,Samir,N,7/5/1991,Samir,,sns473@drexel.edu,Mechanical Engineering and Mechanics,,Widow,Non Hispanic,African American/Black,1820 Scenic Avenue,1820 Scenic Avenue,459-656-7854,Professor
jlr39,Rodriguez,Javier,L,10/11/1976,Javier,,jlr39@drexel.edu,Biology,,Widow,Non Hispanic,African American/Black,14524 Lodestar Drive,14524 Lodestar Drive,444-286-4672,Professor
kl966,Ladha,Kapil,,1/26/1956,Kapil,,kl966@drexel.edu,Physics,,Single,Hispanic or Latino,White,701 Mussel Slough Road,701 Mussel Slough Road,443-346-8281,Professor
bap55,Pashko,Bruce,A,11/15/1983,Bruce,,bap55@drexel.edu,English & Philosophy,,Seperated,Non Hispanic,Other,5715 Saint Matthew Drive,5715 Saint Matthew Drive,388-780-6796,Professor
ma668,Anandarajan,Murugan,,12/13/1966,Murugan,,ma668@drexel.edu,Criminology & Justice Studies,,Seperated,Non Hispanic,Asian,1452 55th Avenue,1452 55th Avenue,442-345-8171,Professor
oba99,Arinze,Orakwue,B,10/16/1989,Orakwue,,oba99@drexel.edu,Criminology & Justice Studies,,Widow,Non Hispanic,Native,145 Grau Drive,145 Grau Drive,382-397-1208,Professor
wcp87,Powell,William,C,1/2/1955,William,,wcp87@drexel.edu,Sociology,,Seperated,Non Hispanic,Asian,1226 Blossom Circle,1226 Blossom Circle,506-513-9023,Professor
qd243,Dai,Qizhi,,8/25/1992,Qizhi,,qd243@drexel.edu,Sociology,,Seperated,Hispanic or Latino,White,2515 60th Avenue,2515 60th Avenue,440-160-6399,Professor
xl398,Li,Xinge,,4/8/1967,Xinge,,xl398@drexel.edu,Criminology & Justice Studies,,Divorced,Non Hispanic,African American/Black,2064 West Columbia Way,2064 West Columbia Way,555-456-4176,Professor
yw705,Won,Youngdai,,3/1/1986,Youngdai,,yw705@drexel.edu,Materials Science and Engineering,,Divorced,Hispanic or Latino,Other,512 Tennyson Road,512 Tennyson Road,804-859-5250,Professor
fc253,Chowdhury,Fairuz,,1/24/1993,Fairuz,,fc253@drexel.edu,English & Philosophy,,Widow,Non Hispanic,White,37608 2nd Street,37608 2nd Street,574-530-7814,Professor
cw576,Wang,Chen,,1/22/1951,Chen,,cw576@drexel.edu,Physics,,Seperated,Non Hispanic,Native,22062 Cameron Street,1222 Arcade Boulevard,351-706-7551,Professor
vda74,Abdul-Badee,Vania,D,10/14/1953,Vania,,vda74@drexel.edu,Criminology & Justice Studies,,Married,Hispanic or Latino,African American/Black,2641 Heather Lane,1108 Slater Street,220-860-9438,Professor
yh923,Huang,YanLiu,,3/19/1991,YanLiu,,yh923@drexel.edu,Mathematics,,Widow,Non Hispanic,White,915 Sacramento Street,1643 Oxford Street,347-606-5719,Professor
mg535,Guha,Mithila,,10/12/1973,Mithila,,mg535@drexel.edu,Biology,,Widow,Non Hispanic,Other,894 Windmill Park Lane,894 Windmill Park Lane,679-637-3181,Professor
zjg44,Godfrey,Zoe,J,2/7/1995,Zoe,,zjg44@drexel.edu,"Biodiversity, Earth & Environmental Science",,Widow,Non Hispanic,Native,6452 El Camino Real,6452 El Camino Real,306-443-7120,Professor
mjh23,Howley,Michael,J,4/1/1994,Michael,,mjh23@drexel.edu,Communication,,Divorced,Non Hispanic,Other,2640 8th Avenue,2042 High Street,439-383-2007,Professor
mwb93,Brown,Malcolm,W,5/22/1957,Malcolm,,mwb93@drexel.edu,Communication,,Widow,Non Hispanic,Asian,24147 Clinton Court,1521 159th Avenue,667-216-3543,Professor
mmd882,Draganska,Michaela,M,6/10/1993,Michaela,,mmd882@drexel.edu,Mathematics,,Single,Non Hispanic,Native,1300 Lemos Lane,1300 Lemos Lane,258-671-2690,Professor
emf10,Feit,Elea,M,5/14/1954,Elea,,emf10@drexel.edu,Criminology & Justice Studies,,Widow,Non Hispanic,Asian,6057 Griffith Avenue,2313 Vegas Avenue,217-590-7905,Professor
dek773,Korschun,Daniel,E,7/21/1958,Daniel,,dek773@drexel.edu,"Civil, Architectural and Environmental Engineering",,Widow,Non Hispanic,White,954 Dowler Drive,1797 Pasatiempo Drive,247-865-8828,Professor
ss468,Swaminathan,Srinivasan,,11/21/1951,Srinivasan,,ss468@drexel.edu,Politics,,Single,Non Hispanic,African American/Black,1536 North Main Street,1536 North Main Street,408-337-1936,Professor
ss105,Sharma,Shefali,,3/19/1993,Shefali,,ss105@drexel.edu,English & Philosophy,,Married,Hispanic or Latino,Asian,2414 Parker Street,732 Kevin Court,736-118-4533,Professor
mvr56,Rodino,Michael,V,12/5/1954,Michael,,mvr56@drexel.edu,Mechanical Engineering and Mechanics,,Divorced,Hispanic or Latino,White,158 Euclid Avenue,12156 Oslo Drive,430-190-1928,Professor
mjr132,Reindorp,Matthew,J,1/3/1953,Matthew,,mjr132@drexel.edu,"Civil, Architectural and Environmental Engineering",,Single,Non Hispanic,African American/Black,5396 North Reese Avenue,5396 North Reese Avenue,748-730-8561,Professor
sk525,Kim,Seung-Lae,,5/1/1991,Seung-Lae,,sk525@drexel.edu,Chemistry,,Married,Non Hispanic,African American/Black,12156 Oslo Drive,12156 Oslo Drive,413-314-4093,Professor
ab301,Banerjee,Avijit,,5/26/1970,Avijit,,ab301@drexel.edu,"Biodiversity, Earth & Environmental Science",,Married,Non Hispanic,Other,1497 Greenbrier Road,29104 Quartz Lane,253-445-7906,Professor
ws828,Shen,Wenjing,,3/2/1980,Wenjing,,ws828@drexel.edu,Mechanical Engineering and Mechanics,,Divorced,Non Hispanic,Asian,775 47th Street,775 47th Street,859-863-6917,Professor
elj72,Jones,Ebony,L,7/7/1967,Ebony,,elj72@drexel.edu,Materials Science and Engineering,,Divorced,Non Hispanic,Other,43626 Bryant Street,1643 Oxford Street,282-130-1298,Professor
cag80,Green,Carmen,A,8/22/1957,Carmen,,cag80@drexel.edu,Biology,,Divorced,Hispanic or Latino,White,4444 Central Avenue,4444 Central Avenue,243-687-1327,Professor
