drexelID,name,action,system,date,time
kes29,Kathryn Stevens,accessed,Zoom,2021-07-28,13:07:34
jcm77,Jill Matthews,logged-in,Degree Works,2021-07-28,16:14:17
mlw25,Michael Williams,logged-in,PuTTY,2021-07-28,16:58:44
cwg11,Carl Garcia,logged-in,Degree Works,2021-07-28,17:54:18
mmt46,Mona Todd,logged-in,Degree Works,2021-07-28,20:41:41
ewr14,Ernestine Rosenzweig,logged-in,Tux,2021-07-28,23:30:39
skh718,Stephen Harper,logged-in,Tux,2021-07-29,00:20:52
jeh82,Joel Hood,logged-in,Blackboard Learn,2021-07-29,02:40:19
srd60,Stacey Doan,logged-in,Tux,2021-07-29,02:51:18
ksy83,Kevin Young,logged-in,Degree Works,2021-07-29,05:50:25
crt74,Christine Thivierge,logged-in,Blackboard Learn,2021-07-29,07:09:57
tmm298,Tracy Marco,logged-in,Degree Works,2021-07-29,09:36:17
mbd33,Marylee Delang,logged-in,Tux,2021-07-29,11:19:05
sdz73,Sharon Ziegler,logged-in,McGraw-Hill Connect,2021-07-29,13:36:47
jvg81,Jane Gizzi,logged-in,Blackboard Learn,2021-07-29,16:58:03
emh34,Erin Hoobler,logged-in,PuTTY,2021-07-29,19:35:28
amm16,Amy Malley,logged-in,Tux,2021-07-29,21:13:34
nss70,Norbert Spain,logged-in,PuTTY,2021-07-29,21:53:14
few963,Fannie Washburn,logged-in,McGraw-Hill Connect,2021-07-29,22:11:34
mrt736,Micheal Thurman,logged-in,Degree Works,2021-07-29,22:45:11
anb448,Amelia Braswell,logged-in,McGraw-Hill Connect,2021-07-30,00:22:24
jdh39,John Herreras,logged-in,PuTTY,2021-07-30,01:33:08
mlw22,Marina Wal,logged-in,Blackboard Learn,2021-07-30,04:15:52
jwa32,James Aho,logged-in,Degree Works,2021-07-30,08:11:01
ltp74,Linda Parsons,accessed,Zoom,2021-07-30,10:55:24
tdp682,Tim Pritt,created-room,Zoom,2021-07-30,14:18:15
jja36,James Adams,logged-in,Tux,2021-07-30,15:31:11
cop649,Cheryl Porter,logged-in,Blackboard Learn,2021-07-30,17:05:15
krc40,Kevin Cichon,logged-in,Tux,2021-07-30,19:14:22
djs108,Denise Solano,logged-in,Blackboard Learn,2021-07-30,22:55:08
jdc27,Julian Caswell,logged-in,Degree Works,2021-07-30,23:04:05
mfk18,Martin Kingston,accessed,Zoom,2021-07-31,02:49:20
jmw625,Jeffery Watts,logged-in,Tux,2021-07-31,03:17:37
rjb332,Rafael Burgess,logged-in,Degree Works,2021-07-31,05:52:26
sej39,Steven Jackson,logged-in,McGraw-Hill Connect,2021-07-31,06:56:58
jws22,James Smith,logged-in,Tux,2021-07-31,07:21:00
rjm98,Rene Mendez,accessed,Zoom,2021-07-31,09:40:04
eps80,Elaine Sheets,accessed,Zoom,2021-07-31,10:14:31
rms283,Rebecca Slatton,logged-in,PuTTY,2021-07-31,14:00:53
jio61,Judith Oliveras,logged-in,McGraw-Hill Connect,2021-07-31,15:04:30
acm24,Angelina Mccabe,logged-in,McGraw-Hill Connect,2021-07-31,17:21:07
bkb20,Bula Batres,logged-in,Degree Works,2021-07-31,19:16:48
sjw99,Scott Wilson,logged-in,McGraw-Hill Connect,2021-07-31,22:38:10
scl34,Shannan Love,logged-in,Tux,2021-07-31,23:25:13
pst68,Pamela Talley,logged-in,McGraw-Hill Connect,2021-08-01,03:17:19
ajt97,Aileen Tsang,logged-in,Blackboard Learn,2021-08-01,05:40:08
wjg50,Willie Griffin,logged-in,Blackboard Learn,2021-08-01,06:39:18
tcc131,Terry Cunningham,logged-in,Degree Works,2021-08-01,07:54:09
djt60,Diane Tapia,accessed,Zoom,2021-08-01,09:01:30
rmh729,Rachael Haggard,logged-in,Blackboard Learn,2021-08-01,10:28:00
gmp40,Geraldine Puga,logged-in,PuTTY,2021-08-01,11:48:39
jbh89,John Huerta,logged-in,PuTTY,2021-08-01,15:41:56
djs80,Donna Stephens,logged-in,Blackboard Learn,2021-08-01,18:57:10
asc87,Al Caperton,logged-in,Blackboard Learn,2021-08-01,20:50:20
mhf15,Mary Fassino,logged-in,Degree Works,2021-08-01,22:58:39
waa96,William Arias,logged-in,PuTTY,2021-08-02,01:52:15
dho69,Doris Okura,logged-in,PuTTY,2021-08-02,03:14:26
jje49,Jeff Erickson,logged-in,Degree Works,2021-08-02,03:26:12
jje23,Joseph Estep,logged-in,PuTTY,2021-08-02,04:31:53
mdk873,Michael Knopf,logged-in,Blackboard Learn,2021-08-02,07:45:52
tfg38,Todd Galinis,logged-in,PuTTY,2021-08-02,09:55:00
edr24,Edwina Riddle,logged-in,Blackboard Learn,2021-08-02,11:05:15
jwl72,Joel Losey,logged-in,Degree Works,2021-08-02,14:57:44
jed16,Joan Douglas,logged-in,Tux,2021-08-02,16:34:49
jav89,John Vidrine,accessed,Zoom,2021-08-02,17:42:37
ecm88,Ella Mielke,logged-in,Tux,2021-08-02,17:51:53
cgb12,Calvin Bracamonte,logged-in,Tux,2021-08-02,18:06:34
vaq14,Vivian Quintana,logged-in,McGraw-Hill Connect,2021-08-02,18:33:27
mbr67,Marie Ruivo,logged-in,Tux,2021-08-02,20:51:14
mdd99,Mary Dublin,logged-in,McGraw-Hill Connect,2021-08-02,23:34:42
dja55,Dominique Anderson,logged-in,McGraw-Hill Connect,2021-08-03,00:01:45
wdg21,Wilson Graham,logged-in,Degree Works,2021-08-03,02:27:51
jsj807,Jesus Jones,logged-in,Degree Works,2021-08-03,06:02:58
sjm83,Steven Morales,logged-in,PuTTY,2021-08-03,09:31:31
jmb34,Joann Borden,logged-in,PuTTY,2021-08-03,09:35:22
jwa32,James Aho,created-room,Zoom,2021-08-03,11:58:34
wds673,Willard Smith,logged-in,Degree Works,2021-08-03,14:29:09
mrk18,Mohamed Kushner,logged-in,Blackboard Learn,2021-08-03,15:13:37
cmh36,Crystal Hunt,logged-in,Degree Works,2021-08-03,17:30:26
cfh59,Chris Hornback,logged-in,Tux,2021-08-03,20:57:32
lsp33,Ladonna Pack,logged-in,McGraw-Hill Connect,2021-08-04,00:56:25
emm47,Elsa Morales,logged-in,PuTTY,2021-08-04,04:28:54
gff169,George Factor,accessed,Zoom,2021-08-04,08:23:18
tmp66,Tammy Pine,logged-in,Blackboard Learn,2021-08-04,10:04:38
fjb74,Fabian Bold,logged-in,PuTTY,2021-08-04,11:56:40
klp39,Kelly Paxton,logged-in,PuTTY,2021-08-04,13:22:24
jdm54,John Mercer,logged-in,McGraw-Hill Connect,2021-08-04,15:34:55
fmc21,Florence Clifford,logged-in,PuTTY,2021-08-04,18:15:45
wnm77,Winifred Montgomery,logged-in,Degree Works,2021-08-04,20:39:37
dcm20,David Mahoney,logged-in,Degree Works,2021-08-04,20:44:16
jml42,Jordan Leake,logged-in,Degree Works,2021-08-05,00:08:17
dfg565,Dustin Geer,logged-in,McGraw-Hill Connect,2021-08-05,03:57:38
dsq16,Dorothy Quach,accessed,Zoom,2021-08-05,05:39:21
crb971,Claude Blackwell,logged-in,Degree Works,2021-08-05,08:21:49
hjk352,Howard Kochevar,logged-in,Tux,2021-08-05,08:40:16
abk23,April Kimme,logged-in,Degree Works,2021-08-05,08:41:18
mkr22,Maria Romero,logged-in,Tux,2021-08-05,12:27:26
mtm21,Michael Martinez,accessed,Zoom,2021-08-05,12:48:02
brc59,Brent Clark,logged-in,McGraw-Hill Connect,2021-08-05,13:02:44
tjb74,Timothy Bunton,logged-in,Tux,2021-08-05,15:00:29
vdw788,Valerie West,logged-in,Tux,2021-08-05,16:59:52
adv88,Amy Valeri,logged-in,McGraw-Hill Connect,2021-08-05,18:39:14
jrd60,Jeffrey Dorsey,logged-in,Blackboard Learn,2021-08-05,20:57:30
tlh68,Timothy Haag,logged-in,Blackboard Learn,2021-08-06,00:21:04
wgw982,William Wagner,logged-in,PuTTY,2021-08-06,03:35:42
aas21,Ann Skeens,logged-in,Degree Works,2021-08-06,07:15:56
lst28,Laura Thompson,logged-in,Blackboard Learn,2021-08-06,07:27:55
cep27,Carmen Presnall,logged-in,Tux,2021-08-06,10:46:07
cee10,Christopher Espinoza,logged-in,Tux,2021-08-06,11:31:54
rkp68,Rita Powell,logged-in,Tux,2021-08-06,15:21:56
ltj48,Leslie Jackson,logged-in,McGraw-Hill Connect,2021-08-06,15:51:30
rmi45,Robert Ikenberry,logged-in,McGraw-Hill Connect,2021-08-06,15:56:15
caf66,Cathrine Florez,logged-in,McGraw-Hill Connect,2021-08-06,16:35:17
tjt84,Theresa Tate,logged-in,McGraw-Hill Connect,2021-08-06,17:52:34
kbe19,Karen Elliott,created-room,Zoom,2021-08-06,20:28:51
csg902,Charles Gonzalez,logged-in,Tux,2021-08-06,21:42:22
sls324,Sarah Stowers,logged-in,Degree Works,2021-08-07,01:13:35
mgc51,Marc Cornelius,logged-in,Blackboard Learn,2021-08-07,04:05:26
gjp29,Gary Phelan,logged-in,Degree Works,2021-08-07,07:24:19
deh729,David Howe,logged-in,Degree Works,2021-08-07,11:02:06
jmr78,Julie Richburg,accessed,Zoom,2021-08-07,13:38:11
njl16,Nicholas Lopez,logged-in,PuTTY,2021-08-07,16:13:44
irc52,Ismael Coleman,logged-in,McGraw-Hill Connect,2021-08-07,18:36:18
cdb36,Chris Brandt,logged-in,Blackboard Learn,2021-08-07,19:50:55
dbm393,Dale Mulchrone,logged-in,Tux,2021-08-07,20:01:24
wcc32,William Casteel,logged-in,Tux,2021-08-07,23:38:57
nll88,Nancy Lemon,logged-in,Tux,2021-08-07,23:53:17
bjm18,Brent Mann,logged-in,PuTTY,2021-08-08,00:19:24
jao315,Justin Oldham,logged-in,Degree Works,2021-08-08,03:04:19
gkd68,Gregory Delvalle,accessed,Zoom,2021-08-08,04:56:08
mmr67,Mirna Rathbum,logged-in,Degree Works,2021-08-08,07:50:14
scf69,Stephenie Fowler,logged-in,Degree Works,2021-08-08,08:09:55
jao82,James Oakes,logged-in,Tux,2021-08-08,08:49:50
lmr26,Lindsay Rodriguez,logged-in,Tux,2021-08-08,11:19:04
jrf46,Joyce Fahey,created-room,Zoom,2021-08-08,15:03:20
scc97,Stella Clinch,logged-in,Blackboard Learn,2021-08-08,17:47:32
wrs48,Wayne Snider,accessed,Zoom,2021-08-08,19:01:31
keh18,Kayla Hays,logged-in,Blackboard Learn,2021-08-08,20:02:59
fid91,Frederick Danley,logged-in,PuTTY,2021-08-08,21:20:43
prm59,Philip Mena,logged-in,Degree Works,2021-08-08,22:58:36
mks925,Martha Shadle,logged-in,PuTTY,2021-08-08,23:20:47
ppl33,Paul Long,accessed,Zoom,2021-08-09,03:14:43
lcg57,Lisa Gardiner,logged-in,PuTTY,2021-08-09,04:12:33
mkh31,Michelle Hale,logged-in,Blackboard Learn,2021-08-09,07:12:30
ajs80,Alda Silverberg,logged-in,Tux,2021-08-09,08:46:55
jcs63,John Sugarman,logged-in,PuTTY,2021-08-09,12:18:47
dgm56,Dorothy Medez,logged-in,Blackboard Learn,2021-08-09,14:50:38
jsm68,Jena Marchetti,logged-in,Degree Works,2021-08-09,18:22:50
mcl43,Maricela Lin,logged-in,Degree Works,2021-08-09,18:59:00
hrl604,Herbert Leal,logged-in,Degree Works,2021-08-09,19:22:30
gjd59,Gary Dick,accessed,Zoom,2021-08-09,23:15:40
sdm44,Stuart Mccool,logged-in,McGraw-Hill Connect,2021-08-10,02:50:58
hlt42,Harold Taylor,logged-in,McGraw-Hill Connect,2021-08-10,05:05:12
krt45,Kevin Taylor,logged-in,McGraw-Hill Connect,2021-08-10,05:35:30
mac11,Michael Clore,logged-in,Degree Works,2021-08-10,05:45:43
cmu563,Cynthia Underwood,logged-in,Tux,2021-08-10,07:22:41
bsr333,Beth Reynolds,logged-in,Tux,2021-08-10,09:56:11
gjh11,Gilberto Herrick,accessed,Zoom,2021-08-10,10:24:23
ltb42,Leslie Bays,logged-in,PuTTY,2021-08-10,14:09:25
jgk21,Joyce Kauffman,logged-in,McGraw-Hill Connect,2021-08-10,17:04:33
lcb31,Leo Baker,logged-in,McGraw-Hill Connect,2021-08-10,17:50:02
ulk871,Ursula Killough,accessed,Zoom,2021-08-10,20:00:10
tpd49,Tina Dixon,logged-in,McGraw-Hill Connect,2021-08-10,22:02:42
aeh597,Audrey Hewett,logged-in,Blackboard Learn,2021-08-10,22:30:37
gdm86,Gregory Mullins,logged-in,Tux,2021-08-11,00:01:13
ldb52,Larry Birmingham,logged-in,Blackboard Learn,2021-08-11,01:34:26
djw41,Dortha Worsham,logged-in,Blackboard Learn,2021-08-11,02:52:49
rsm17,Robin Michael,logged-in,Blackboard Learn,2021-08-11,03:19:57
eak83,Esther Kennedy,logged-in,PuTTY,2021-08-11,03:26:56
clt53,Courtney Thammavongsa,logged-in,Tux,2021-08-11,05:54:53
arc37,Arthur Coakley,logged-in,McGraw-Hill Connect,2021-08-11,07:10:56
gve26,Geneva Ernesto,logged-in,PuTTY,2021-08-11,08:43:36
jrh236,Jeffrey Handley,logged-in,Blackboard Learn,2021-08-11,11:42:40
jtf40,Judy Ferguson,logged-in,McGraw-Hill Connect,2021-08-11,12:27:42
aln30,Abraham Neeley,accessed,Zoom,2021-08-11,15:48:37
oad43,Olive Duval,accessed,Zoom,2021-08-11,19:09:34
smw44,Susan Wilken,logged-in,PuTTY,2021-08-11,21:41:30
dns766,Debra Sedore,accessed,Zoom,2021-08-11,22:45:00
rha419,Ronald Anthony,logged-in,Degree Works,2021-08-11,23:14:51
cmr134,Cory Ruff,logged-in,Degree Works,2021-08-12,00:46:14
jee98,Josefina Eckert,logged-in,Degree Works,2021-08-12,03:34:04
lnh999,Laurel Hollen,logged-in,Blackboard Learn,2021-08-12,03:49:31
sjp549,Shonda Pittman,logged-in,Blackboard Learn,2021-08-12,05:42:00
sar89,Sheri Rahn,logged-in,McGraw-Hill Connect,2021-08-12,05:49:24
djl96,David Linebarger,logged-in,McGraw-Hill Connect,2021-08-12,09:03:51
mdb11,Mary Barnhill,logged-in,Tux,2021-08-12,10:37:24
rmb46,Ryan Burrell,logged-in,PuTTY,2021-08-12,13:29:39
npa71,Nancy Arnold,created-room,Zoom,2021-08-12,15:39:52
sps204,Sandy Smith,logged-in,PuTTY,2021-08-12,19:29:17
hcd66,Hisako Dubreuil,logged-in,PuTTY,2021-08-12,20:47:51
mkh79,Michele Highfill,logged-in,McGraw-Hill Connect,2021-08-13,00:38:10
lpb382,Lyle Brocato,accessed,Zoom,2021-08-13,03:16:46
eja11,Ernest Allen,logged-in,Degree Works,2021-08-13,04:10:09
jjc70,Jesse Cook,logged-in,Degree Works,2021-08-13,04:43:24
edk70,Emily Kowal,logged-in,McGraw-Hill Connect,2021-08-13,06:08:13
vjl58,Victor Locke,logged-in,Tux,2021-08-13,08:39:42
jdl726,John Liptak,accessed,Zoom,2021-08-13,10:44:29
led958,Linda Dickerson,logged-in,PuTTY,2021-08-13,13:30:54
gma991,Gloria Ashford,accessed,Zoom,2021-08-13,16:43:46
alf94,Aida Faulk,logged-in,Degree Works,2021-08-13,20:30:31
jdh83,Jeanne Hutton,accessed,Zoom,2021-08-13,23:07:07
emj72,Emily Judy,accessed,Zoom,2021-08-14,02:22:43
mmb29,Maria Braaten,accessed,Zoom,2021-08-14,02:45:07
htl39,Heather Le,logged-in,Blackboard Learn,2021-08-14,04:59:20
sda10,Sun Amundson,logged-in,Tux,2021-08-14,08:36:48
stj488,Shannon Jackson,logged-in,Tux,2021-08-14,12:18:29
pws51,Paul Shelton,logged-in,McGraw-Hill Connect,2021-08-14,14:40:06
vsg80,Virginia Graza,created-room,Zoom,2021-08-14,15:43:42
adh86,Adrian Hartle,logged-in,Tux,2021-08-14,18:14:22
hlf125,Harvey Frausto,logged-in,Degree Works,2021-08-14,20:44:53
rjm76,Roland Michelsen,logged-in,Tux,2021-08-14,21:49:41
saj982,Shanon Juergens,logged-in,Blackboard Learn,2021-08-15,01:08:09
lmb85,Lolita Board,logged-in,Degree Works,2021-08-15,03:05:34
jew98,Jesus Williams,logged-in,Tux,2021-08-15,04:57:27
cbh331,Cornelius Horrell,logged-in,Blackboard Learn,2021-08-15,06:26:18
anm90,Anne Magner,logged-in,Blackboard Learn,2021-08-15,07:51:01
jeb86,Jesse Bystron,logged-in,PuTTY,2021-08-15,08:55:56
nee48,Natalie Engen,logged-in,PuTTY,2021-08-15,09:50:53
bdf56,Billy Fitzgerald,logged-in,Degree Works,2021-08-15,13:43:41
ktk42,Karen Kennedy,logged-in,Blackboard Learn,2021-08-15,15:17:33
vlw50,Vicki Walter,logged-in,Degree Works,2021-08-15,16:50:54
shh15,Shayla Hoffman,logged-in,PuTTY,2021-08-15,18:46:31
fch22,Fernando Heuser,logged-in,Tux,2021-08-15,20:17:12
jsp14,Jo Phillips,logged-in,Blackboard Learn,2021-08-16,00:14:34
cak842,Cinda Kellogg,logged-in,McGraw-Hill Connect,2021-08-16,01:00:22
mrw85,Myrna Wake,logged-in,Degree Works,2021-08-16,02:46:06
tcg71,Thelma Green,logged-in,Blackboard Learn,2021-08-16,06:40:52
dld15,Dorothy Davis,logged-in,Blackboard Learn,2021-08-16,09:20:25
ejo19,Ernest Obrien,logged-in,McGraw-Hill Connect,2021-08-16,12:50:44
jmj366,Jill Jackson,logged-in,Tux,2021-08-16,15:02:45
naw97,Nancy Willoughby,logged-in,PuTTY,2021-08-16,15:57:37
dds97,Danny Seger,logged-in,McGraw-Hill Connect,2021-08-16,19:13:42
rsg72,Rita Graves,logged-in,Tux,2021-08-16,23:05:55
wab67,William Beach,logged-in,PuTTY,2021-08-16,23:51:13
mpw67,Melody Witherbee,logged-in,McGraw-Hill Connect,2021-08-17,01:38:56
rcr60,Roland Robleto,logged-in,Degree Works,2021-08-17,01:55:08
jsn13,James Norrell,logged-in,PuTTY,2021-08-17,03:28:36
fmc21,Florence Clifford,logged-in,McGraw-Hill Connect,2021-08-17,04:39:18
rjm798,Rickey Mccarroll,logged-in,Degree Works,2021-08-17,08:08:24
bsw96,Britt Wright,logged-in,McGraw-Hill Connect,2021-08-17,09:29:08
jrh19,Joesph Hernandez,accessed,Zoom,2021-08-17,10:07:50
tjd155,Terry Deharo,logged-in,McGraw-Hill Connect,2021-08-17,10:25:44
cgp55,Charles Parker,logged-in,Blackboard Learn,2021-08-17,12:41:42
gjb48,Gerard Ballinger,accessed,Zoom,2021-08-17,16:19:56
mlr698,Michael Rousey,logged-in,Tux,2021-08-17,19:43:06
ets153,Elizabeth Seaton,logged-in,Degree Works,2021-08-17,20:32:34
kjb445,Karen Brown,accessed,Zoom,2021-08-17,23:47:04
jrr826,Judy Reamy,logged-in,Tux,2021-08-18,03:20:30
nad27,Nelly Drake,logged-in,PuTTY,2021-08-18,05:02:56
drw61,Daniel Watson,logged-in,PuTTY,2021-08-18,06:15:43
jre35,James Elliot,logged-in,PuTTY,2021-08-18,08:52:15
ebe96,Evan Ellis,logged-in,Blackboard Learn,2021-08-18,10:12:23
sbw49,Sherry Walls,logged-in,McGraw-Hill Connect,2021-08-18,13:12:00
wjt58,William Turner,logged-in,Degree Works,2021-08-18,13:41:44
adr541,Andre Robertson,logged-in,Blackboard Learn,2021-08-18,15:17:20
jrb91,James Bush,logged-in,Tux,2021-08-18,17:14:14
jjc51,James Couto,logged-in,Tux,2021-08-18,18:19:03
ajm14,Andrew Magnuson,accessed,Zoom,2021-08-18,21:29:46
ebs418,Emily Schultz,logged-in,Degree Works,2021-08-19,01:08:00
jej754,John Jones,logged-in,PuTTY,2021-08-19,01:40:21
amy45,Angela Yoder,logged-in,PuTTY,2021-08-19,05:22:10
cje89,Carmen Elder,logged-in,Blackboard Learn,2021-08-19,06:25:52
jrd61,Joshua Ducksworth,accessed,Zoom,2021-08-19,09:41:39
dis978,Doris Scott,logged-in,PuTTY,2021-08-19,10:24:58
bem747,Barbara Mendez,logged-in,Degree Works,2021-08-19,11:09:49
ssm533,Shirley Molnar,logged-in,McGraw-Hill Connect,2021-08-19,11:51:22
thr38,Toby Russell,logged-in,Tux,2021-08-19,14:15:03
dac86,Debra Corner,logged-in,McGraw-Hill Connect,2021-08-19,17:20:55
tmc76,Todd Curtis,logged-in,Tux,2021-08-19,19:43:01
ppm42,Patricia Mcardle,logged-in,PuTTY,2021-08-19,21:14:13
lkl96,Lucas Lints,logged-in,McGraw-Hill Connect,2021-08-20,00:06:10
cyd35,Christina Dardy,logged-in,McGraw-Hill Connect,2021-08-20,02:17:16
kmk73,Katia Kegley,logged-in,PuTTY,2021-08-20,03:41:03
jsr439,Judy Reiff,logged-in,Degree Works,2021-08-20,05:06:24
jwl60,Jack Loaiza,accessed,Zoom,2021-08-20,07:15:49
cmn20,Corey Nielsen,logged-in,Tux,2021-08-20,10:50:22
mdw13,Martha Wade,logged-in,Degree Works,2021-08-20,11:55:46
kbb23,Kathy Blount,logged-in,PuTTY,2021-08-20,12:00:31
vks18,Vivian Seneker,logged-in,Degree Works,2021-08-20,12:33:32
hfm95,Helen Mendenhall,logged-in,Degree Works,2021-08-20,14:26:18
plf94,Pricilla File,logged-in,PuTTY,2021-08-20,15:34:38
pme443,Patrick Evans,logged-in,McGraw-Hill Connect,2021-08-20,17:21:33
mjd95,Marian Deroche,logged-in,PuTTY,2021-08-20,19:42:27
daf77,Dorothy Fraga,logged-in,Degree Works,2021-08-20,20:38:55
jca46,Jamie Anderson,logged-in,Degree Works,2021-08-20,22:38:08
rad90,Ronald Delacruz,logged-in,McGraw-Hill Connect,2021-08-21,01:13:18
til79,Tasia Lopez,logged-in,McGraw-Hill Connect,2021-08-21,03:47:13
rbm20,Russell Morgan,logged-in,McGraw-Hill Connect,2021-08-21,06:46:12
sdr84,Shane Rutledge,logged-in,Degree Works,2021-08-21,09:40:52
ded28,Dennis Dedic,logged-in,Degree Works,2021-08-21,12:46:01
rdz43,Ruth Zalewski,logged-in,McGraw-Hill Connect,2021-08-21,15:18:46
mcj76,Mike Jablonski,logged-in,PuTTY,2021-08-21,15:41:56
rec156,Raymond Clary,logged-in,Blackboard Learn,2021-08-21,16:39:02
aem90,Angela Mitchell,accessed,Zoom,2021-08-21,17:45:04
lpm28,Lawrence Mccracken,logged-in,McGraw-Hill Connect,2021-08-21,17:50:42
rwm27,Roberto Mccarter,logged-in,Tux,2021-08-21,21:39:27
ckj137,Carol Jester,accessed,Zoom,2021-08-21,23:09:56
dmm50,Donna Mena,logged-in,Tux,2021-08-21,23:37:25
rjd93,Robert Deangelo,logged-in,Degree Works,2021-08-22,01:38:39
rsb45,Robin Berryhill,created-room,Zoom,2021-08-22,03:18:45
dcg823,Dustin Green,logged-in,Blackboard Learn,2021-08-22,04:28:39
jbr42,James Ridenour,logged-in,PuTTY,2021-08-22,06:02:51
vec26,Velma Carroll,logged-in,PuTTY,2021-08-22,07:16:58
egj38,Edward Jubilee,accessed,Zoom,2021-08-22,09:42:08
wps34,William Schweitzer,logged-in,PuTTY,2021-08-22,10:34:17
rch61,Ronald Hill,logged-in,McGraw-Hill Connect,2021-08-22,13:08:44
cbp30,Caren Palm,logged-in,Degree Works,2021-08-22,13:25:32
rjd94,Ralph David,accessed,Zoom,2021-08-22,16:09:25
bdl25,Bernice Lasiter,logged-in,PuTTY,2021-08-22,16:23:27
wmr71,William Rickard,logged-in,McGraw-Hill Connect,2021-08-22,18:34:52
trv12,Thomas Vause,logged-in,Degree Works,2021-08-22,20:29:03
ocd742,Oren Devaughn,logged-in,Tux,2021-08-22,20:33:39
lcb31,Leo Baker,logged-in,McGraw-Hill Connect,2021-08-22,20:45:22
sit75,Susan Talaga,logged-in,Tux,2021-08-22,20:48:55
prt27,Philip Tomilson,logged-in,Tux,2021-08-22,22:44:24
edp85,Edward Patterson,accessed,Zoom,2021-08-23,01:34:26
arg675,Art Gonzales,logged-in,PuTTY,2021-08-23,02:37:40
gjt66,Grant Thompson,accessed,Zoom,2021-08-23,05:20:42
lkf68,Lawrence Fernandez,logged-in,PuTTY,2021-08-23,08:35:04
rld687,Robbin Dobles,accessed,Zoom,2021-08-23,11:06:25
msc60,Maritza Ciresi,logged-in,Blackboard Learn,2021-08-23,12:19:20
alr908,Arlene Ramey,accessed,Zoom,2021-08-23,12:51:17
dem62,David Martinez,logged-in,PuTTY,2021-08-23,15:36:23
tjf96,Tony Fletcher,logged-in,Degree Works,2021-08-23,18:33:43
mms39,Mary Stacey,logged-in,McGraw-Hill Connect,2021-08-23,20:18:13
kat94,Kristin Turcotte,logged-in,Degree Works,2021-08-23,21:58:23
jdg13,John Gibbons,accessed,Zoom,2021-08-23,22:13:42
enc204,Edward Conn,logged-in,Blackboard Learn,2021-08-24,01:44:47
cee10,Christopher Espinoza,logged-in,Degree Works,2021-08-24,05:19:57
wmb928,William Bowman,logged-in,PuTTY,2021-08-24,06:52:26
gja74,Grace Arnett,logged-in,PuTTY,2021-08-24,07:47:54
cmp992,Crystal Parra,logged-in,Degree Works,2021-08-24,09:21:37
rrp22,Randy Pate,logged-in,Blackboard Learn,2021-08-24,12:55:25
drl52,David Lipman,logged-in,PuTTY,2021-08-24,13:13:18
rlz75,Rosa Zent,logged-in,Blackboard Learn,2021-08-24,14:05:14
egj38,Edward Jubilee,logged-in,PuTTY,2021-08-24,14:27:37
mjl99,Mark Lynd,logged-in,PuTTY,2021-08-24,14:36:55
bcp26,Billie Pappas,created-room,Zoom,2021-08-24,15:05:32
msc45,Marlon Chambers,logged-in,Blackboard Learn,2021-08-24,16:35:28
gad22,Gustavo Davis,accessed,Zoom,2021-08-24,17:24:07
erc41,Eleanor Casey,logged-in,Blackboard Learn,2021-08-24,18:53:50
ecp97,Eloise Petersen,logged-in,McGraw-Hill Connect,2021-08-24,19:09:08
ccg112,Colin Goessl,logged-in,PuTTY,2021-08-24,22:49:47
ccv10,Charles Valdez,logged-in,Tux,2021-08-25,00:03:33
nls65,Nancy Steigerwalt,accessed,Zoom,2021-08-25,01:19:03
rrd123,Robert Dunn,accessed,Zoom,2021-08-25,04:31:22
rrk669,Richard Klaver,logged-in,Tux,2021-08-25,07:41:25
mae48,Matthew Evans,logged-in,PuTTY,2021-08-25,10:39:10
flw73,Florence Weidner,logged-in,Tux,2021-08-25,13:45:09
ryb24,Rhonda Brown,logged-in,Tux,2021-08-25,16:47:21
vlw14,Violet Wunderlich,logged-in,Blackboard Learn,2021-08-25,18:40:24
jrg769,Joseph Griffin,logged-in,McGraw-Hill Connect,2021-08-25,22:19:29
bps96,Bernice Solomon,logged-in,Tux,2021-08-26,02:04:42
sjh84,Sylvia Hua,accessed,Zoom,2021-08-26,03:01:40
mem98,Miquel Mcardle,logged-in,Tux,2021-08-26,06:12:10
ccs60,Christian Stenger,logged-in,Degree Works,2021-08-26,09:39:25
rfc96,Ricardo Carlozzi,logged-in,Degree Works,2021-08-26,10:19:12
jey70,Jacob Young,logged-in,McGraw-Hill Connect,2021-08-26,13:22:22
rhb43,Rogelio Benitez,logged-in,Tux,2021-08-26,15:12:19
atc44,Angelo Cleaver,logged-in,Blackboard Learn,2021-08-26,16:47:01
dto38,Darryl Oros,logged-in,Tux,2021-08-26,20:41:38
lav26,Lucy Vallejo,logged-in,Degree Works,2021-08-26,23:35:32
gfc47,Gary Chamberlain,logged-in,McGraw-Hill Connect,2021-08-27,02:19:19
mlm94,Miranda Mackson,logged-in,Degree Works,2021-08-27,03:57:53
tkr66,Timothy Ramsey,accessed,Zoom,2021-08-27,07:11:40
jmh404,Jaclyn Holt,logged-in,McGraw-Hill Connect,2021-08-27,09:28:41
pdc77,Patrice Cloutier,logged-in,McGraw-Hill Connect,2021-08-27,11:15:52
jaw16,Jessica Webb,logged-in,PuTTY,2021-08-27,12:18:36
mts60,Mabel Sanders,logged-in,McGraw-Hill Connect,2021-08-27,13:44:32
djh88,Dalene Hernandez,logged-in,PuTTY,2021-08-27,15:41:15
