drexelID,name,action,location,date,time
dll98,Dorothy Lewis,scanned in to,Drexel Recreation Center,2021-09-11,03:00:11
kcm46,Katherine Mosier,scanned in to,Drexel Recreation Center,2021-09-11,06:07:22
rht77,Robert Tatem,scanned in to,Drexel Recreation Center,2021-09-11,09:25:04
htr81,Harry Robinson,scanned in to,Drexel Recreation Center,2021-09-11,11:46:38
bjj95,Bryan James,scanned in to,Drexel Recreation Center,2021-09-11,12:33:42
rmb18,Roseline Buck,scanned in to,Drexel Recreation Center,2021-09-11,15:50:44
ges35,Gerald Shafer,scanned in to,Drexel Recreation Center,2021-09-11,17:55:58
dpc55,Doris Costanzo,scanned in to,Drexel Recreation Center,2021-09-11,18:26:04
frg302,Frederick Graves,scanned in to,Drexel Recreation Center,2021-09-11,21:16:19
tbw614,Terrance Williams,scanned in to,Drexel Recreation Center,2021-09-12,00:54:33
tph18,Tommie Hansen,scanned in to,Drexel Recreation Center,2021-09-12,02:43:31
tbm58,Tania Marshall,scanned in to,Drexel Recreation Center,2021-09-12,05:44:49
rse14,Robert Effinger,scanned in to,Drexel Recreation Center,2021-09-12,09:07:31
bdl69,Brain Liddell,scanned in to,Drexel Recreation Center,2021-09-12,11:13:29
dmh46,Deborah Huang,scanned in to,Drexel Recreation Center,2021-09-12,14:11:46
jad578,Jennifer Duncan,scanned in to,Drexel Recreation Center,2021-09-12,15:36:24
tkh336,Toby Hanson,scanned in to,Drexel Recreation Center,2021-09-12,16:26:31
aem90,Angela Mitchell,scanned in to,Drexel Recreation Center,2021-09-12,20:23:43
ddb685,David Briley,scanned in to,Drexel Recreation Center,2021-09-12,23:06:09
jjb248,Joseph Burkett,scanned in to,Drexel Recreation Center,2021-09-13,02:50:20
kkg67,Kelly Gupton,scanned in to,Drexel Recreation Center,2021-09-13,03:52:57
mmf88,Marcie Fowler,scanned in to,Drexel Recreation Center,2021-09-13,04:17:37
kjs87,Karina Silva,scanned in to,Drexel Recreation Center,2021-09-13,05:11:50
rhs98,Raymond Shelton,scanned in to,Drexel Recreation Center,2021-09-13,06:01:46
jwk107,James Kuhlman,scanned in to,Drexel Recreation Center,2021-09-13,06:36:44
msd74,Mildred Davis,scanned in to,Drexel Recreation Center,2021-09-13,06:51:28
bjj40,Brian Johnson,scanned in to,Drexel Recreation Center,2021-09-13,09:46:58
dwd71,David David,scanned in to,Drexel Recreation Center,2021-09-13,13:39:44
gcw62,Gabriel Wallace,scanned in to,Drexel Recreation Center,2021-09-13,16:21:58
eko84,Elizabeth Owen,scanned in to,Drexel Recreation Center,2021-09-13,19:25:07
rhh822,Rita Hyde,scanned in to,Drexel Recreation Center,2021-09-13,19:33:44
rmm24,Rosa Mattox,scanned in to,Drexel Recreation Center,2021-09-13,22:09:30
jmd97,John Desimone,scanned in to,Drexel Recreation Center,2021-09-14,00:21:11
rrr397,Riley Rivers,scanned in to,Drexel Recreation Center,2021-09-14,02:52:42
ctl96,Charlie Long,scanned in to,Drexel Recreation Center,2021-09-14,05:38:33
mhd198,Melissa Davis,scanned in to,Drexel Recreation Center,2021-09-14,09:02:43
jkg78,Jim Gonzalez,scanned in to,Drexel Recreation Center,2021-09-14,11:19:20
gjr46,George Ruhlin,scanned in to,Drexel Recreation Center,2021-09-14,12:13:52
tjg45,Terri George,scanned in to,Drexel Recreation Center,2021-09-14,15:34:27
kya179,Kimberlee Amado,scanned in to,Drexel Recreation Center,2021-09-14,19:18:55
eid18,Eva Daymude,scanned in to,Drexel Recreation Center,2021-09-14,21:37:59
knf792,Kenneth Fisher,scanned in to,Drexel Recreation Center,2021-09-15,01:26:13
djs823,David Sonderegger,scanned in to,Drexel Recreation Center,2021-09-15,01:38:06
hlc664,Henry Cisco,scanned in to,Drexel Recreation Center,2021-09-15,02:05:43
ddh454,Dorothy Howard,scanned in to,Drexel Recreation Center,2021-09-15,02:10:57
fnm76,Francis Moreno,scanned in to,Drexel Recreation Center,2021-09-15,03:18:47
tdw62,Thomas Walker,scanned in to,Drexel Recreation Center,2021-09-15,03:47:05
mmc66,Melissa Chean,scanned in to,Drexel Recreation Center,2021-09-15,07:38:24
djl57,Doris Lloyd,scanned in to,Drexel Recreation Center,2021-09-15,10:28:23
gsm20,Gary Mcnamara,scanned in to,Drexel Recreation Center,2021-09-15,14:17:15
jhb23,James Betz,scanned in to,Drexel Recreation Center,2021-09-15,17:17:14
aeb502,Abby Brown,scanned in to,Drexel Recreation Center,2021-09-15,18:06:53
gac46,Geraldine Corbett,scanned in to,Drexel Recreation Center,2021-09-15,21:44:38
adw48,Amanda Wert,scanned in to,Drexel Recreation Center,2021-09-15,23:03:11
atc36,Alex Crawford,scanned in to,Drexel Recreation Center,2021-09-16,01:47:22
alb47,Angela Bolinger,scanned in to,Drexel Recreation Center,2021-09-16,02:11:05
gtc58,Gayle Claycomb,scanned in to,Drexel Recreation Center,2021-09-16,02:31:36
rdo61,Roberto Oconnell,scanned in to,Drexel Recreation Center,2021-09-16,03:16:05
jta66,James Antone,scanned in to,Drexel Recreation Center,2021-09-16,07:15:44
amh82,Anderson Hendrickson,scanned in to,Drexel Recreation Center,2021-09-16,10:37:34
lla88,Lori Andrus,scanned in to,Drexel Recreation Center,2021-09-16,13:12:47
efh42,Edward Holt,scanned in to,Drexel Recreation Center,2021-09-16,16:03:44
cmb96,Carol Bell,scanned in to,Drexel Recreation Center,2021-09-16,17:26:13
jdl726,John Liptak,scanned in to,Drexel Recreation Center,2021-09-16,20:41:00
ics37,Irma Shirley,scanned in to,Drexel Recreation Center,2021-09-16,22:46:07
syk89,Susan Kang,scanned in to,Drexel Recreation Center,2021-09-17,01:52:30
kcc61,Kathleen Clower,scanned in to,Drexel Recreation Center,2021-09-17,05:35:12
ljt51,Leon Tuttle,scanned in to,Drexel Recreation Center,2021-09-17,05:38:03
cwl14,Cheryl Ling,scanned in to,Drexel Recreation Center,2021-09-17,06:22:25
jta66,James Antone,scanned in to,Drexel Recreation Center,2021-09-17,09:43:50
cdj40,Carol Johnson,scanned in to,Drexel Recreation Center,2021-09-17,12:14:47
drm93,Dorothy Moore,scanned in to,Drexel Recreation Center,2021-09-17,12:48:53
jrg138,Jennifer Gomez,scanned in to,Drexel Recreation Center,2021-09-17,13:45:15
lst30,Laurie Taylor,scanned in to,Drexel Recreation Center,2021-09-17,17:09:49
aaf286,Alma Flores,scanned in to,Drexel Recreation Center,2021-09-17,20:36:19
ocd742,Oren Devaughn,scanned in to,Drexel Recreation Center,2021-09-17,23:41:31
dds80,Dennis Stevens,scanned in to,Drexel Recreation Center,2021-09-18,00:29:39
jrb76,Jesus Baggett,scanned in to,Drexel Recreation Center,2021-09-18,02:07:28
ctd39,Cindy Davis,scanned in to,Drexel Recreation Center,2021-09-18,04:32:10
cjb175,Catherine Bess,scanned in to,Drexel Recreation Center,2021-09-18,07:46:46
shl42,Steven Livengood,scanned in to,Drexel Recreation Center,2021-09-18,10:35:16
dlp609,Domenica Pines,scanned in to,Drexel Recreation Center,2021-09-18,13:44:05
lmr46,Loretta Reeves,scanned in to,Drexel Recreation Center,2021-09-18,15:31:53
jpw747,Joanne Watson,scanned in to,Drexel Recreation Center,2021-09-18,17:19:02
mss91,Michael Smith,scanned in to,Drexel Recreation Center,2021-09-18,20:45:50
ccw69,Charlene Ward,scanned in to,Drexel Recreation Center,2021-09-19,00:32:43
lkb80,Lon Bell,scanned in to,Drexel Recreation Center,2021-09-19,02:35:05
hmj93,Harold Joyner,scanned in to,Drexel Recreation Center,2021-09-19,04:07:43
esl31,Edward Leroy,scanned in to,Drexel Recreation Center,2021-09-19,07:46:16
bcg64,Barbara Guthrie,scanned in to,Drexel Recreation Center,2021-09-19,08:40:32
sor777,Stephen Roemmich,scanned in to,Drexel Recreation Center,2021-09-19,10:10:59
ldh595,Lauren Herring,scanned in to,Drexel Recreation Center,2021-09-19,13:10:39
css30,Christopher Severson,scanned in to,Drexel Recreation Center,2021-09-19,16:06:08
prm857,Patrick Merle,scanned in to,Drexel Recreation Center,2021-09-19,18:48:13
cjm34,Christina Morrissette,scanned in to,Drexel Recreation Center,2021-09-19,19:13:05
mrj79,Marshall Jackson,scanned in to,Drexel Recreation Center,2021-09-19,21:41:40
tlm217,Tammie Maher,scanned in to,Drexel Recreation Center,2021-09-20,00:18:23
ehr43,Eddie Rodriguez,scanned in to,Drexel Recreation Center,2021-09-20,01:35:13
cjm36,Charles Mckay,scanned in to,Drexel Recreation Center,2021-09-20,03:12:21
tmc79,Timothy Crimmins,scanned in to,Drexel Recreation Center,2021-09-20,04:19:44
jrs66,John Stratter,scanned in to,Drexel Recreation Center,2021-09-20,04:24:50
jss85,Joanne Sanchez,scanned in to,Drexel Recreation Center,2021-09-20,05:58:26
lmk69,Lynne Knight,scanned in to,Drexel Recreation Center,2021-09-20,07:51:51
lab87,Lee Bennett,scanned in to,Drexel Recreation Center,2021-09-20,08:55:03
mfh421,Matthew Hood,scanned in to,Drexel Recreation Center,2021-09-20,11:39:44
jlo36,Jean Odonnell,scanned in to,Drexel Recreation Center,2021-09-20,13:47:42
nmd99,Nina Davis,scanned in to,Drexel Recreation Center,2021-09-20,16:17:08
mmp197,Mark Palmer,scanned in to,Drexel Recreation Center,2021-09-20,17:33:35
mfd30,Matt Debarros,scanned in to,Drexel Recreation Center,2021-09-20,21:08:25
ddb685,David Briley,scanned in to,Drexel Recreation Center,2021-09-21,01:02:51
csc43,Christine Carroll,scanned in to,Drexel Recreation Center,2021-09-21,02:52:38
dcd765,Deborah Dominguez,scanned in to,Drexel Recreation Center,2021-09-21,06:03:24
era622,Eleanor Ackerson,scanned in to,Drexel Recreation Center,2021-09-21,09:46:23
sor777,Stephen Roemmich,scanned in to,Drexel Recreation Center,2021-09-21,11:31:32
jmt97,Jerry Taylor,scanned in to,Drexel Recreation Center,2021-09-21,13:12:46
grw48,Gloria Watson,scanned in to,Drexel Recreation Center,2021-09-21,16:42:19
ejw56,Edward Wagner,scanned in to,Drexel Recreation Center,2021-09-21,18:59:20
dkr27,David Rosen,scanned in to,Drexel Recreation Center,2021-09-21,22:21:26
gmj40,Gregory Jenkins,scanned in to,Drexel Recreation Center,2021-09-21,22:24:16
jjs29,Jeffery Schamp,scanned in to,Drexel Recreation Center,2021-09-22,01:33:50
mfk18,Martin Kingston,scanned in to,Drexel Recreation Center,2021-09-22,03:59:09
jes67,Joseph Smith,scanned in to,Drexel Recreation Center,2021-09-22,07:56:34
ars96,Alice Sedrakyan,scanned in to,Drexel Recreation Center,2021-09-22,10:12:33
rad90,Ronald Delacruz,scanned in to,Drexel Recreation Center,2021-09-22,11:15:23
bml97,Betty Lenz,scanned in to,Drexel Recreation Center,2021-09-22,14:13:38
bdw45,Bobby Watkins,scanned in to,Drexel Recreation Center,2021-09-22,16:55:36
crb23,Chris Bullock,scanned in to,Drexel Recreation Center,2021-09-22,19:46:45
lmm119,Lynn Magee,scanned in to,Drexel Recreation Center,2021-09-22,23:43:24
rjh85,Rosalie Hamilton,scanned in to,Drexel Recreation Center,2021-09-23,03:16:38
kbg19,Karen Gouty,scanned in to,Drexel Recreation Center,2021-09-23,06:08:20
kbd34,Kaye Dale,scanned in to,Drexel Recreation Center,2021-09-23,06:47:33
kar93,Karen Rodriguez,scanned in to,Drexel Recreation Center,2021-09-23,09:50:45
mck38,Mark Knight,scanned in to,Drexel Recreation Center,2021-09-23,13:30:42
shp82,Shirley Parker,scanned in to,Drexel Recreation Center,2021-09-23,16:27:28
mpd30,Michael Davis,scanned in to,Drexel Recreation Center,2021-09-23,19:40:04
jhs47,Joseph Smith,scanned in to,Drexel Recreation Center,2021-09-23,20:33:56
tak74,Tammy Kellam,scanned in to,Drexel Recreation Center,2021-09-23,20:51:51
jwl60,Jack Loaiza,scanned in to,Drexel Recreation Center,2021-09-23,21:46:42
lfe68,Lori Espitia,scanned in to,Drexel Recreation Center,2021-09-23,23:01:18
pkd45,Pamela Delacruz,scanned in to,Drexel Recreation Center,2021-09-24,00:45:41
wjh618,Walter Hamilton,scanned in to,Drexel Recreation Center,2021-09-24,02:59:29
psc97,Phyllis Coleman,scanned in to,Drexel Recreation Center,2021-09-24,06:59:10
mac38,Melissa Coleman,scanned in to,Drexel Recreation Center,2021-09-24,07:00:27
vjm24,Vincent Meggs,scanned in to,Drexel Recreation Center,2021-09-24,10:50:11
mcs69,Moira Stuer,scanned in to,Drexel Recreation Center,2021-09-24,12:02:16
gcw59,Gordon Will,scanned in to,Drexel Recreation Center,2021-09-24,12:45:04
opn311,Orlando Norman,scanned in to,Drexel Recreation Center,2021-09-24,14:05:51
mar886,Mary Rich,scanned in to,Drexel Recreation Center,2021-09-24,16:23:32
hjn14,Hong Nelson,scanned in to,Drexel Recreation Center,2021-09-24,17:12:59
jcb85,James Brund,scanned in to,Drexel Recreation Center,2021-09-24,21:08:44
bkb20,Bula Batres,scanned in to,Drexel Recreation Center,2021-09-24,23:37:42
nja48,Neal Anderson,scanned in to,Drexel Recreation Center,2021-09-25,01:24:57
mto785,Michael Orwig,scanned in to,Drexel Recreation Center,2021-09-25,01:47:18
hlf125,Harvey Frausto,scanned in to,Drexel Recreation Center,2021-09-25,03:57:53
dac66,Dorothy Calhoun,scanned in to,Drexel Recreation Center,2021-09-25,04:22:34
yom64,Yolanda Martinez,scanned in to,Drexel Recreation Center,2021-09-25,04:42:46
wnm66,Willie Myers,scanned in to,Drexel Recreation Center,2021-09-25,06:42:10
ajm80,Arthur Mata,scanned in to,Drexel Recreation Center,2021-09-25,08:08:07
eab49,Eileen Baker,scanned in to,Drexel Recreation Center,2021-09-25,11:37:37
kcl74,Kimberly Liles,scanned in to,Drexel Recreation Center,2021-09-25,15:02:30
jhb59,James Bejjani,scanned in to,Drexel Recreation Center,2021-09-25,18:24:20
lth89,Leonard Harrison,scanned in to,Drexel Recreation Center,2021-09-25,22:15:21
mlg387,Mary Garcia,scanned in to,Drexel Recreation Center,2021-09-25,22:16:47
jhv18,James Valentine,scanned in to,Drexel Recreation Center,2021-09-25,22:59:29
bsz754,Betty Zodrow,scanned in to,Drexel Recreation Center,2021-09-26,00:26:27
ewh256,Eva Hall,scanned in to,Drexel Recreation Center,2021-09-26,03:34:17
hgb48,Herman Blanco,scanned in to,Drexel Recreation Center,2021-09-26,03:42:30
jel47,Johnny Larrick,scanned in to,Drexel Recreation Center,2021-09-26,06:14:01
dbm81,Donald Mendes,scanned in to,Drexel Recreation Center,2021-09-26,08:39:02
fsh94,Fannie Hargrove,scanned in to,Drexel Recreation Center,2021-09-26,11:28:22
mws48,Mike Shannon,scanned in to,Drexel Recreation Center,2021-09-26,11:57:35
red699,Russell Deshields,scanned in to,Drexel Recreation Center,2021-09-26,13:42:20
tln19,Timothy Norstrom,scanned in to,Drexel Recreation Center,2021-09-26,17:36:46
srr702,Sumiko Rosen,scanned in to,Drexel Recreation Center,2021-09-26,18:38:45
dsq16,Dorothy Quach,scanned in to,Drexel Recreation Center,2021-09-26,19:24:10
dvc906,Donald Crane,scanned in to,Drexel Recreation Center,2021-09-26,20:28:03
gvs90,Geraldine Shirley,scanned in to,Drexel Recreation Center,2021-09-26,23:59:11
llt23,Lillian Teeter,scanned in to,Drexel Recreation Center,2021-09-27,01:49:42
grh31,Gregory Hamilton,scanned in to,Drexel Recreation Center,2021-09-27,04:50:51
drs21,Daniel Speight,scanned in to,Drexel Recreation Center,2021-09-27,08:05:35
lcc12,Linda Cervantes,scanned in to,Drexel Recreation Center,2021-09-27,10:24:07
jdb97,Jose Bender,scanned in to,Drexel Recreation Center,2021-09-27,10:52:48
nss91,Naomi Simmons,scanned in to,Drexel Recreation Center,2021-09-27,11:47:06
hvd261,Heather Dixon,scanned in to,Drexel Recreation Center,2021-09-27,12:08:32
lmw77,Laura Williams,scanned in to,Drexel Recreation Center,2021-09-27,14:33:49
jbg41,June Gilmore,scanned in to,Drexel Recreation Center,2021-09-27,16:56:16
kvl785,Kimberly Lynch,scanned in to,Drexel Recreation Center,2021-09-27,19:59:37
ras92,Roy Setzer,scanned in to,Drexel Recreation Center,2021-09-27,23:01:31
jcf222,Julie Fortner,scanned in to,Drexel Recreation Center,2021-09-28,00:42:20
gbw34,Gail Wanda,scanned in to,Drexel Recreation Center,2021-09-28,01:02:26
aim22,Antoine Magness,scanned in to,Drexel Recreation Center,2021-09-28,04:13:41
rek15,Rachel Kizer,scanned in to,Drexel Recreation Center,2021-09-28,04:24:15
isj32,Irene Johnson,scanned in to,Drexel Recreation Center,2021-09-28,04:54:23
trh60,Timothy Hoglund,scanned in to,Drexel Recreation Center,2021-09-28,05:52:33
wrw23,William Watson,scanned in to,Drexel Recreation Center,2021-09-28,08:05:35
rmc82,Rochelle Chavarria,scanned in to,Drexel Recreation Center,2021-09-28,11:55:09
bcp65,Brenda Phillips,scanned in to,Drexel Recreation Center,2021-09-28,12:51:52
dgd15,Damion Davis,scanned in to,Drexel Recreation Center,2021-09-28,13:56:37
odv88,Olga Vermillion,scanned in to,Drexel Recreation Center,2021-09-28,17:25:41
paf13,Phyllis Frisco,scanned in to,Drexel Recreation Center,2021-09-28,19:13:49
hkc38,Hortense Carter,scanned in to,Drexel Recreation Center,2021-09-28,19:44:25
smr66,Stephanie Rodriguez,scanned in to,Drexel Recreation Center,2021-09-28,22:18:18
ckw778,Charles White,scanned in to,Drexel Recreation Center,2021-09-28,22:56:05
mtr373,Michael Robie,scanned in to,Drexel Recreation Center,2021-09-29,00:20:26
jpd143,Jacqueline Davis,scanned in to,Drexel Recreation Center,2021-09-29,04:18:34
ajw503,Alberto Williams,scanned in to,Drexel Recreation Center,2021-09-29,07:00:41
ddh94,Dorothy Harrison,scanned in to,Drexel Recreation Center,2021-09-29,07:53:38
fkr493,Frances Richards,scanned in to,Drexel Recreation Center,2021-09-29,10:22:16
kmw962,Kelsey Weinberg,scanned in to,Drexel Recreation Center,2021-09-29,13:27:45
dla54,Debbie Allred,scanned in to,Drexel Recreation Center,2021-09-29,14:47:26
hry87,Hal Young,scanned in to,Drexel Recreation Center,2021-09-29,17:11:01
bjh95,Bruce Holmes,scanned in to,Drexel Recreation Center,2021-09-29,20:22:46
gjm47,George Mcgraw,scanned in to,Drexel Recreation Center,2021-09-29,23:13:59
dsc19,Darla Chambers,scanned in to,Drexel Recreation Center,2021-09-30,03:08:46
vjb30,Vanessa Brookes,scanned in to,Drexel Recreation Center,2021-09-30,06:44:37
gph63,George Hunt,scanned in to,Drexel Recreation Center,2021-09-30,10:17:19
caj28,Cassi Johnson,scanned in to,Drexel Recreation Center,2021-09-30,13:08:37
ksj98,Kathy Jackman,scanned in to,Drexel Recreation Center,2021-09-30,15:36:38
hac28,Holly Camacho,scanned in to,Drexel Recreation Center,2021-09-30,16:40:43
ewm49,Everett Miranda,scanned in to,Drexel Recreation Center,2021-09-30,17:16:37
sjb65,Stephany Brown,scanned in to,Drexel Recreation Center,2021-09-30,19:01:17
ias45,Ila Sullivan,scanned in to,Drexel Recreation Center,2021-09-30,19:40:03
fws58,Francis Silvera,scanned in to,Drexel Recreation Center,2021-09-30,21:51:33
ejs28,Eric Sobus,scanned in to,Drexel Recreation Center,2021-10-01,01:23:52
mde29,Michael Ellingwood,scanned in to,Drexel Recreation Center,2021-10-01,02:48:58
jjm74,Jose Mosquera,scanned in to,Drexel Recreation Center,2021-10-01,04:16:00
cgs451,Craig Santiago,scanned in to,Drexel Recreation Center,2021-10-01,06:28:53
mrw38,Marcus Wood,scanned in to,Drexel Recreation Center,2021-10-01,10:18:51
raw59,Robert Walsh,scanned in to,Drexel Recreation Center,2021-10-01,11:58:38
ecd77,Earl Degasperis,scanned in to,Drexel Recreation Center,2021-10-01,14:28:58
ehm402,Eugene Marshburn,scanned in to,Drexel Recreation Center,2021-10-01,17:53:44
srj75,Shirley Jennings,scanned in to,Drexel Recreation Center,2021-10-01,21:12:40
mpt66,Melvin Tomkins,scanned in to,Drexel Recreation Center,2021-10-02,00:51:59
mjt22,Mary Taylor,scanned in to,Drexel Recreation Center,2021-10-02,04:22:19
sdw60,Stephen Whetstone,scanned in to,Drexel Recreation Center,2021-10-02,07:03:41
akf38,Abraham Fletcher,scanned in to,Drexel Recreation Center,2021-10-02,10:05:15
dbf60,David Finney,scanned in to,Drexel Recreation Center,2021-10-02,12:39:46
prm88,Priscilla Martinez,scanned in to,Drexel Recreation Center,2021-10-02,12:43:22
tnt762,Tamara Thorne,scanned in to,Drexel Recreation Center,2021-10-02,16:20:16
jff78,Jessica Fields,scanned in to,Drexel Recreation Center,2021-10-02,16:23:54
lmb85,Lolita Board,scanned in to,Drexel Recreation Center,2021-10-02,18:05:22
rjl19,Richard Lewis,scanned in to,Drexel Recreation Center,2021-10-02,21:00:25
eru354,Eleanore Ulrich,scanned in to,Drexel Recreation Center,2021-10-02,22:24:30
lck63,Lawrence Keating,scanned in to,Drexel Recreation Center,2021-10-03,00:30:33
hva36,Helene Austin,scanned in to,Drexel Recreation Center,2021-10-03,02:14:27
pjs97,Phillip Smith,scanned in to,Drexel Recreation Center,2021-10-03,02:37:22
ast32,Antoinette Taggart,scanned in to,Drexel Recreation Center,2021-10-03,04:58:14
cwm51,Clifford Medellin,scanned in to,Drexel Recreation Center,2021-10-03,06:09:48
scj90,Sadie Johnson,scanned in to,Drexel Recreation Center,2021-10-03,06:14:59
jbh303,Joyce Healey,scanned in to,Drexel Recreation Center,2021-10-03,08:28:05
wrf75,William Furman,scanned in to,Drexel Recreation Center,2021-10-03,11:42:28
lfr27,Lisa Ray,scanned in to,Drexel Recreation Center,2021-10-03,15:21:50
kls78,Kim Sonoda,scanned in to,Drexel Recreation Center,2021-10-03,17:58:04
jbl55,Justin Landa,scanned in to,Drexel Recreation Center,2021-10-03,20:47:20
emh15,Elizabeth Hill,scanned in to,Drexel Recreation Center,2021-10-04,00:05:50
rwd27,Ronald Dolan,scanned in to,Drexel Recreation Center,2021-10-04,02:44:51
pbl41,Petra Lopez,scanned in to,Drexel Recreation Center,2021-10-04,06:29:40
ejb65,Elizabeth Blandford,scanned in to,Drexel Recreation Center,2021-10-04,07:20:24
abr51,Anthony Raderstorf,scanned in to,Drexel Recreation Center,2021-10-04,09:04:36
mrh82,Michael Hatcher,scanned in to,Drexel Recreation Center,2021-10-04,12:03:59
lkg42,Lori Grosvenor,scanned in to,Drexel Recreation Center,2021-10-04,15:44:06
mcd56,Michael Dockery,scanned in to,Drexel Recreation Center,2021-10-04,18:35:14
lmm866,Lee Mosher,scanned in to,Drexel Recreation Center,2021-10-04,19:25:42
agm60,Ann Macklin,scanned in to,Drexel Recreation Center,2021-10-04,21:16:21
jcc43,Jan Cook,scanned in to,Drexel Recreation Center,2021-10-04,23:54:48
kkl11,Kayleigh Leftwich,scanned in to,Drexel Recreation Center,2021-10-05,02:43:26
pms63,Patricia Scelzo,scanned in to,Drexel Recreation Center,2021-10-05,06:34:14
pcr53,Pamela Ratliff,scanned in to,Drexel Recreation Center,2021-10-05,09:30:22
bsg16,Bernice Gill,scanned in to,Drexel Recreation Center,2021-10-05,12:32:01
mea77,Mary Arnold,scanned in to,Drexel Recreation Center,2021-10-05,14:17:29
rld687,Robbin Dobles,scanned in to,Drexel Recreation Center,2021-10-05,18:00:51
sbm81,Shirley Mills,scanned in to,Drexel Recreation Center,2021-10-05,21:33:58
emw50,Ethelyn Wahlstrom,scanned in to,Drexel Recreation Center,2021-10-05,21:36:51
opn311,Orlando Norman,scanned in to,Drexel Recreation Center,2021-10-06,00:07:02
fpc32,Frances Cain,scanned in to,Drexel Recreation Center,2021-10-06,01:58:09
hsg98,Helen Gingras,scanned in to,Drexel Recreation Center,2021-10-06,05:14:54
cmw27,Cortney Woolsey,scanned in to,Drexel Recreation Center,2021-10-06,05:49:59
mnc282,Mary Chavez,scanned in to,Drexel Recreation Center,2021-10-06,08:31:57
jtk83,Juan Kontos,scanned in to,Drexel Recreation Center,2021-10-06,12:26:29
cec84,Claude Cameron,scanned in to,Drexel Recreation Center,2021-10-06,13:28:25
ajg87,Alvin Gregory,scanned in to,Drexel Recreation Center,2021-10-06,17:17:47
mda35,Marguerite Allman,scanned in to,Drexel Recreation Center,2021-10-06,20:49:04
bjr38,Bruce Ruth,scanned in to,Drexel Recreation Center,2021-10-06,21:35:27
lmd311,Leonard Dixon,scanned in to,Drexel Recreation Center,2021-10-07,00:41:14
nmv385,Numbers Vazquez,scanned in to,Drexel Recreation Center,2021-10-07,02:40:02
wgw982,William Wagner,scanned in to,Drexel Recreation Center,2021-10-07,05:10:51
nwb55,Nicholas Boxx,scanned in to,Drexel Recreation Center,2021-10-07,07:58:33
rlm96,Rebecca Morgan,scanned in to,Drexel Recreation Center,2021-10-07,10:02:01
flm20,Fernando Micucci,scanned in to,Drexel Recreation Center,2021-10-07,13:59:51
gjs53,Gail Sanchez,scanned in to,Drexel Recreation Center,2021-10-07,14:38:03
abc16,Aubrey Caruso,scanned in to,Drexel Recreation Center,2021-10-07,17:18:22
lsc97,Lottie Carpenter,scanned in to,Drexel Recreation Center,2021-10-07,19:15:20
ehm402,Eugene Marshburn,scanned in to,Drexel Recreation Center,2021-10-07,21:23:15
bsm72,Barbara Morales,scanned in to,Drexel Recreation Center,2021-10-07,22:51:45
asc87,Al Caperton,scanned in to,Drexel Recreation Center,2021-10-08,00:56:57
mab976,Maureen Bradley,scanned in to,Drexel Recreation Center,2021-10-08,02:12:17
gct68,Gladys Tripp,scanned in to,Drexel Recreation Center,2021-10-08,06:08:02
bjf455,Brian Ford,scanned in to,Drexel Recreation Center,2021-10-08,06:42:13
ncs154,Nicolasa Schmidt,scanned in to,Drexel Recreation Center,2021-10-08,09:16:52
trl48,Timothy Levasseur,scanned in to,Drexel Recreation Center,2021-10-08,13:16:13
ecm88,Ella Mielke,scanned in to,Drexel Recreation Center,2021-10-08,16:39:07
kab18,Karen Bruner,scanned in to,Drexel Recreation Center,2021-10-08,18:43:40
jta119,Jessie Abbott,scanned in to,Drexel Recreation Center,2021-10-08,18:56:31
mmg631,Michael Galloway,scanned in to,Drexel Recreation Center,2021-10-08,22:21:36
jbr78,Jonathan Rodriguez,scanned in to,Drexel Recreation Center,2021-10-09,00:33:52
aak24,Angel Kelly,scanned in to,Drexel Recreation Center,2021-10-09,02:26:08
mfb33,Marie Brown,scanned in to,Drexel Recreation Center,2021-10-09,03:03:18
rkr74,Randall Roszel,scanned in to,Drexel Recreation Center,2021-10-09,06:53:30
mlt60,Martin Tyrrell,scanned in to,Drexel Recreation Center,2021-10-09,09:14:41
mrh19,Matthew Hassing,scanned in to,Drexel Recreation Center,2021-10-09,11:07:32
ndh35,Nellie Honeycutt,scanned in to,Drexel Recreation Center,2021-10-09,14:17:26
ckw99,Cynthia Wagoner,scanned in to,Drexel Recreation Center,2021-10-09,17:30:12
kst65,Kevin Templeton,scanned in to,Drexel Recreation Center,2021-10-09,19:41:20
sso79,Sean Oestmann,scanned in to,Drexel Recreation Center,2021-10-09,22:48:18
mkp91,Masako Perry,scanned in to,Drexel Recreation Center,2021-10-10,01:03:14
acs33,Alec Stilwell,scanned in to,Drexel Recreation Center,2021-10-10,03:27:19
jmb59,Jonas Bechtol,scanned in to,Drexel Recreation Center,2021-10-10,05:52:32
lrc69,Leo Chasse,scanned in to,Drexel Recreation Center,2021-10-10,05:59:26
ajm974,Anthony Mellow,scanned in to,Drexel Recreation Center,2021-10-10,08:54:23
bmw669,Brooke Wright,scanned in to,Drexel Recreation Center,2021-10-10,10:03:12
cdv20,Charles Vail,scanned in to,Drexel Recreation Center,2021-10-10,12:45:49
arg675,Art Gonzales,scanned in to,Drexel Recreation Center,2021-10-10,13:50:14
jhc43,Jo Cohen,scanned in to,Drexel Recreation Center,2021-10-10,16:58:06
cmw90,Crystal Weinzierl,scanned in to,Drexel Recreation Center,2021-10-10,19:50:48
