Drexel ID,Annual Salary,Date of Birth,Full Name,Job Title,Year Started,Employer,Time Reporting Period,Direct Deposit,Electronic W2 Form,Turbo Tax Option
mg535,96336,10/12/1973,Mithila Guha,Professor,2005,Drexel University,biweekly,True,True,Included
zjg44,110776,2/7/1995,Zoe J Godfrey,Professor,2020,Drexel University,biweekly,False,False,Included
mjh23,99984,4/1/1994,Michael J Howley,Professor,2019,Drexel University,biweekly,False,True,Opt Out
mwb93,93971,5/22/1957,Malcolm W Brown,Professor,1978,Drexel University,biweekly,False,True,Included
mmd882,107041,6/10/1993,Michaela M Draganska,Professor,2019,Drexel University,semi-monthly,True,True,Included
emf10,102227,5/14/1954,Elea M Feit,Professor,1994,Drexel University,biweekly,True,True,Included
dek773,87974,7/21/1958,Daniel E Korschun,Professor,1979,Drexel University,biweekly,True,True,Opt Out
ss468,84335,11/21/1951,Srinivasan Swaminathan,Professor,1976,Drexel University,semi-monthly,False,True,Opt Out
ss105,81993,3/19/1993,Shefali Sharma,Professor,2015,Drexel University,biweekly,True,False,Opt Out
mvr56,95838,12/5/1954,Michael V Rodino,Professor,1983,Drexel University,semi-monthly,True,True,Included
mjr132,90639,1/3/1953,Matthew J Reindorp,Professor,1975,Drexel University,biweekly,True,True,Included
sk525,82627,5/1/1991,Seung-Lae Kim,Professor,2018,Drexel University,semi-monthly,True,True,Included
ab301,111675,5/26/1970,Avijit Banerjee,Professor,2010,Drexel University,semi-monthly,True,False,Included
ws828,94997,3/2/1980,Wenjing Shen,Professor,2001,Drexel University,semi-monthly,True,True,Included
elj72,97298,7/7/1967,Ebony L Jones,Professor,2004,Drexel University,semi-monthly,False,False,Included
cag80,91412,8/22/1957,Carmen A Green,Professor,1988,Drexel University,biweekly,False,False,Included
dbk885,86202,10/15/1970,David B Kurz,Professor,2007,Drexel University,semi-monthly,True,True,Included
rh455,107161,12/22/1977,Ryan Hummel,Professor,1999,Drexel University,biweekly,False,False,Opt Out
cjr905,89994,1/12/1975,Christian J Resick,Professor,2014,Drexel University,biweekly,True,True,Included
fyp956,84269,12/5/1954,Fariborz Y Partovi,Professor,1986,Drexel University,biweekly,False,True,Included
taw92,112300,3/23/1988,Tiffani A Worthy,Professor,2014,Drexel University,semi-monthly,False,True,Included
sc465,86083,12/7/1967,Simon Cleveland,Professor,2006,Drexel University,biweekly,False,False,Included
pjo69,98686,3/15/1970,Patrick J O'Brien,Professor,2002,Drexel University,biweekly,True,False,Opt Out
ark43,88388,3/16/1986,Andrew R Kennedy,Professor,2013,Drexel University,biweekly,False,False,Opt Out
esf96,97058,12/8/1971,Edward S Falkowski,Professor,2008,Drexel University,biweekly,True,False,Included
lbc49,82693,5/5/1962,Lawrence B Cohen,Professor,1999,Drexel University,biweekly,False,False,Opt Out
jfl27,112207,11/25/1958,Jeff F Levine,Professor,1980,Drexel University,biweekly,True,False,Included
as579,108833,10/26/1990,Angelise Stuhl,Professor,2017,Drexel University,semi-monthly,True,True,Included
scn123,87452,12/2/1984,Sarah C Napoli,Professor,2006,Drexel University,biweekly,True,True,Included
jgm42,89833,5/17/1974,Joel G Maxcy,Professor,2004,Drexel University,semi-monthly,True,False,Included
mfg21,84518,5/5/1973,Mark F Gress,Professor,2009,Drexel University,semi-monthly,True,False,Included
ejs62,97835,10/8/1952,Ellen J Staurowsky,Professor,1990,Drexel University,biweekly,False,False,Included
sak11,93463,12/9/1952,Stacy A Kline,Professor,1979,Drexel University,biweekly,False,False,Included
yz314,96971,9/27/1964,Yuen Zhou,Professor,2002,Drexel University,biweekly,True,False,Opt Out
vmh45,95354,4/7/1964,Vanessa M Herrera,Professor,1994,Drexel University,biweekly,True,True,Included
cjm87,102377,2/25/1967,Christian J Maxey,Professor,1988,Drexel University,biweekly,False,False,Opt Out
smm61,87749,2/26/1970,Shawna M Morse,Professor,1998,Drexel University,biweekly,True,False,Included
tjg93,97649,6/25/1965,Tony J Grangel,Professor,2002,Drexel University,semi-monthly,True,False,Opt Out
al616,84584,5/4/1973,Ashley LaTorre,Professor,2000,Drexel University,semi-monthly,False,False,Opt Out
eg721,104819,6/20/1954,Emma Glackin,Professor,1990,Drexel University,biweekly,False,False,Opt Out
sg474,89778,8/6/1950,Sarah Grogan,Professor,1978,Drexel University,semi-monthly,True,False,Opt Out
ceb83,81940,9/16/1958,Caitlin E Brady,Professor,1984,Drexel University,semi-monthly,False,True,Opt Out
mdp96,87329,3/1/1978,Michelle D Pearl,Professor,2009,Drexel University,semi-monthly,True,False,Included
sl671,101196,11/26/1958,Sean Lawson,Professor,1986,Drexel University,biweekly,False,False,Opt Out
jd527,102182,9/24/1956,Jaylynn Dixon,Professor,1993,Drexel University,biweekly,False,True,Opt Out
jal85,104141,12/22/1984,Jonathan A Liss,Professor,2011,Drexel University,semi-monthly,False,True,Included
cr281,88896,7/24/1962,Cheryl Renz,Professor,1983,Drexel University,biweekly,False,True,Included
jmm354,91688,9/1/1978,Jackie M McCurdy,Professor,2016,Drexel University,semi-monthly,False,True,Included
mmc56,81984,12/6/1976,Margaret M Coyle-Savidge,Professor,2015,Drexel University,semi-monthly,False,True,Included
eld22,83738,4/4/1978,Evan L Danziger,Professor,1998,Drexel University,biweekly,True,False,Included
kth54,104918,1/11/1961,Kerrivah T Heard,Professor,1992,Drexel University,semi-monthly,True,False,Opt Out
bsb12,86231,9/3/1986,Bri S Broadus,Professor,2008,Drexel University,biweekly,False,True,Opt Out
bjj41,104671,8/16/1977,Brandon J Jacob,Professor,1997,Drexel University,biweekly,False,True,Included
lb648,92783,11/24/1950,Leesa Branch,Professor,1984,Drexel University,semi-monthly,True,False,Included
kcb178,86352,10/23/1988,Ken C Bohrer,Professor,2011,Drexel University,biweekly,False,False,Opt Out
sar451,97054,10/14/1971,Stefania A Revelli,Professor,2006,Drexel University,biweekly,False,False,Included
glr337,112784,5/9/1977,Gwendelyn L Ruff,Professor,2004,Drexel University,semi-monthly,False,False,Included
jk806,99573,9/20/1972,Jessica Kratzer,Professor,2012,Drexel University,biweekly,True,False,Included
ljl43,82007,9/19/1993,Laurie J Lenz,Professor,2017,Drexel University,biweekly,True,True,Opt Out
zc283,105931,9/7/1992,Zoraida Cordero,Professor,2018,Drexel University,semi-monthly,True,True,Included
tab68,99928,7/16/1982,Tariem A Burroughs,Professor,2006,Drexel University,semi-monthly,False,True,Included
js125,109944,6/8/1984,Jah-Elyse Sayers,Professor,2011,Drexel University,biweekly,False,False,Included
gsk80,92669,12/14/1985,Grace S Kim,Professor,2006,Drexel University,semi-monthly,True,True,Included
rh449,90902,11/3/1954,Rayna Hughes,Professor,1992,Drexel University,semi-monthly,True,False,Included
emb63,87187,3/26/1951,Elise M Bryers,Professor,1979,Drexel University,biweekly,True,True,Opt Out
jrl93,109196,1/28/1992,Jennifer R Lacovara,Professor,2018,Drexel University,biweekly,True,True,Opt Out
alz52,110436,2/18/1993,Adam L Zahn,Professor,2018,Drexel University,semi-monthly,True,True,Opt Out
cns72,107445,8/19/1984,Chuck N Sacco,Professor,2006,Drexel University,semi-monthly,True,True,Opt Out
smq77,88185,1/12/1964,Scott M Quitel,Professor,2004,Drexel University,semi-monthly,True,False,Included
zs578,94446,7/4/1989,Zahed Subhan,Professor,2011,Drexel University,semi-monthly,False,False,Included
arg165,100590,5/13/1987,Anna R Greenwald,Professor,2013,Drexel University,biweekly,False,True,Included
oo682,82949,3/21/1979,Ozlem Ogutveren-Gonul,Professor,2016,Drexel University,semi-monthly,True,False,Opt Out
kgw90,108644,10/23/1960,Kahlil G Wyche,Professor,1985,Drexel University,semi-monthly,True,True,Opt Out
rlm612,111992,4/24/1951,Robert L Morier,Professor,1980,Drexel University,biweekly,False,True,Opt Out
ds548,85793,7/14/1984,Damian Salas,Professor,2005,Drexel University,biweekly,False,False,Included
bel56,82472,5/5/1957,Barrie E Litzky,Professor,1989,Drexel University,semi-monthly,False,True,Opt Out
jhw42,112112,10/6/1960,John H Wilson,Professor,2000,Drexel University,semi-monthly,False,False,Included
rb871,85668,8/11/1991,Rita Berson,Professor,2016,Drexel University,semi-monthly,False,False,Opt Out
kh216,100281,9/10/1965,Kristen Hayes,Professor,1999,Drexel University,biweekly,True,False,Opt Out
dwm231,106949,5/10/1962,Daniel W Moix,Professor,1999,Drexel University,biweekly,False,False,Included
bls57,102246,7/15/1959,Brian L Stuart,Professor,1986,Drexel University,semi-monthly,False,False,Opt Out
aam74,110341,8/2/1975,Adelaida A Medlock,Professor,2007,Drexel University,semi-monthly,True,True,Opt Out
yo311,82079,5/27/1953,Yusuf Osmanlioglu,Professor,1979,Drexel University,semi-monthly,True,True,Opt Out
ks272,96873,6/26/1970,Kurt Schmidt,Professor,2003,Drexel University,semi-monthly,True,False,Included
dv554,105149,9/8/1969,Dimitra Vista,Professor,1999,Drexel University,biweekly,False,False,Opt Out
gl905,100898,12/1/1973,Galen Long,Professor,1997,Drexel University,semi-monthly,True,True,Included
mwb75,110378,7/27/1952,Mark W Boady,Professor,1987,Drexel University,semi-monthly,False,False,Included
se551,94243,3/4/1995,Steve Earth,Professor,2019,Drexel University,biweekly,False,True,Opt Out
bsm74,107617,1/25/1959,Brian S Mitchell,Professor,1979,Drexel University,biweekly,True,True,Opt Out
sm548,100006,5/25/1975,Spiros Mancoridis,Professor,2012,Drexel University,semi-monthly,False,False,Included
dds133,107671,8/6/1981,Dario D Salvucci,Professor,2008,Drexel University,biweekly,False,False,Included
ebk79,99644,3/24/1963,Ehsan B Khosroshahi,Professor,1998,Drexel University,semi-monthly,True,False,Included
deb46,110542,3/18/1957,David E Breen,Professor,1988,Drexel University,biweekly,True,False,Opt Out
mp253,84220,7/22/1965,Manolis Pountourakis,Professor,1988,Drexel University,semi-monthly,True,False,Included
rm951,89058,3/3/1963,Reza Moradinezhad,Professor,1987,Drexel University,biweekly,True,False,Opt Out
jmz991,111246,10/7/1987,John M Zlotek,Professor,2013,Drexel University,biweekly,False,False,Included
mjb28,99678,6/4/1950,Matthew J Burlick,Professor,1975,Drexel University,biweekly,False,True,Included
sph67,87758,5/7/1965,Stephen P Hansen,Professor,2003,Drexel University,semi-monthly,False,False,Included
smb87,88085,4/19/1983,Sam M Bever,Professor,2003,Drexel University,semi-monthly,True,True,Opt Out
sj409,91904,2/4/1991,Shahin Jabbari,Professor,2015,Drexel University,biweekly,False,True,Included
jrj98,98416,8/19/1971,Jeremy R Johnson,Professor,2011,Drexel University,semi-monthly,False,True,Included
kx323,109766,9/1/1977,Kaidi Xu,Professor,2002,Drexel University,biweekly,True,False,Opt Out
cjc603,91006,7/21/1955,Chris J Carroll,Professor,1987,Drexel University,semi-monthly,True,True,Opt Out
hmc96,103030,10/16/1957,Hengyi M Chu,Professor,1985,Drexel University,semi-monthly,True,True,Opt Out
djc16,83088,12/5/1995,David J Comroe,Professor,2020,Drexel University,semi-monthly,False,True,Opt Out
rmr79,86917,9/17/1973,Ryan M Roth,Professor,2004,Drexel University,semi-monthly,False,False,Included
mat80,103450,11/18/1950,Michelle A Tarbutton,Professor,1990,Drexel University,biweekly,False,False,Included
cls41,86374,12/7/1992,Christopher L Stevens,Professor,2012,Drexel University,biweekly,False,True,Opt Out
cep92,94370,5/7/1984,Chad E Peiper,Professor,2008,Drexel University,semi-monthly,True,False,Opt Out
msc10,105207,4/11/1978,Michael S Cordano,Professor,2012,Drexel University,semi-monthly,False,True,Opt Out
ey721,110036,6/20/1991,Erjia Yan,Professor,2012,Drexel University,semi-monthly,True,False,Opt Out
trp65,99806,8/1/1974,Tammy R Pirmann,Professor,2009,Drexel University,semi-monthly,False,True,Included
mlr32,107092,1/11/1953,Michelle L Rogers,Professor,1979,Drexel University,semi-monthly,False,True,Opt Out
awc61,92428,8/11/1964,Andrew W Calhoun,Professor,2000,Drexel University,semi-monthly,False,False,Included
tmm45,97047,11/25/1953,Tiffany M Miller,Professor,1983,Drexel University,biweekly,True,True,Included
fiv55,100910,4/13/1951,Filippos I Vokolos,Professor,1990,Drexel University,biweekly,True,True,Opt Out
jks75,106986,5/5/1986,Jeff K Salvage,Professor,2009,Drexel University,biweekly,False,False,Included
mt249,112589,8/1/1959,Milad Toutounchian,Professor,1982,Drexel University,semi-monthly,False,True,Included
gwh45,101746,9/4/1980,Gregory W Hislop,Professor,2020,Drexel University,biweekly,False,True,Included
sr343,106141,8/7/1953,Shadi Rezapour,Professor,1978,Drexel University,biweekly,True,False,Included
bys194,95960,9/19/1968,Bhupesh Y Shetty,Professor,1989,Drexel University,semi-monthly,True,True,Opt Out
lw459,97670,6/11/1950,Lei Wang,Professor,1988,Drexel University,biweekly,False,False,Opt Out
ns504,86578,1/8/1992,Natasha Staples,Professor,2017,Drexel University,semi-monthly,False,False,Included
smp25,107415,12/3/1978,Sonia M Pascua,Professor,1999,Drexel University,biweekly,True,False,Opt Out
tjg35,82161,12/10/1952,Tim J Gorichanaz,Professor,1972,Drexel University,semi-monthly,True,True,Included
wk362,94081,12/21/1964,Weimao Ke,Professor,1989,Drexel University,semi-monthly,False,True,Included
bs426,111408,10/3/1967,Bo Song,Professor,2000,Drexel University,biweekly,True,True,Opt Out
slh16,97652,8/18/1975,Spencer L Hopkins,Professor,2007,Drexel University,biweekly,True,True,Opt Out
hct51,105538,12/26/1995,Hegler Correa Tissot,Professor,2017,Drexel University,biweekly,False,False,Included
ya616,108653,2/22/1954,Yuan An,Professor,1976,Drexel University,semi-monthly,False,True,Included
jss77,110557,1/16/1974,John S Seberger,Professor,1997,Drexel University,biweekly,False,False,Included
daa694,93268,10/18/1974,David A Appelbaum,Professor,1998,Drexel University,biweekly,True,False,Included
tjh14,107569,3/18/1970,Thomas J Heverin,Professor,1999,Drexel University,biweekly,True,True,Opt Out
xh488,102287,8/27/1991,Xiaohua Hu,Professor,2013,Drexel University,biweekly,True,True,Included
ajk70,94868,1/21/1984,Andrew J Kane,Professor,2009,Drexel University,biweekly,False,False,Included
pg782,111433,7/14/1960,Peter Grillo,Professor,1985,Drexel University,semi-monthly,False,True,Included
sam683,96651,4/12/1967,Scott A McCreary,Professor,1989,Drexel University,semi-monthly,True,False,Included
ahp71,110421,3/4/1959,Alexander H Poole,Professor,1995,Drexel University,biweekly,True,True,Included
jrw988,102413,4/19/1954,Joanna R Weidler-Lewis,Professor,1992,Drexel University,semi-monthly,False,False,Opt Out
jp213,102345,6/16/1952,Jung-Ran Park,Professor,1974,Drexel University,biweekly,False,True,Opt Out
pac93,98482,10/18/1981,Polly A College,Professor,2002,Drexel University,semi-monthly,False,False,Included
is225,105868,9/10/1985,Il-Yeol Song,Professor,2007,Drexel University,semi-monthly,True,False,Opt Out
xl402,97555,10/18/1975,Xia Lin,Professor,1996,Drexel University,biweekly,True,True,Included
mrk22,111743,7/12/1952,Mat R Kelly,Professor,1991,Drexel University,semi-monthly,False,False,Opt Out
kdm798,110341,5/25/1991,Kasey D Meredith,Professor,2017,Drexel University,semi-monthly,False,True,Included
jh586,111740,4/24/1953,Jina Huh-Yoo,Professor,1976,Drexel University,semi-monthly,True,False,Opt Out
cc317,95312,4/2/1965,Chaomei Chen,Professor,2000,Drexel University,biweekly,True,True,Included
pwd773,83126,5/7/1974,Prudence W Dalrymple,Professor,2010,Drexel University,semi-monthly,True,True,Opt Out
jeb48,102319,10/12/1979,Jeff E Bullard,Professor,2000,Drexel University,semi-monthly,False,True,Included
mem37,103803,9/13/1971,Melvin E Moore,Professor,2007,Drexel University,biweekly,False,False,Included
jg505,99439,9/17/1985,Jane Greenberg,Professor,2011,Drexel University,semi-monthly,False,True,Opt Out
mmb94,103945,4/4/1971,Melissa M Brinn,Professor,1994,Drexel University,semi-monthly,True,False,Opt Out
as551,103236,11/3/1956,Aleksandra Sarcevic,Professor,1995,Drexel University,biweekly,True,True,Included
hlw10,94404,5/5/1955,Heather L Willever-Farr,Professor,1988,Drexel University,semi-monthly,False,True,Included
jw417,110994,11/1/1957,Jake Williams,Professor,1984,Drexel University,biweekly,False,True,Opt Out
ta836,84391,5/10/1970,Troy Abel,Professor,2005,Drexel University,biweekly,False,False,Included
eac384,105816,7/23/1972,Elizabeth A Campbell,Professor,1993,Drexel University,semi-monthly,True,False,Included
pc811,85973,12/3/1982,Preetha Chatterjee,Professor,2006,Drexel University,semi-monthly,True,True,Opt Out
bv548,95471,1/25/1950,Boris Valerstein,Professor,1981,Drexel University,biweekly,True,True,Opt Out
spg43,93390,8/17/1991,Sean P Grimes,Professor,2011,Drexel University,semi-monthly,True,False,Included
csg85,110676,10/26/1974,Colin S Gordon,Professor,2011,Drexel University,semi-monthly,False,False,Opt Out
kle70,97811,7/11/1984,Kristy L Eells,Professor,2008,Drexel University,semi-monthly,True,True,Opt Out
wta24,107617,5/24/1953,William T Ahern,Professor,1986,Drexel University,biweekly,False,False,Included
art64,86946,12/14/1956,Amanda R Tessler,Professor,1991,Drexel University,biweekly,False,False,Included
tdw90,112153,5/3/1958,Tammi D Wrice,Professor,1989,Drexel University,biweekly,False,False,Included
bg765,104204,1/15/1961,Briana Green,Professor,1996,Drexel University,semi-monthly,False,False,Opt Out
jjl30,112489,10/19/1952,James J Lo,Professor,1992,Drexel University,biweekly,True,False,Included
jrf73,95196,9/14/1979,Jeffery R Fama,Professor,2008,Drexel University,semi-monthly,True,False,Included
msw692,95321,12/25/1970,Michael S Waring,Professor,2005,Drexel University,semi-monthly,True,True,Opt Out
mjw57,102393,3/13/1966,Michael J Walters,Professor,2004,Drexel University,semi-monthly,True,True,Opt Out
ac785,103720,10/12/1956,Aviel Chaimovich,Professor,1980,Drexel University,biweekly,True,False,Included
pd978,102935,6/3/1985,Peter Deak,Professor,2005,Drexel University,semi-monthly,False,False,Opt Out
rac402,98484,8/8/1973,Richard A Cairncross,Professor,2001,Drexel University,semi-monthly,True,False,Included
vk231,96082,12/28/1982,Vibha Kalra,Professor,2006,Drexel University,biweekly,False,True,Opt Out
mc247,106435,8/14/1975,Megan Creighton,Professor,2011,Drexel University,biweekly,False,True,Opt Out
jbb79,111466,8/14/1989,Jason B Baxter,Professor,2013,Drexel University,semi-monthly,True,True,Included
mht84,91693,12/13/1989,Maureen H Tang,Professor,2013,Drexel University,semi-monthly,False,False,Included
mcg79,102027,12/15/1969,Mike C Grady,Professor,1996,Drexel University,semi-monthly,False,True,Opt Out
ms675,102648,4/22/1961,Masoud Soroush,Professor,1989,Drexel University,biweekly,True,False,Included
jl808,99913,7/2/1965,Joshua Lequieu,Professor,2005,Drexel University,semi-monthly,True,True,Included
jwv80,110319,10/9/1978,John W Via,Professor,2001,Drexel University,semi-monthly,True,True,Included
nja38,111910,5/15/1984,Nicolas J Alvarez,Professor,2005,Drexel University,biweekly,False,True,Included
jds99,106624,12/4/1971,Joshua D Snyder,Professor,2003,Drexel University,biweekly,False,True,Opt Out
kkl87,83240,5/26/1970,Kenneth K Lau,Professor,2003,Drexel University,semi-monthly,False,False,Included
atf13,84319,6/19/1995,Aaron T Fafarman,Professor,2020,Drexel University,biweekly,True,False,Included
cfa66,85551,2/23/1977,Cameron F Abrams,Professor,2014,Drexel University,biweekly,True,False,Included
grp76,85674,7/20/1953,Giuseppe R Palmese,Professor,1990,Drexel University,biweekly,True,False,Included
cl712,90978,6/4/1970,Christopher Li,Professor,1997,Drexel University,biweekly,True,True,Included
jbh50,89568,8/6/1983,Joseph B Hughes,Professor,2005,Drexel University,semi-monthly,False,False,Included
aer98,90704,1/1/1970,Adams E Rackes,Professor,1995,Drexel University,biweekly,True,True,Opt Out
mcr63,91700,3/15/1995,Matt C Reichenbach,Professor,2018,Drexel University,biweekly,False,True,Opt Out
rhs66,111357,9/24/1966,Robert H Swan,Professor,1999,Drexel University,semi-monthly,True,False,Included
slc63,82083,1/6/1961,Shannon L Capps,Professor,1991,Drexel University,biweekly,False,True,Included
fam82,112482,1/11/1956,Franco A Montalto,Professor,1987,Drexel University,semi-monthly,True,False,Opt Out
sc422,98347,8/3/1991,Shi-Chieh Cheng,Professor,2018,Drexel University,semi-monthly,True,False,Included
aoa72,83464,8/3/1951,Abieyuwa O Aghayere,Professor,1980,Drexel University,biweekly,False,True,Included
jpm32,99189,7/15/1995,Joseph P Martin,Professor,2015,Drexel University,semi-monthly,True,False,Opt Out
ib398,96050,5/17/1963,Ivan Bartoli,Professor,1998,Drexel University,biweekly,True,True,Included
map77,107237,5/26/1959,Miguel A Pando,Professor,1994,Drexel University,semi-monthly,True,False,Included
ggh97,84093,11/20/1974,Grace G Hsuan,Professor,1998,Drexel University,biweekly,True,False,Opt Out
mor77,89751,6/26/1984,Michael O Ryan,Professor,2011,Drexel University,biweekly,False,True,Opt Out
kms27,97080,11/15/1967,Kathleen M Short,Professor,2007,Drexel University,biweekly,False,True,Opt Out
pam14,87221,11/28/1976,Pasqualina A Montgomery,Professor,2009,Drexel University,semi-monthly,False,True,Included
lel69,93443,3/18/1978,Lawrence E Leso,Professor,2013,Drexel University,semi-monthly,True,True,Opt Out
kss27,109067,11/12/1953,Kenneth S Sands,Professor,1979,Drexel University,semi-monthly,False,True,Included
xw664,98044,3/6/1967,Xi Wang,Professor,1988,Drexel University,semi-monthly,False,False,Opt Out
cwc47,104067,6/13/1950,Charles W Cook,Professor,1988,Drexel University,biweekly,True,False,Opt Out
cmf19,106118,7/9/1972,Christine M Fiori,Professor,2008,Drexel University,semi-monthly,False,True,Included
jpc63,92647,6/1/1989,Johanna P Casale,Professor,2013,Drexel University,biweekly,False,False,Included
mdm53,82915,5/10/1960,Matt D Morettini,Professor,1995,Drexel University,semi-monthly,False,False,Opt Out
bab647,101490,1/25/1982,Bruce A Boylston,Professor,2004,Drexel University,semi-monthly,False,False,Opt Out
wrm374,97629,12/25/1960,William R Mincks,Professor,1984,Drexel University,semi-monthly,True,True,Opt Out
jab26,103653,6/21/1959,James A Breen,Professor,1991,Drexel University,biweekly,False,True,Included
jas58,109393,1/24/1955,James A Shackleford,Professor,1975,Drexel University,semi-monthly,False,False,Opt Out
jc382,82511,11/26/1993,Jaudelice C de Oliveira,Professor,2017,Drexel University,biweekly,True,True,Included
arc91,82009,6/13/1950,Andrew R Cohen,Professor,1983,Drexel University,semi-monthly,False,True,Opt Out
is396,103621,8/6/1965,Ioannis Savidis,Professor,2005,Drexel University,semi-monthly,True,True,Opt Out
pn245,95000,11/23/1986,Prawat Nagvajara,Professor,2011,Drexel University,biweekly,False,False,Opt Out
bn165,94562,1/23/1979,Bahram Nabet,Professor,2018,Drexel University,semi-monthly,True,True,Opt Out
kjs36,99448,2/2/1973,Kevin J Scoles,Professor,2003,Drexel University,biweekly,False,False,Included
den60,85135,11/6/1970,Dagmar E Niebur,Professor,2005,Drexel University,semi-monthly,False,True,Opt Out
fl498,84880,4/1/1985,Fei Lu,Professor,2012,Drexel University,semi-monthly,False,True,Included
tfh574,93170,11/1/1995,Thomas F Halpin,Professor,2016,Drexel University,biweekly,False,True,Included
fsc37,91894,12/3/1971,Fernand S Cohen,Professor,1997,Drexel University,biweekly,False,False,Included
cwp354,106988,8/18/1966,Christopher W Peters,Professor,1987,Drexel University,semi-monthly,True,False,Included
bae39,92947,4/9/1977,Bruce A Eisenstein,Professor,2001,Drexel University,semi-monthly,False,False,Opt Out
tac553,108645,12/1/1970,Thomas A Chmielewski,Professor,2001,Drexel University,biweekly,True,True,Opt Out
yek14,85205,4/22/1960,Youngmoo E Kim,Professor,1986,Drexel University,biweekly,False,True,Opt Out
ag416,97202,11/18/1978,Allon Guez,Professor,2006,Drexel University,biweekly,True,False,Opt Out
spw98,96274,12/12/1987,Steven P Weber,Professor,2011,Drexel University,biweekly,False,True,Included
lz101,107858,9/27/1961,Lifeng Zhou,Professor,1992,Drexel University,semi-monthly,False,False,Included
bt812,90746,4/13/1961,Baris Taskin,Professor,2000,Drexel University,biweekly,True,False,Included
lh467,102420,1/17/1971,Leonid Hrebien,Professor,1996,Drexel University,biweekly,False,True,Opt Out
gf799,110429,11/3/1965,Gennady Friedman,Professor,2002,Drexel University,semi-monthly,True,False,Included
jmw39,89647,1/23/1973,John M Walsh,Professor,2002,Drexel University,biweekly,False,False,Included
ad252,105829,10/23/1981,Anup Das,Professor,2002,Drexel University,semi-monthly,False,False,Opt Out
pms78,92624,8/23/1975,P Mohana Shankar,Professor,2005,Drexel University,biweekly,True,False,Included
kmm96,84985,9/12/1971,Karen Miu Miller,Professor,2007,Drexel University,biweekly,True,False,Opt Out
mcs78,110181,1/27/1988,Matthew C Stamm,Professor,2014,Drexel University,semi-monthly,False,True,Opt Out
asd88,108787,7/26/1960,Afshin S Daryoush,Professor,1999,Drexel University,biweekly,True,True,Included
af151,98288,7/19/1955,Adam Fontecchio,Professor,1980,Drexel University,semi-monthly,True,False,Included
jsa18,106610,10/21/1968,Jennifer S Atchison,Professor,2001,Drexel University,biweekly,True,False,Included
dkh62,105119,12/22/1981,David K Han,Professor,2003,Drexel University,biweekly,False,False,Opt Out
nk406,84029,5/18/1968,Nagarajan Kandasamy,Professor,1996,Drexel University,biweekly,False,False,Included
glr81,107312,6/4/1986,Gail L Rosen,Professor,2009,Drexel University,semi-monthly,False,False,Included
jlt56,98983,5/22/1976,James L Tangorra,Professor,2008,Drexel University,biweekly,True,False,Opt Out
krd715,102854,12/11/1993,Kapil R Dandekar,Professor,2017,Drexel University,biweekly,False,True,Included
eec72,83722,6/4/1974,Eric E Carr,Professor,1996,Drexel University,semi-monthly,False,True,Included
frs70,98396,3/17/1993,Finley R Shapiro,Professor,2014,Drexel University,semi-monthly,False,False,Opt Out
mgm734,89143,7/8/1989,Michael G Mauk,Professor,2012,Drexel University,biweekly,False,True,Opt Out
rks87,99425,1/25/1975,Rosie K Sullivan,Professor,2007,Drexel University,semi-monthly,False,True,Opt Out
jcd47,105277,2/6/1953,James C Deiner,Professor,1979,Drexel University,biweekly,True,True,Included
ccm70,88894,12/11/1955,Christopher C Morse,Professor,1975,Drexel University,semi-monthly,True,True,Included
csc366,100465,4/17/1975,Carlo S Ciliberti,Professor,2011,Drexel University,semi-monthly,False,True,Included
mjv24,88870,11/24/1978,Michael J Vincent,Professor,2014,Drexel University,biweekly,True,True,Included
rsl97,92287,12/23/1991,Robert S Lazzaro,Professor,2012,Drexel University,semi-monthly,True,False,Included
svs55,87569,1/26/1979,Stephen V Smith,Professor,2011,Drexel University,biweekly,False,True,Included
msp98,83934,8/10/1983,Miray S Pereira,Professor,2006,Drexel University,semi-monthly,True,False,Opt Out
cmw37,107145,4/25/1994,Chris M Weyant,Professor,2021,Drexel University,semi-monthly,False,False,Included
rk387,107146,6/12/1979,Richard Knight,Professor,2007,Drexel University,biweekly,True,True,Included
yz422,87455,7/15/1983,Yucheng Zhu,Professor,2008,Drexel University,biweekly,False,True,Opt Out
tz245,102388,3/21/1983,Tongjie Zhang,Professor,2005,Drexel University,biweekly,False,True,Included
dbf26,100446,6/10/1981,David Bugallo Ferron,Professor,2003,Drexel University,semi-monthly,False,True,Included
eks989,85344,6/25/1966,Emma K Snelling,Professor,2005,Drexel University,semi-monthly,False,True,Included
az529,89786,8/5/1960,Antonios Zavaliangos,Professor,1988,Drexel University,semi-monthly,False,True,Included
ws595,98806,11/11/1953,Wei-Heng Shih,Professor,1993,Drexel University,semi-monthly,True,False,Opt Out
rrc65,82366,10/25/1972,Robin R Carr,Professor,2008,Drexel University,biweekly,True,True,Opt Out
mo274,84467,12/2/1984,Mira Olson,Professor,2009,Drexel University,biweekly,False,False,Opt Out
cnh61,93133,2/16/1968,Charles N Haas,Professor,1991,Drexel University,semi-monthly,True,False,Opt Out
plg83,106807,10/19/1989,Patrick L Gurian,Professor,2016,Drexel University,biweekly,True,True,Included
in532,110717,8/17/1987,Irina N Ciobanescu Husanu,Professor,2014,Drexel University,biweekly,False,True,Included
yme31,99402,9/27/1970,Yalcin M Ertekin,Professor,2010,Drexel University,biweekly,True,True,Included
