Drexel ID,Annual Salary,Date of Birth,Full Name,Job Title,Year Started,Employer,Time Reporting Period,Direct Deposit,Electronic W2 Form,Turbo Tax Option
no423,99663,8/15/1975,Ni Ou,Professor,2003,Drexel University,biweekly,False,False,Opt Out
arj13,102664,10/1/1979,Alexander R Jenkins,Professor,2007,Drexel University,semi-monthly,False,False,Opt Out
rcb55,88591,10/9/1952,Ron C Bishop,Professor,1974,Drexel University,biweekly,True,True,Opt Out
als773,87759,3/28/1956,Allan L Stegeman,Professor,1980,Drexel University,semi-monthly,False,False,Opt Out
msr39,82730,9/6/1981,Maggie S Riegel,Professor,2001,Drexel University,semi-monthly,False,False,Included
hl354,94121,5/16/1973,Hyunmin Lee,Professor,2003,Drexel University,semi-monthly,False,True,Included
rer29,100195,7/1/1995,Rosemary E Rys,Professor,2020,Drexel University,semi-monthly,True,True,Included
jmm75,96491,11/21/1984,Janna M MacPherson,Professor,2008,Drexel University,biweekly,True,False,Included
az702,111315,5/18/1967,Asta Zelenkauskaite,Professor,1997,Drexel University,biweekly,True,False,Included
eah61,96566,8/22/1974,Ernest A Hakanen,Professor,2002,Drexel University,biweekly,True,True,Opt Out
rjf23,82547,10/16/1960,Richard J Forney,Professor,1997,Drexel University,semi-monthly,True,True,Included
ms128,86988,10/20/1950,Marianne Swain,Professor,1979,Drexel University,semi-monthly,False,False,Opt Out
agn864,84405,5/18/1961,Alexander G Nikolaev,Professor,1990,Drexel University,semi-monthly,True,True,Opt Out
ibz854,90708,12/25/1955,Ian B Zimmermann,Professor,1982,Drexel University,semi-monthly,False,True,Included
mp296,83632,8/8/1976,Melissa Parks,Professor,2011,Drexel University,biweekly,True,True,Included
jhm36,95726,10/2/1966,Julia H May,Professor,1996,Drexel University,biweekly,False,False,Opt Out
lag88,101460,2/9/1983,Luis A Grande,Professor,2009,Drexel University,semi-monthly,True,True,Opt Out
sdt163,89084,10/15/1967,Scott D Tattar,Professor,1987,Drexel University,semi-monthly,True,True,Included
kmc213,100411,9/24/1977,Karen M Cristiano,Professor,2005,Drexel University,semi-monthly,False,True,Included
al849,109932,6/8/1973,Alice Liu,Professor,2004,Drexel University,semi-monthly,False,True,Opt Out
qs834,84377,3/17/1961,Qingyue Sun,Professor,1996,Drexel University,semi-monthly,False,True,Opt Out
nlc52,103415,3/5/1955,Nicholas L Coffman,Professor,1988,Drexel University,biweekly,False,False,Opt Out
jas24,95007,9/5/1964,John A Shiffert,Professor,1987,Drexel University,biweekly,True,True,Included
dp511,86404,7/24/1963,Dacia Paje',Professor,2003,Drexel University,biweekly,True,False,Included
jwb18,87019,5/4/1951,Joan W Blumberg,Professor,1976,Drexel University,semi-monthly,True,True,Included
smm66,88194,12/10/1964,Susan M Magee,Professor,1991,Drexel University,biweekly,True,True,Included
elk89,105759,6/27/1963,Elizabeth L Kaminsky,Professor,1991,Drexel University,biweekly,False,True,Included
ajm189,107908,1/6/1952,Angelo J Milone,Professor,1972,Drexel University,biweekly,True,True,Included
acw55,110403,12/18/1959,Anne C Willkomm,Professor,1999,Drexel University,semi-monthly,False,True,Included
dvp56,110505,2/3/1953,Douglas V Porpora,Professor,1987,Drexel University,semi-monthly,False,False,Opt Out
bal14,90715,10/15/1957,Brent A Luvaas,Professor,1989,Drexel University,semi-monthly,False,True,Opt Out
hd492,103713,10/24/1975,Hilde D Van den Bulck,Professor,2014,Drexel University,biweekly,False,True,Included
syj29,85943,6/20/1969,Sadeqa Y Johnson,Professor,1996,Drexel University,semi-monthly,False,True,Opt Out
bmg26,90028,12/8/1984,Brandi M Granett,Professor,2008,Drexel University,semi-monthly,False,False,Included
nae39,104470,8/14/1953,Nomi A Eve,Professor,1993,Drexel University,semi-monthly,False,True,Opt Out
abe38,87056,10/22/1960,Andrew B Eisenman,Professor,1990,Drexel University,semi-monthly,False,True,Opt Out
ek332,85619,2/2/1964,Elizabeth Kimball,Professor,1988,Drexel University,biweekly,True,False,Included
ald39,99545,5/26/1963,Ashley L Dickinson,Professor,1998,Drexel University,semi-monthly,True,False,Opt Out
kmp78,97020,6/10/1981,Kathleen M Powell,Professor,2006,Drexel University,semi-monthly,True,False,Opt Out
crr454,97899,9/22/1978,Cynthia R Rickards,Professor,2015,Drexel University,biweekly,True,True,Opt Out
ku112,97049,4/9/1972,Kris Unsworth,Professor,1992,Drexel University,biweekly,True,False,Included
rjk446,86816,8/16/1974,Rob J Kane,Professor,2013,Drexel University,biweekly,False,True,Included
rd835,84997,1/13/1956,Robert D'Ovidio,Professor,1976,Drexel University,biweekly,True,True,Included
ccs63,107209,7/13/1973,Catherine Clare Strange,Professor,2004,Drexel University,biweekly,True,True,Included
ctn39,95726,6/14/1979,Christopher T Nielson,Professor,2016,Drexel University,semi-monthly,False,True,Opt Out
beb943,84110,3/17/1994,Ben E Barnett,Professor,2018,Drexel University,biweekly,True,False,Opt Out
abc94,86283,4/7/1992,Anthony B Chatfield,Professor,2014,Drexel University,semi-monthly,False,True,Included
peg29,106300,8/16/1954,Phillip E Garcia,Professor,1989,Drexel University,semi-monthly,False,True,Included
ja703,82737,12/2/1975,Jan Armon,Professor,2002,Drexel University,biweekly,True,False,Included
nys43,83399,7/24/1975,Nichole Y Stinson,Professor,2001,Drexel University,semi-monthly,True,False,Included
ijc82,86318,6/4/1977,Izzy J Cihak,Professor,2016,Drexel University,biweekly,True,True,Included
hi507,82326,5/27/1988,Henry Israeli,Professor,2010,Drexel University,semi-monthly,False,True,Opt Out
cel15,86645,3/1/1980,Craig E Laird,Professor,2010,Drexel University,biweekly,True,False,Opt Out
waa96,99453,9/18/1969,William A Albertson,Professor,1997,Drexel University,semi-monthly,False,False,Opt Out
eem10,87435,1/10/1988,Erin E Mccourt,Professor,2011,Drexel University,biweekly,True,True,Opt Out
jmc15,90535,2/10/1956,Judith M Curlee,Professor,1990,Drexel University,biweekly,False,False,Included
as668,106089,4/12/1952,Andrew Snover,Professor,1983,Drexel University,biweekly,False,True,Opt Out
hjm20,88978,1/14/1962,Heather J Macon,Professor,1999,Drexel University,biweekly,True,True,Opt Out
fs873,108113,10/16/1973,Fred Siegel,Professor,2003,Drexel University,semi-monthly,True,True,Included
gp109,112105,2/19/1958,Greg Probst,Professor,1996,Drexel University,semi-monthly,True,True,Included
gpj85,107337,4/22/1959,Gregory P Jewell,Professor,1992,Drexel University,semi-monthly,True,False,Included
jjl91,98697,2/16/1992,John J Lynskey,Professor,2013,Drexel University,biweekly,True,True,Included
hc984,106459,7/14/1965,Hazel Cooper-Watts,Professor,2004,Drexel University,biweekly,True,True,Included
vab22,105747,5/26/1993,Valerie A Booth,Professor,2020,Drexel University,biweekly,True,False,Opt Out
dwd86,92928,1/24/1962,Daniel W Driscoll,Professor,1987,Drexel University,semi-monthly,True,False,Opt Out
tmf184,87696,5/20/1960,Timothy M Fitts,Professor,1996,Drexel University,semi-monthly,True,False,Included
cd533,89184,7/18/1961,Christopher Devenny,Professor,1988,Drexel University,semi-monthly,False,False,Included
ls821,100554,11/24/1976,Lyndsey Stratton,Professor,2016,Drexel University,semi-monthly,True,False,Opt Out
mrs27,83493,3/23/1992,Matthew R Smith,Professor,2018,Drexel University,biweekly,False,False,Included
kr311,95620,11/20/1993,Kathleen R Volk Miller,Professor,2016,Drexel University,semi-monthly,False,True,Opt Out
vf571,109857,6/4/1957,Valerie Fox,Professor,1988,Drexel University,biweekly,False,False,Opt Out
wgv61,85358,4/10/1956,William G Vargo,Professor,1990,Drexel University,biweekly,False,False,Included
hlm25,89532,11/16/1978,Harriet L Millan,Professor,2001,Drexel University,biweekly,True,True,Included
mm436,96733,10/9/1981,Matthew Mosher,Professor,2005,Drexel University,biweekly,True,True,Included
ek895,92018,4/16/1951,Erica Kleckner,Professor,1972,Drexel University,biweekly,False,False,Opt Out
cb901,107206,9/14/1957,Claire Barwise,Professor,1986,Drexel University,semi-monthly,False,True,Included
dlr20,100819,9/17/1991,Donna L Rondolone,Professor,2017,Drexel University,biweekly,False,True,Opt Out
pde994,99216,3/24/1968,Patricia D Egbert,Professor,2007,Drexel University,semi-monthly,False,False,Included
gam10,83018,7/11/1973,George A MacMillan,Professor,2002,Drexel University,semi-monthly,False,True,Included
rwz35,85046,5/17/1968,Rob W Zawatski,Professor,2002,Drexel University,semi-monthly,True,True,Included
lj827,90682,8/22/1983,Lea Jacobson,Professor,2007,Drexel University,biweekly,True,True,Opt Out
dar70,83639,4/7/1965,Donald A Riggs,Professor,2001,Drexel University,biweekly,True,True,Opt Out
kb245,107686,11/10/1977,Kenneth Bingham,Professor,2001,Drexel University,semi-monthly,False,False,Opt Out
jrm15,98454,8/28/1965,Jill R Moses,Professor,2001,Drexel University,biweekly,False,False,Opt Out
tcf42,85006,2/27/1971,Ted C Fristrom,Professor,2005,Drexel University,semi-monthly,False,True,Opt Out
lel21,106128,4/10/1951,Lynn E Levin,Professor,1981,Drexel University,biweekly,True,False,Included
kjd32,98596,5/1/1977,Keith J DeRenzo,Professor,2017,Drexel University,semi-monthly,True,False,Opt Out
cjh42,92014,11/5/1981,Cassandra J Hirsch,Professor,2002,Drexel University,semi-monthly,True,False,Included
das37,94498,3/23/1977,Doreen A Saar,Professor,2017,Drexel University,biweekly,False,True,Included
jjb68,98787,4/13/1952,Jami J Benton,Professor,1983,Drexel University,semi-monthly,True,True,Included
jeh50,93788,8/10/1983,Jonathan E Hobratsch,Professor,2003,Drexel University,semi-monthly,False,True,Opt Out
lvm58,110651,4/5/1958,Leah V Mele,Professor,1994,Drexel University,biweekly,True,True,Included
lad47,110330,9/16/1971,Lisa A DiMaio,Professor,2006,Drexel University,semi-monthly,False,True,Opt Out
vw766,111483,6/3/1976,Von Wise,Professor,2016,Drexel University,biweekly,True,False,Opt Out
mlf58,90394,2/2/1955,Melanie L Farley,Professor,1991,Drexel University,biweekly,False,True,Included
dhm42,97161,12/10/1973,Deirdre H McMahon,Professor,2003,Drexel University,semi-monthly,True,True,Included
sfs44,103715,4/3/1954,Sheila F Sandapen,Professor,1977,Drexel University,biweekly,False,False,Opt Out
rs804,94482,3/6/1975,Rebecca Spiegel,Professor,2001,Drexel University,semi-monthly,False,True,Included
df132,82011,7/5/1957,Daniel Featherston,Professor,1993,Drexel University,biweekly,False,False,Opt Out
ecs90,103037,11/11/1988,Errol C Sull,Professor,2013,Drexel University,biweekly,False,False,Included
ejt729,98516,3/17/1984,Elizabeth J Thorpe,Professor,2009,Drexel University,semi-monthly,False,False,Included
kbo52,86034,8/12/1990,Keli B O'Connor,Professor,2013,Drexel University,semi-monthly,False,False,Opt Out
kas77,101518,1/20/1963,Karen A Stegeman,Professor,1996,Drexel University,biweekly,False,True,Opt Out
btf13,102984,6/28/1962,Bob T Finegan,Professor,1984,Drexel University,semi-monthly,True,False,Opt Out
gdr82,91643,12/9/1953,Gail D Rosen,Professor,1986,Drexel University,biweekly,True,False,Opt Out
ara47,90331,8/23/1989,Alexis R Apfelbaum,Professor,2011,Drexel University,semi-monthly,True,False,Included
cmd98,101042,12/18/1995,Christine M Davids,Professor,2020,Drexel University,semi-monthly,True,False,Opt Out
jf561,82527,12/21/1954,Juliet F Del Rio,Professor,1979,Drexel University,semi-monthly,True,False,Opt Out
mlp79,84440,6/8/1972,Margene L Petersen,Professor,2002,Drexel University,biweekly,False,False,Included
ksn48,86159,6/10/1974,Karen S Nulton,Professor,1996,Drexel University,semi-monthly,False,False,Opt Out
emt83,103206,10/4/1988,Eva M Thury,Professor,2011,Drexel University,semi-monthly,False,True,Opt Out
mlk77,109023,9/2/1994,Michelle L Kline-Peterson,Professor,2019,Drexel University,semi-monthly,False,False,Opt Out
mnk333,99743,3/3/1951,Miriam N Kotzin,Professor,1985,Drexel University,semi-monthly,False,False,Opt Out
mv382,112291,1/19/1993,Maria Volynsky,Professor,2020,Drexel University,biweekly,False,False,Opt Out
kh593,98478,11/2/1971,Keunah Han,Professor,1993,Drexel University,biweekly,True,True,Included
sas29,101263,2/28/1994,Scott A Stein,Professor,2015,Drexel University,biweekly,True,True,Included
rba49,100060,1/12/1960,Richard B Astro,Professor,1981,Drexel University,biweekly,False,True,Included
as599,110509,6/16/1966,Alexis Schulman,Professor,1994,Drexel University,biweekly,True,False,Opt Out
jmr30,85083,11/1/1990,Jaclyn M Rhoads,Professor,2013,Drexel University,biweekly,False,True,Included
mf271,93874,2/2/1977,Marcus Ferreira,Professor,1997,Drexel University,semi-monthly,True,True,Included
dms70,112153,7/25/1988,Diane M Sicotte,Professor,2015,Drexel University,biweekly,True,True,Included
ak356,103616,3/19/1986,Alison Kenner,Professor,2010,Drexel University,biweekly,True,False,Included
dcw38,86711,1/22/1985,Dane C Ward,Professor,2011,Drexel University,biweekly,False,False,Included
smg50,109413,8/22/1967,Sam M Giancarli,Professor,1998,Drexel University,semi-monthly,True,True,Opt Out
jkg37,100206,10/7/1950,Jon K Gelhaus,Professor,1982,Drexel University,biweekly,False,False,Opt Out
ew416,110031,5/8/1993,Elizabeth Watson,Professor,2017,Drexel University,biweekly,True,False,Opt Out
gr744,83578,4/10/1994,Gary Rosenberg,Professor,2021,Drexel University,biweekly,True,False,Included
mp509,88016,4/1/1965,Marina Potapova,Professor,2003,Drexel University,biweekly,True,False,Included
bp992,92903,2/10/1970,Bhanu Paudel,Professor,1998,Drexel University,biweekly,True,False,Opt Out
tl688,91095,12/24/1963,Tatyana Livshultz,Professor,1999,Drexel University,semi-monthly,False,True,Opt Out
tr586,89990,5/19/1957,Tony Rho,Professor,1982,Drexel University,semi-monthly,True,True,Included
meg816,108371,1/21/1975,Michelle E Gannon,Professor,2012,Drexel University,semi-monthly,True,False,Opt Out
djv631,93070,7/26/1960,David J Velinsky,Professor,1999,Drexel University,semi-monthly,True,False,Opt Out
jdw74,95648,9/22/1981,Jason D Weckstein,Professor,2004,Drexel University,biweekly,False,True,Opt Out
dak398,101307,5/27/1969,Danielle A Kreeger,Professor,2001,Drexel University,biweekly,True,True,Included
cms19,109152,1/9/1950,Christopher M Sales,Professor,1984,Drexel University,semi-monthly,False,True,Opt Out
rmm10,85037,11/10/1991,Richard M McCourt,Professor,2013,Drexel University,semi-monthly,True,False,Included
pk676,94538,8/18/1966,Parfait Kouacou,Professor,1990,Drexel University,semi-monthly,False,True,Included
bad70,105672,12/22/1961,Brenda A Dyer,Professor,1997,Drexel University,semi-monthly,True,True,Included
kad186,100335,4/26/1972,Kathryn A Dettmer,Professor,1992,Drexel University,biweekly,True,False,Included
skl18,102806,4/11/1990,Sophia K Larson,Professor,2016,Drexel University,biweekly,True,True,Included
bek55,108833,5/8/1979,Bryce E Koester,Professor,2011,Drexel University,biweekly,True,True,Included
sah28,112708,1/11/1994,Stephen A Huxta,Professor,2016,Drexel University,biweekly,True,False,Included
js663,109867,7/16/1969,Jocelyn Sessa,Professor,2003,Drexel University,biweekly,False,True,Included
lv342,83841,6/19/1995,Loyc Vanderkluysen,Professor,2019,Drexel University,semi-monthly,True,True,Included
ebd614,84562,12/2/1956,Edward B Daeschler,Professor,1981,Drexel University,biweekly,False,False,Included
sd195,90390,3/11/1995,Steve Dolph,Professor,2019,Drexel University,biweekly,True,True,Opt Out
rjm80,97030,11/8/1982,Roger J Magyar,Professor,2009,Drexel University,semi-monthly,True,False,Opt Out
im862,83440,4/15/1975,Ilana Margolis,Professor,2009,Drexel University,biweekly,True,False,Included
lta29,103512,8/28/1992,Lloyd T Ackert,Professor,2018,Drexel University,biweekly,True,False,Opt Out
jws10,89098,6/20/1983,Jonathan W Seitz,Professor,2006,Drexel University,biweekly,True,True,Opt Out
tfp17,96208,2/16/1958,Toni F Pitock,Professor,1985,Drexel University,semi-monthly,True,False,Opt Out
ks189,106129,2/11/1976,Kathryn Steen,Professor,2008,Drexel University,semi-monthly,True,True,Included
rs599,109911,3/26/1984,R. Scott S Hanson,Professor,2008,Drexel University,biweekly,False,True,Included
jwm31,109555,9/2/1950,Jonson W Miller,Professor,1982,Drexel University,biweekly,True,False,Included
jb995,99356,2/28/1960,James Bergey,Professor,1986,Drexel University,semi-monthly,False,True,Opt Out
tfs225,93366,1/17/1968,Tiago F Saraiva,Professor,1990,Drexel University,biweekly,True,True,Opt Out
aes411,104089,4/4/1964,Amy E Slaton,Professor,1988,Drexel University,semi-monthly,True,True,Opt Out
sb183,94154,11/2/1975,Stefania Baita,Professor,2013,Drexel University,semi-monthly,True,False,Included
nnh643,82367,4/24/1994,Natalie N Hiratsuka,Professor,2019,Drexel University,semi-monthly,False,False,Included
hk859,102238,1/4/1957,Hiromi Koyama,Professor,1980,Drexel University,biweekly,True,False,Included
cw706,95454,1/19/1970,Chihiro Williams,Professor,2003,Drexel University,biweekly,True,False,Opt Out
shp73,94521,1/5/1965,Sharrona H Pearl,Professor,1999,Drexel University,biweekly,False,True,Included
sj801,83893,3/2/1983,Sunmi Jung J Oh,Professor,2009,Drexel University,biweekly,False,False,Opt Out
yk208,92675,4/18/1976,Yongjoo Kim,Professor,1996,Drexel University,semi-monthly,False,True,Included
ajd854,100689,10/6/1966,Anthony J D'Alesandro,Professor,1992,Drexel University,semi-monthly,True,True,Included
agj43,84687,3/10/1995,Amanda G Johnson,Professor,2016,Drexel University,semi-monthly,False,True,Opt Out
sbk656,95959,8/12/1967,Susanne B Kriete,Professor,2002,Drexel University,biweekly,False,True,Included
ls704,96187,4/28/1976,Li Sheng,Professor,2006,Drexel University,biweekly,False,False,Opt Out
jms97,94493,3/9/1960,Jeanne M Steuber,Professor,1987,Drexel University,semi-monthly,False,True,Included
jam90,97919,1/15/1987,Josh A McGinnis,Professor,2008,Drexel University,semi-monthly,True,False,Opt Out
jc557,82365,11/27/1994,Jeremy Cooper,Professor,2021,Drexel University,semi-monthly,False,False,Included
opo75,100508,5/12/1970,Oksana P Odintsova,Professor,1994,Drexel University,semi-monthly,True,True,Included
dlf906,94241,3/9/1995,Daryl L Falco,Professor,2021,Drexel University,semi-monthly,True,False,Opt Out
rjf83,96430,12/14/1982,Raymond J Favocci,Professor,2009,Drexel University,biweekly,False,True,Included
rg653,111640,11/8/1958,Ramesh Garimella,Professor,1981,Drexel University,semi-monthly,True,True,Opt Out
jp591,87613,6/28/1956,Joel Pereira,Professor,1994,Drexel University,semi-monthly,False,True,Opt Out
oit165,99730,4/18/1963,Olga I Trubina,Professor,1995,Drexel University,semi-monthly,True,True,Opt Out
acr945,92963,11/8/1959,Adam C Rickert,Professor,1985,Drexel University,biweekly,True,False,Included
pdb96,85797,8/15/1986,Patricia D Bobo,Professor,2011,Drexel University,semi-monthly,False,False,Opt Out
bcp14,84288,5/11/1953,Brianna C Pezzato,Professor,1974,Drexel University,biweekly,True,False,Opt Out
pfb43,106962,12/2/1994,Patrick F Bray,Professor,2017,Drexel University,semi-monthly,False,False,Included
vs764,107988,3/13/1951,Valerie Sarris,Professor,1972,Drexel University,semi-monthly,True,False,Opt Out
adb20,92944,1/21/1974,Adam D Baurkot,Professor,2013,Drexel University,semi-monthly,False,True,Included
una74,106027,1/24/1964,Udoh N Akpan,Professor,2000,Drexel University,semi-monthly,True,True,Included
lcb49,95978,3/7/1984,Luke C Brown,Professor,2011,Drexel University,semi-monthly,True,False,Opt Out
pm881,87067,12/13/1994,Peter Mao,Professor,2019,Drexel University,semi-monthly,False,False,Included
hk255,112759,10/26/1984,Hyeju Kim,Professor,2006,Drexel University,biweekly,False,True,Included
ihl292,110709,10/10/1953,Ishan Hiniduma Lokuge,Professor,1979,Drexel University,biweekly,False,False,Opt Out
pdm34,88907,10/24/1960,Petyo D Manev,Professor,1995,Drexel University,biweekly,True,True,Included
mlb80,86219,5/12/1991,Mikey L Becht,Professor,2016,Drexel University,biweekly,True,False,Opt Out
jc438,85303,4/6/1982,Juliane C Baiochi Dalben,Professor,2007,Drexel University,semi-monthly,False,False,Opt Out
dc829,109069,6/7/1966,Daniel Carvente,Professor,1988,Drexel University,biweekly,True,True,Included
ahi57,83715,1/22/1957,Abdellah H Islam,Professor,1996,Drexel University,biweekly,True,False,Included
jb444,111321,11/20/1990,Julian Bushelli,Professor,2016,Drexel University,biweekly,True,True,Opt Out
jsa237,95928,7/11/1967,Jason S Aran,Professor,2003,Drexel University,biweekly,False,False,Opt Out
yz831,93298,3/2/1953,Yaqi Zhang,Professor,1979,Drexel University,semi-monthly,False,True,Included
ck727,87825,8/4/1995,Caitlin Klimas,Professor,2019,Drexel University,biweekly,False,True,Opt Out
ag121,105735,8/24/1991,Anatolii Grinshpan,Professor,2011,Drexel University,semi-monthly,True,True,Opt Out
dg702,104833,1/1/1962,Darij Grinberg,Professor,1993,Drexel University,biweekly,False,False,Opt Out
jml299,99944,11/22/1976,Jeffrey M LaComb,Professor,2000,Drexel University,semi-monthly,False,True,Included
mjz23,102034,5/24/1987,Matthew J Ziemke,Professor,2008,Drexel University,semi-monthly,False,True,Included
dp583,101700,7/1/1969,Dimitri Papadopoulos,Professor,2002,Drexel University,semi-monthly,True,False,Opt Out
fc234,87388,12/22/1960,Fernando Carreon,Professor,1996,Drexel University,semi-monthly,False,False,Included
rpj649,86976,9/21/1961,Rolando Placeres Jimenez,Professor,1982,Drexel University,biweekly,True,False,Opt Out
ksv50,108420,7/21/1967,Kumar S Virbhadra,Professor,2003,Drexel University,semi-monthly,True,True,Opt Out
sz469,102564,9/23/1973,Sergio Zefelippo,Professor,2002,Drexel University,biweekly,False,True,Included
ak905,93769,11/10/1981,Andrew Klimas,Professor,2001,Drexel University,semi-monthly,False,False,Opt Out
bti24,103904,7/27/1951,Ben T Irwin,Professor,1988,Drexel University,biweekly,False,False,Included
rdw451,95453,10/8/1964,Richard D White,Professor,1988,Drexel University,semi-monthly,True,False,Included
gy964,103847,11/8/1961,Guang Yang,Professor,1998,Drexel University,biweekly,True,True,Included
blk22,111632,2/18/1950,Boris L Kheyfets,Professor,1975,Drexel University,semi-monthly,False,True,Included
ph193,90264,2/19/1983,Pawel Hitczenko,Professor,2006,Drexel University,biweekly,False,True,Included
ekk774,105881,1/24/1954,Emily K Kelting,Professor,1975,Drexel University,biweekly,True,True,Opt Out
pg133,93036,12/5/1992,Pavel Greenfield,Professor,2017,Drexel University,semi-monthly,True,False,Opt Out
jdb49,88117,6/7/1954,Jonah D Blasiak,Professor,1984,Drexel University,biweekly,False,True,Opt Out
jv553,98328,7/20/1963,Jurij Volcic,Professor,1988,Drexel University,biweekly,False,False,Included
gm289,92715,7/13/1971,Georgi Medvedev,Professor,2002,Drexel University,semi-monthly,False,False,Opt Out
cfm26,102887,8/18/1990,Cecilia Freire Mondaini,Professor,2011,Drexel University,biweekly,True,False,Included
rah13,87161,7/16/1977,Robert A Hicks,Professor,2004,Drexel University,semi-monthly,True,False,Included
hjw90,110895,4/24/1970,Hugo J Woerdeman,Professor,2000,Drexel University,semi-monthly,True,True,Opt Out
jkg89,105087,10/16/1994,June K Gordon,Professor,2017,Drexel University,semi-monthly,True,False,Included
jep71,82538,1/25/1963,James E Pascoe,Professor,2003,Drexel University,semi-monthly,False,False,Included
kto53,92641,9/28/1980,Kayode T Oluwasegun,Professor,2003,Drexel University,biweekly,False,True,Included
slm59,112194,12/5/1962,Shari L Moskow,Professor,1998,Drexel University,biweekly,True,False,Included
ejs728,83695,11/18/1980,Eric J Schmutz,Professor,2000,Drexel University,semi-monthly,True,True,Opt Out
lfd138,105323,8/12/1995,Liam F Doherty,Professor,2017,Drexel University,semi-monthly,True,True,Included
grs27,101268,10/16/1953,Gideon R Simpson,Professor,1985,Drexel University,biweekly,True,False,Included
pty74,95454,2/7/1976,Pok-Yin T Yu,Professor,2013,Drexel University,semi-monthly,False,False,Included
hr493,89307,5/27/1995,Hayden Ruff,Professor,2016,Drexel University,biweekly,False,True,Opt Out
idw71,100689,9/20/1965,Isaac D Woods,Professor,1997,Drexel University,biweekly,False,False,Included
dma72,101307,2/13/1973,David M Ambrose,Professor,2005,Drexel University,semi-monthly,False,False,Opt Out
jd237,99840,4/28/1972,J. Doug D Wright,Professor,1992,Drexel University,biweekly,True,True,Opt Out
sa482,107176,2/22/1992,Sultan Aitzhan,Professor,2013,Drexel University,biweekly,False,True,Opt Out
hrw52,89013,3/26/1972,Hunter R Wages,Professor,2006,Drexel University,semi-monthly,False,False,Included
skg88,94272,7/4/1956,Sarah K Gift,Professor,1976,Drexel University,biweekly,True,True,Opt Out
xs928,107009,6/15/1960,Xiaoming Song,Professor,1997,Drexel University,semi-monthly,True,True,Included
asb99,84643,9/14/1985,Amy S Bush,Professor,2010,Drexel University,biweekly,True,True,Included
dss858,107087,9/19/1994,David S Seltzer,Professor,2017,Drexel University,semi-monthly,False,True,Opt Out
hmk628,82260,5/25/1974,Harper M Kirk,Professor,2014,Drexel University,semi-monthly,True,False,Included
sea625,104181,1/26/1977,Stacey E Ake,Professor,2008,Drexel University,semi-monthly,False,False,Included
cam43,112031,5/6/1959,Carol A Mele,Professor,1995,Drexel University,semi-monthly,False,True,Included
mgp87,111313,8/2/1953,Marilyn G Piety,Professor,1980,Drexel University,semi-monthly,False,False,Opt Out
afs20,91057,11/9/1978,Andrew F Smith,Professor,2016,Drexel University,biweekly,False,False,Included
pmd58,92807,5/13/1985,Patrick M Denehy,Professor,2006,Drexel University,biweekly,True,True,Opt Out
jem42,105577,11/22/1959,Joseph E McPeak,Professor,1979,Drexel University,biweekly,True,True,Opt Out
nth46,101588,6/27/1965,Nathan T Hanna,Professor,1991,Drexel University,semi-monthly,False,True,Opt Out
bks932,83654,9/9/1951,Bryan K Sacks,Professor,1984,Drexel University,semi-monthly,True,True,Included
dpt90,92858,3/6/1973,Daniel P Touey,Professor,2006,Drexel University,semi-monthly,False,True,Opt Out
eff628,90029,5/13/1990,Eric F Fleming,Professor,2016,Drexel University,biweekly,False,False,Opt Out
jas23,109852,1/5/1955,James A Stieb,Professor,1975,Drexel University,biweekly,True,True,Opt Out
pa698,95926,10/12/1954,Peter Amato,Professor,1991,Drexel University,semi-monthly,False,False,Included
cel922,100879,11/11/1985,Christina E Love,Professor,2007,Drexel University,biweekly,True,True,Opt Out
as367,107073,1/10/1952,Ash Suresh,Professor,1982,Drexel University,semi-monthly,False,False,Included
njd80,103294,5/4/1957,Nicholas J DiNardo,Professor,1986,Drexel University,semi-monthly,True,False,Included
etb30,105016,6/21/1976,Eric T Brewe,Professor,2012,Drexel University,biweekly,False,True,Included
mkf596,105578,12/9/1982,Mark K Fugate,Professor,2002,Drexel University,biweekly,True,True,Opt Out
mbs155,110228,8/16/1990,Manas Bharadwaaj Subramanian,Professor,2016,Drexel University,semi-monthly,False,True,Opt Out
mk483,85329,4/25/1976,Madhav Khandelwal,Professor,2014,Drexel University,biweekly,True,True,Included
jg254,106185,9/20/1960,Jesse Goldman,Professor,1985,Drexel University,biweekly,True,False,Included
rp667,95604,4/16/1975,Rachit Pandey,Professor,2011,Drexel University,biweekly,True,False,Opt Out
jad63,84773,12/18/1990,Jay Anil Dodia,Professor,2012,Drexel University,biweekly,False,False,Included
dmg19,106409,11/10/1975,David M Goldberg,Professor,2012,Drexel University,semi-monthly,True,False,Opt Out
kjb28,106597,11/18/1966,Kendall J Butler,Professor,1990,Drexel University,biweekly,True,True,Opt Out
faf996,96632,11/25/1967,Frank A Ferrone,Professor,2007,Drexel University,semi-monthly,True,False,Opt Out
rmk50,92059,10/2/1986,Rachael M Kratzer,Professor,2011,Drexel University,biweekly,False,True,Included
eds88,88984,7/11/1978,Eric D Scheidly,Professor,2014,Drexel University,semi-monthly,False,True,Included
hr331,101232,3/8/1982,Helen Rosenbrien,Professor,2008,Drexel University,semi-monthly,False,True,Included
cec49,105676,5/7/1987,Cassandra E Carey,Professor,2008,Drexel University,semi-monthly,False,True,Opt Out
jws71,104787,1/24/1980,Jacob W Shpiece,Professor,2010,Drexel University,semi-monthly,True,False,Included
